"","dwc.earliestPeriodOrLowestSystem","dwc.dynamicProperties","dwc.individualCount","dwc.verbatimLongitude","dwc.identificationVerificationStatus","idigbio.hostFamily","dcterms.modified","dwc.continent","dwc.decimalLongitude","dwc.stateProvince","idigbio.recordId","dwc.associatedReferences","dwc.dateIdentified","dwc.catalogNumber","dwc.datasetID","dwc.nomenclaturalStatus","dwc.taxonRemarks","dwc.identificationRemarks","dwc.specificEpithet","dwc.datasetName","dwc.endDayOfYear","dwc.verbatimDepth","dwc.day","dwc.verbatimTaxonRank","dwc.institutionID","dwc.collectionID","idigbio.associateIdentifier","fcc.datePicked","idigbio.associateRelationship","dwc.eventRemarks","dwc.originalNameUsage","dwc.minimumDepthInMeters","dwc.rights","dwc.startDayOfYear","dwc.behavior","dwc.locationAccordingTo","dcterms.bibliographicCitation","dwc.latestEpochOrHighestSeries","dwc.scientificName","dwc.country","dwc.georeferenceProtocol","dwc.latestPeriodOrHighestSystem","dwc.identificationID","dwc.island","dwc.taxonID","dwc.taxonRank","dwc.basisOfRecord","inhs.superfamily","dwc.geodeticDatum","dwc.rightsHolder","dwc.previousIdentifications","dwc.georeferenceRemarks","inhs.formII_males","idigbio.determinationHistory","dwc.lifeStage","idigbio.etag","dwc.phylum","inhs.formII_females","inhs.relic","dwc.identifiedBy","dwc.nomenclaturalCode","dwc.georeferenceSources","dwc.earliestAgeOrLowestStage","dcterms.accessRights","id","dwc.earliestEpochOrLowestSeries","dwc.verbatimEventDate","dwc.latestEraOrHighestErathem","idigbio.createdBy","dwc.occurrenceID","dwc.higherClassification","idigbio.subfamily","inhs.locationTrs","dwc.countryCode","dwc.identificationQualifier","dwc.preparations","symbiota.verbatimScientificName","dwc.associatedTaxa","dwc.formation","fcc.pickedBy","idigbio.associateNotes","dwc.vernacularName","dwc.otherCatalogNumbers","idigbio.associateDeterminedBy","dwc.associatedSequences","idigbio.tribe","idigbio.endangeredStatus","dwc.eventID","idigbio.preparationCount","idigbio.associateCommonName","inhs.juv_females","dwc.dataGeneralizations","dwc.minimumElevationInMeters","dwc.group","inhs.location_RiverMile","dcterms.rightsHolder","http...symbiota.org.terms.verbatimScientificName","dwc.nameAccordingTo","inhs.formI_males","dwc.georeferenceVerificationStatus","inhs.location_Stream","dwc.family","inhs.dead","fcc.subfamily","dwc.islandGroup","fcc.superfamily","dwc.verbatimCoordinateSystem","dwc.reproductiveCondition","dwc.coordinatePrecision","dcterms.reference","dwc.genus","dwc.institutionCode","dwc.kingdom","dwc.collectionCode","dwc.verbatimSRS","idigbio.associateAuthor","idigbio.associatedFamily","dwc.typeStatus","dwc.waterBody","dwc.fieldNotes","dwc.county","inhs.live","dwc.verbatimElevation","row.number","dwc.informationWithheld","idigbio.version","dwc.namePublishedInID","idigbio.associatedRelationship","dwc.month","dcterms.source","dwc.decimalLatitude","dwc.higherGeography","inhs.juv_undetermined","dwc.lowestBiostratigraphicZone","dwc.individualID","dwc.associatedOccurrences","dwc.municipality","dwc.disposition","dwc.verbatimCoordinates","inhs.instars_Female","dcterms.type","dwc.georeferencedBy","dwc.recordNumber","dwc.occurrenceStatus","dwc.lithostratigraphicTerms","dwc.verbatimLatitude","dwc.samplingEffort","dcterms.language","inhs.juv_males","dwc.earliestEraOrLowestErathem","dwc.sex","inhs.location_Basin","dwc.namePublishedIn","idigbio.preservative","dcterms.rights","dwc.occurrenceRemarks","idigbio.dateModified","dwc.footprintWKT","inhs.instars_Male","dwc.eventTime","dwc.order","dwc.bed","dwc.year","idigbio.uuid","dwc.recordedBy","dwc.class","dwc.maximumElevationInMeters","idigbio.associateCondition","inhs.total_Males","dwc.identificationReferences","dwc.maximumDepthInMeters","dcterms.references","dwc.preparation","dwc.VerbatimEventDate","dwc.coordinateUncertaintyInMeters","dwc.habitat","dwc.member","inhs.vouchered","dwc.scientificNameAuthorship","dwc.relatedResourceID","idigbio.recordID","dwc.latestAgeOrHighestStage","dwc.infraspecificEpithet","dwc.accessRights","dwc.samplingProtocol","dwc.scientificNameID","dwc.locality","idigbio.substrate","dwc.locationID","idigbio.subgenus","symbiotaverbatimScientificName","dwc.fieldNumber","dwc.locationRemarks","dwc.ownerInstitutionCode","idigbio.barcodeValue","dwc.georeferencedDate","inhs.total_females","dwc.establishmentMeans","idigbio.recordIds","dwc.eventDate","dwc.subgenus","dwc.verbatimLocality","dwc.associatedMedia"
"2177",NA,"",NA,"","",NA,"09/08/2014","",167.233333333333,"Sanma Province",NA,"","","4319-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",21,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Vanuatu","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"49f15ee24c18ce087c0a5fe2d4a94f7a53f0f6cb","",NA,NA,"","","",NA,NA,"3f0a1020-ad9a-4c1a-a9ff-aeb27b309135",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","3D623118-6221-4481-B126-71AE0D0F546B","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,-15.5666666666667,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T12:43:34.390Z",NA,NA,NA,"Aspidochirotida",NA,2005,"3f0a1020-ad9a-4c1a-a9ff-aeb27b309135","Meyer, C.","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"CPM-VAN-016",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2186",NA,"",NA,"","",NA,"09/08/2014","",NA,"Bohol",NA,"","","5681-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",13,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Philippines","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"fe4b7bb08b1e3b3bdf3c94dec002210c7058ef32","",NA,NA,"","","",NA,NA,"408aa664-010f-4ea8-b3e2-a4733fa031cd",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","E3AC9F48-D073-459F-B0E1-67CAF54F3047","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T13:46:26.454Z",NA,NA,NA,"Aspidochirotida",NA,2006,"408aa664-010f-4ea8-b3e2-a4733fa031cd","Kris Netchy & Alex Kerr","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"SEMP-35",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2204",NA,"",NA,"","",NA,"09/08/2014","",145.4642,"Queensland",NA,"","","8142-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",8,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Australia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"beebdc02bd3ac3ee561069297159330e3b8aaeb6","",NA,NA,"","","",NA,NA,"5c247ea6-759e-44d9-bd9c-e1c20a479120",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","321C1BEA-3634-45BE-A1DA-C872A93089F4","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,-14.6966,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T16:12:15.791Z",NA,NA,NA,"Aspidochirotida",NA,2009,"5c247ea6-759e-44d9-bd9c-e1c20a479120","François Michonneau","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"AUST-ST-006",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2208",NA,"",NA,"","",NA,"09/08/2014","",39.191,"",NA,"","","8918-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",12,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Tanzania","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"c9cd065ec4eb8df2400501714547ee7e4248f58a","",NA,NA,"","","",NA,NA,"c0ce4aa8-9277-4337-b2bf-d9a07bc6a258",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","0CDD4865-5329-4721-9C99-9B0F738B6953","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,8,NA,-6.125,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T18:02:28.553Z",NA,NA,NA,"Aspidochirotida",NA,2009,"c0ce4aa8-9277-4337-b2bf-d9a07bc6a258","Tim Werner","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"Werner-Zanzibar-1",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2212",NA,"",NA,"","",NA,"09/08/2014","",-79.0299,"",NA,"","","9064-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Panama","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"593d39758f7afce1e2eab9d7e9221d7b5a51440d","",NA,NA,"","","",NA,NA,"56e83341-33d5-4ac0-ab0a-df9156ff3786",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","7162C39A-D361-494D-A9D2-6A828B86EDBB","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6317,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T17:39:19.305Z",NA,NA,NA,"Aspidochirotida",NA,2008,"56e83341-33d5-4ac0-ab0a-df9156ff3786","I. C. Enochs","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"Enochs-2008",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2222",NA,"",NA,"","",NA,"09/08/2014","",145.822054,"Madang Province",NA,"","","14707-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",14,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Papua New Guinea","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"502565f91007ad01056e2ac56e364c797e0436a4","",NA,NA,"","","",NA,NA,"dd6b9f54-c865-4324-8ef0-3fc7a8432a25",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","9D0A7B62-AAC0-43C2-B836-326B47B45574","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,-5.107375,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T16:00:16.113Z",NA,NA,NA,"Aspidochirotida",NA,2012,"dd6b9f54-c865-4324-8ef0-3fc7a8432a25","François Michonneau, Mande Holford, Bastian Brenzinger","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"PR31",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2244",NA,"",NA,"","",NA,"09/08/2014","",-169.9,"Niue Island",NA,"","","1883-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",30,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Niue Island","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"51ca24897bca7a66ff888f069f96c1ab3c5a3eef","",NA,NA,"","","",NA,NA,"0dd07464-5d02-49d6-b7d0-2a81c601f0f9",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","DA7C1848-0839-4FAD-8194-5526C034A311","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Niue Island",NA,NA,NA,NA,NA,NA,NA,8,NA,-19.1,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T14:02:57.975Z",NA,NA,NA,"Aspidochirotida",NA,1986,"0dd07464-5d02-49d6-b7d0-2a81c601f0f9","","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"HNIUE-069",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2245",NA,"",NA,"","",NA,"09/08/2014","",NA,"Peleliu State",NA,"","","12288-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",14,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Palau","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"1cf73815db388bf7995c9cd266e19a85c19b8bb8","",NA,NA,"","","",NA,NA,"330d5546-f1b4-4339-a79e-30b2e84b85b2",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","CDECD688-D2EC-4BF5-BD00-2044C5315940","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,8,NA,NA,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T14:07:24.299Z",NA,NA,NA,"Aspidochirotida",NA,1966,"330d5546-f1b4-4339-a79e-30b2e84b85b2","C. Otto","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"UGI-Station-383",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2296",NA,"",NA,"","",NA,"09/08/2014","",-157.4895,"Line Islands",NA,"","","5426-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",4,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Kiribati","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"4e378797fa4cb563e1de0b29b7855542a95595f6","",NA,NA,"","","",NA,NA,"5e5e75bc-5d9c-498f-88ff-2cf3eaadb443",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","24880FF4-2E80-48CB-8A3F-E5956E3989C0","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Kiritimati Atoll",NA,NA,NA,NA,NA,NA,NA,8,NA,2.0086,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T12:58:16.771Z",NA,NA,NA,"Aspidochirotida",NA,2005,"5e5e75bc-5d9c-498f-88ff-2cf3eaadb443","Gustav Paulay","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"GP-Loc-824",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2315",NA,"",NA,"","",NA,"09/08/2014","",-155.24556,"Hawaiian Islands",NA,"","","4811-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",24,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","USA","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"2d2bcbd016f149a1a3a2d491ea7d3d100c88a656","",NA,NA,"","","",NA,NA,"585226f5-4997-4606-a52f-0d40772849b0",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","8111219F-B7CA-4356-B66F-95538CF309D4","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Oahu Island",NA,NA,NA,NA,NA,NA,NA,2,NA,19.99667,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T15:08:27.612Z",NA,NA,NA,"Aspidochirotida",NA,2006,"585226f5-4997-4606-a52f-0d40772849b0","J. Earle, J. Hoover, G. Paulay","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"GP-Loc-852",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2321",NA,"",NA,"","",NA,"09/08/2014","",-155.07139,"Hawaiian Islands",NA,"","","4794-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","USA","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"2edb67b02db9c5ef6a37f7ee850dec863164665f","",NA,NA,"","","",NA,NA,"8d89e41b-414f-4a32-b2ce-30506472077f",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","E8BCF814-FB27-4C5E-9EF8-B0F2A487C298","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Oahu Island",NA,NA,NA,NA,NA,NA,NA,8,NA,19.7325,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T18:22:23.074Z",NA,NA,NA,"Aspidochirotida",NA,2005,"8d89e41b-414f-4a32-b2ce-30506472077f","","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"BOAHU-21",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2437",NA,"",NA,"","",NA,"09/08/2014","",145.4642,"Queensland",NA,"","","8137-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",8,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Australia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"648008ad6e14cfbffc588ea064c7ed7446b443c3","",NA,NA,"","","",NA,NA,"4df2ce4d-3f01-414e-aa59-6e1bf94d6779",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","5476DAE1-7058-43DA-9EEA-673238E38E86","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,-14.6966,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T13:24:20.899Z",NA,NA,NA,"Aspidochirotida",NA,2009,"4df2ce4d-3f01-414e-aa59-6e1bf94d6779","François Michonneau","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"AUST-ST-006",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2442",NA,"",NA,"","",NA,"09/08/2014","",48.23655,"",NA,"","","7269-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",23,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Madagascar","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"272182d458dbf7f5930e54eafa61d29b4613c58f","",NA,NA,"","","",NA,NA,"4df8c7ed-a958-4369-ab9c-18c35f11fdd1",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","1A705546-3998-4C2C-BC89-F6AD55A5CB4F","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,-13.4789,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T14:06:39.795Z",NA,NA,NA,"Aspidochirotida",NA,2008,"4df8c7ed-a958-4369-ab9c-18c35f11fdd1","G. Bakary, F. Michonneau, G. Paulay, T. Werner","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"MGNW-47",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2453",NA,"",NA,"","",NA,"09/08/2014","",124.694666666667,"North Sulawesi",NA,"","","4622-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",9,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Indonesia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"e565c06d14174df08e6b4fdc096f8f73759acb63","",NA,NA,"","","",NA,NA,"c65b790e-c09c-4e76-b72f-7e4780ed1897",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","1263972C-949B-408B-85FC-112EB971BF31","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Nian Island",NA,NA,NA,NA,NA,NA,NA,6,NA,1.61641666666667,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T17:21:14.798Z",NA,NA,NA,"Aspidochirotida",NA,2005,"c65b790e-c09c-4e76-b72f-7e4780ed1897","","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"BC-2385",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2459",NA,"",NA,"","",NA,"09/08/2014","",163.19933,"New Caledonia",NA,"","","15986-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",6,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","France","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"5321e47975b5299fbb9602c2564ee3cef968e81f","",NA,NA,"","","",NA,NA,"16ad8506-6017-4699-9354-2d3affd1cf11",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","3E6455A8-4815-462C-802E-51CC8F9FE457","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,-18.58507,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T12:32:50.004Z",NA,NA,NA,"Aspidochirotida",NA,2013,"16ad8506-6017-4699-9354-2d3affd1cf11","Nathaniel Evans","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"NEST14",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
