"","dwc.earliestPeriodOrLowestSystem","dwc.dynamicProperties","dwc.individualCount","dwc.verbatimLongitude","dwc.identificationVerificationStatus","idigbio.hostFamily","dcterms.modified","dwc.continent","dwc.decimalLongitude","dwc.stateProvince","idigbio.recordId","dwc.associatedReferences","dwc.dateIdentified","dwc.catalogNumber","dwc.datasetID","dwc.nomenclaturalStatus","dwc.taxonRemarks","dwc.identificationRemarks","dwc.specificEpithet","dwc.datasetName","dwc.endDayOfYear","dwc.verbatimDepth","dwc.day","dwc.verbatimTaxonRank","dwc.institutionID","dwc.collectionID","idigbio.associateIdentifier","fcc.datePicked","idigbio.associateRelationship","dwc.eventRemarks","dwc.originalNameUsage","dwc.minimumDepthInMeters","dwc.rights","dwc.startDayOfYear","dwc.behavior","dwc.locationAccordingTo","dcterms.bibliographicCitation","dwc.latestEpochOrHighestSeries","dwc.scientificName","dwc.country","dwc.georeferenceProtocol","dwc.latestPeriodOrHighestSystem","dwc.identificationID","dwc.island","dwc.taxonID","dwc.taxonRank","dwc.basisOfRecord","inhs.superfamily","dwc.geodeticDatum","dwc.rightsHolder","dwc.previousIdentifications","dwc.georeferenceRemarks","inhs.formII_males","idigbio.determinationHistory","dwc.lifeStage","idigbio.etag","dwc.phylum","inhs.formII_females","inhs.relic","dwc.identifiedBy","dwc.nomenclaturalCode","dwc.georeferenceSources","dwc.earliestAgeOrLowestStage","dcterms.accessRights","id","dwc.earliestEpochOrLowestSeries","dwc.verbatimEventDate","dwc.latestEraOrHighestErathem","idigbio.createdBy","dwc.occurrenceID","dwc.higherClassification","idigbio.subfamily","inhs.locationTrs","dwc.countryCode","dwc.identificationQualifier","dwc.preparations","symbiota.verbatimScientificName","dwc.associatedTaxa","dwc.formation","fcc.pickedBy","idigbio.associateNotes","dwc.vernacularName","dwc.otherCatalogNumbers","idigbio.associateDeterminedBy","dwc.associatedSequences","idigbio.tribe","idigbio.endangeredStatus","dwc.eventID","idigbio.preparationCount","idigbio.associateCommonName","inhs.juv_females","dwc.dataGeneralizations","dwc.minimumElevationInMeters","dwc.group","inhs.location_RiverMile","dcterms.rightsHolder","http...symbiota.org.terms.verbatimScientificName","dwc.nameAccordingTo","inhs.formI_males","dwc.georeferenceVerificationStatus","inhs.location_Stream","dwc.family","inhs.dead","fcc.subfamily","dwc.islandGroup","fcc.superfamily","dwc.verbatimCoordinateSystem","dwc.reproductiveCondition","dwc.coordinatePrecision","dcterms.reference","dwc.genus","dwc.institutionCode","dwc.kingdom","dwc.collectionCode","dwc.verbatimSRS","idigbio.associateAuthor","idigbio.associatedFamily","dwc.typeStatus","dwc.waterBody","dwc.fieldNotes","dwc.county","inhs.live","dwc.verbatimElevation","row.number","dwc.informationWithheld","idigbio.version","dwc.namePublishedInID","idigbio.associatedRelationship","dwc.month","dcterms.source","dwc.decimalLatitude","dwc.higherGeography","inhs.juv_undetermined","dwc.lowestBiostratigraphicZone","dwc.individualID","dwc.associatedOccurrences","dwc.municipality","dwc.disposition","dwc.verbatimCoordinates","inhs.instars_Female","dcterms.type","dwc.georeferencedBy","dwc.recordNumber","dwc.occurrenceStatus","dwc.lithostratigraphicTerms","dwc.verbatimLatitude","dwc.samplingEffort","dcterms.language","inhs.juv_males","dwc.earliestEraOrLowestErathem","dwc.sex","inhs.location_Basin","dwc.namePublishedIn","idigbio.preservative","dcterms.rights","dwc.occurrenceRemarks","idigbio.dateModified","dwc.footprintWKT","inhs.instars_Male","dwc.eventTime","dwc.order","dwc.bed","dwc.year","idigbio.uuid","dwc.recordedBy","dwc.class","dwc.maximumElevationInMeters","idigbio.associateCondition","inhs.total_Males","dwc.identificationReferences","dwc.maximumDepthInMeters","dcterms.references","dwc.preparation","dwc.VerbatimEventDate","dwc.coordinateUncertaintyInMeters","dwc.habitat","dwc.member","inhs.vouchered","dwc.scientificNameAuthorship","dwc.relatedResourceID","idigbio.recordID","dwc.latestAgeOrHighestStage","dwc.infraspecificEpithet","dwc.accessRights","dwc.samplingProtocol","dwc.scientificNameID","dwc.locality","idigbio.substrate","dwc.locationID","idigbio.subgenus","symbiotaverbatimScientificName","dwc.fieldNumber","dwc.locationRemarks","dwc.ownerInstitutionCode","idigbio.barcodeValue","dwc.georeferencedDate","inhs.total_females","dwc.establishmentMeans","idigbio.recordIds","dwc.eventDate","dwc.subgenus","dwc.verbatimLocality","dwc.associatedMedia"
"1276",NA,"",NA,"","",NA,"09/08/2014","",166.7,"Wake Island",NA,"","","11533-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",25,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","USA","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"1293b8cc4534a747fe4a3b2a26cba6b669d834b2","",NA,NA,"","","",NA,NA,"c68e468c-463f-4a6a-808b-20ff3b6e7617",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","770C371B-3C90-4BB9-AF7A-5DD40A482586","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,3,NA,19.3,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T18:05:45.844Z",NA,NA,NA,"Aspidochirotida",NA,2009,"c68e468c-463f-4a6a-808b-20ff3b6e7617","Sun Kim","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"Kim-WAK-St-10",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1287",NA,"",NA,"","",NA,"09/08/2014","",-159.8,"Cook Islands",NA,"","","2003-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",20,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Cook Islands","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"3f0a18f0426d51bcf85f1a61b387f337ac7d11fe","",NA,NA,"","","",NA,NA,"f6593a2f-6362-488a-ab2b-3584823967ba",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","1858ABC5-6803-4DFE-BDE5-6C04C6DDE244","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Aitutaki Island",NA,NA,NA,NA,NA,NA,NA,10,NA,-18.9,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T18:15:41.414Z",NA,NA,NA,"Aspidochirotida",NA,1986,"f6593a2f-6362-488a-ab2b-3584823967ba","","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"HAIU-012",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1356",NA,"",NA,"","",NA,"09/08/2014","",-79.0299,"",NA,"","","9046-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Panama","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"acb8761d86f71731f098ab4b80301c7bd91c540c","",NA,NA,"","","",NA,NA,"f0ed105c-9b5b-4582-84be-e763f47d7648",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","991E2D8F-18A1-424C-BEEE-619CF1A04260","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6317,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T10:49:43.042Z",NA,NA,NA,"Aspidochirotida",NA,2008,"f0ed105c-9b5b-4582-84be-e763f47d7648","I. C. Enochs","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"Enochs-2008",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1394",NA,"",NA,"","",NA,"09/08/2014","",-169.9,"Niue Island",NA,"","","1654-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",30,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Niue Island","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"6c3b5f2d8b8e1deae0882d9808c521dba43166e3","",NA,NA,"","","",NA,NA,"80edddb9-b0cb-431f-9ad4-4db4a68437ad",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","732EB9EA-97EE-4CD4-AF82-881BD3CC272A","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Niue Island",NA,NA,NA,NA,NA,NA,NA,9,NA,-19.1,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T12:11:06.983Z",NA,NA,NA,"Aspidochirotida",NA,1991,"80edddb9-b0cb-431f-9ad4-4db4a68437ad","Paulay, G.","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"HNIUE-094A",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1425",NA,"",NA,"","",NA,"09/08/2014","",144.726632,"Mariana Islands",NA,"","","6719-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",9,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","USA","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"7843df908d808fd425de1625ead4ccb8cebc677d","",NA,NA,"","","",NA,NA,"4c9db243-0c63-4ac3-9991-a9afa7899b66",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","E0141B85-D0F8-4CD0-9D2D-48545B88571D","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Guam Island",NA,NA,NA,NA,NA,NA,NA,2,NA,13.479906,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T13:04:00.675Z",NA,NA,NA,"Aspidochirotida",NA,2008,"4c9db243-0c63-4ac3-9991-a9afa7899b66","François Michonneau","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"FM-St-GU08-02",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1435",NA,"",NA,"","",NA,"09/08/2014","",-162.1083,"Line Islands",NA,"","","5420-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",19,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","USA","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"57b0fed58f2300162b2a4829ee62df457e6afdff","",NA,NA,"","","",NA,NA,"d5d30454-6055-493c-8ecd-6dac82f0288c",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","2184B18A-4F64-441E-A397-514C7A369E29","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Palmyra Atoll",NA,NA,NA,NA,NA,NA,NA,8,NA,5.8683,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T16:43:37.931Z",NA,NA,NA,"Aspidochirotida",NA,2005,"d5d30454-6055-493c-8ecd-6dac82f0288c","Gustav Paulay","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"GP-Loc-850",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1535",NA,"",NA,"","",NA,"09/08/2014","",145.806453,"Madang Province",NA,"","","14904-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",24,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Papua New Guinea","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"703c3fe0d6346375d80128362ec64f5abd4e181b","",NA,NA,"","","",NA,NA,"3d8036f1-030b-40a7-8298-fb96ac8c8bbc",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","DBE6DC58-0743-47A0-8C10-91D7D500A0CB","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,-5.201719,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T09:46:21.104Z",NA,NA,NA,"Aspidochirotida",NA,2012,"3d8036f1-030b-40a7-8298-fb96ac8c8bbc","Pierre Lozouet, Philippe Grellier, Frederik Leliaert, John Slapcinsky, Timea Neusser, Bastian Brenzinger","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"PM39",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1545",NA,"",NA,"","",NA,"09/08/2014","",144.8,"Mariana Islands",NA,"","","4676-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","USA","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"2db383e21c2944917ff08962b9f7f5ec4dada7a0","",NA,NA,"","","",NA,NA,"7bfb48c3-1f90-470e-b343-d1c003f3118e",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","4B3EC318-135B-4C7E-9868-D3AFB475E019","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Guam Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T10:12:46.992Z",NA,NA,NA,"Aspidochirotida",NA,2003,"7bfb48c3-1f90-470e-b343-d1c003f3118e","Paulay, G.","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"BGUAM-124",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1561",NA,"",NA,"","",NA,"09/08/2014","",145.824173,"Madang Province",NA,"","","14976-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",28,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Papua New Guinea","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"2005f8265931230dfbc3fc9c5d0c516680076630","",NA,NA,"","","",NA,NA,"c49acde7-3f9a-4fe0-bf0a-a9f9b56eb3d9",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","22E61B02-3309-4BEF-8F3D-8847A7E0816E","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,-5.189,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T10:57:09.109Z",NA,NA,NA,"Aspidochirotida",NA,2012,"c49acde7-3f9a-4fe0-bf0a-a9f9b56eb3d9","Arthur Anker, Zdenek Duris, Bastian Brenzinger","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"PR119",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1566",NA,"",NA,"","",NA,"09/08/2014","",144.8,"Mariana Islands",NA,"","","10713-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",15,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","USA","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"8183866eb6e9f8c25cc07ca73702e5f6191196fc","",NA,NA,"","","",NA,NA,"3d336812-9ca4-460d-906e-2afceb66f073",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","0EE23BC0-FE09-408C-83DB-B9FB0AC469B6","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Guam Island",NA,NA,NA,NA,NA,NA,NA,6,NA,13.5,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T11:10:33.182Z",NA,NA,NA,"Aspidochirotida",NA,2010,"3d336812-9ca4-460d-906e-2afceb66f073","Arthur Anker","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"GUOK10-St-AA07",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1579",NA,"",NA,"","",NA,"09/08/2014","",144.726632,"Mariana Islands",NA,"","","6715-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",9,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","USA","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"d925a29cc3340b3275a1c40470d423b07b75c808","",NA,NA,"","","",NA,NA,"8d16b132-ef0b-46af-884c-23982e05289c",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","08036A00-E7BE-4833-9213-BF192BDD6DC8","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Guam Island",NA,NA,NA,NA,NA,NA,NA,2,NA,13.479906,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T12:26:36.323Z",NA,NA,NA,"Aspidochirotida",NA,2008,"8d16b132-ef0b-46af-884c-23982e05289c","François Michonneau","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"FM-St-GU08-02",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1584",NA,"",NA,"","",NA,"09/08/2014","",144.8,"Mariana Islands",NA,"","","12330-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",18,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","USA","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"7100cbe0f25d78d6ba2a64e311f54ed275a62256","",NA,NA,"","","",NA,NA,"709844b9-3d57-495b-828f-231eb755e584",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","C4E3CA13-65CF-4A30-A298-47915C31BB02","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Guam Island",NA,NA,NA,NA,NA,NA,NA,6,NA,13.5,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T12:34:42.916Z",NA,NA,NA,"Aspidochirotida",NA,1970,"709844b9-3d57-495b-828f-231eb755e584","M. S. Belk","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"UGI-Station-230",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1590",NA,"",NA,"","",NA,"09/08/2014","",177.973,"Fiji Islands",NA,"","","684-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",7,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Fiji","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"0f5bd4dc9a21fe27433d08a1e74afccfd8c2edf3","",NA,NA,"","","",NA,NA,"1faf21e4-0842-458b-8d0d-df04d91ff577",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","CBE7A430-2FB2-4EF1-AA62-07F25E032A79","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Viti Levu Island",NA,NA,NA,NA,NA,NA,NA,10,NA,-18.3675333333333,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T12:50:58.164Z",NA,NA,NA,"Aspidochirotida",NA,2001,"1faf21e4-0842-458b-8d0d-df04d91ff577","Kirkendale, L. & Bonito, V.","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"LAK-009",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1591",NA,"",NA,"","",NA,"09/08/2014","",NA,"Caroline Islands",NA,"","","13347-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",4,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Federated States of Micronesia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"8487fd79ba1708e83c2ceb3ee9747089f2ee10b1","",NA,NA,"","","",NA,NA,"a34c6388-83db-4743-a437-43bbca3da289",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","E9C50FC5-0749-419C-AAF0-2BC42CBC21FA","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Pohnpei Island",NA,NA,NA,NA,NA,NA,NA,12,NA,NA,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T12:53:10.241Z",NA,NA,NA,"Aspidochirotida",NA,2002,"a34c6388-83db-4743-a437-43bbca3da289","Ron Clouse, Daniel Janies","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"Clouse-2002-Temwen",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1601",NA,"",NA,"","",NA,"09/08/2014","",42.19865,"",NA,"","","13540-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",10,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Saudi Arabia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"5f2b3a12cb789d9de0fc0e9c06fb7e0694b2b190","",NA,NA,"","","",NA,NA,"6d98a5b1-9da3-4b5d-8146-28a299c966bb",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","9616BF55-30D8-4884-A063-3A3DBD4F000C","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,3,NA,16.79097,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T11:42:42.082Z",NA,NA,NA,"Aspidochirotida",NA,2013,"6d98a5b1-9da3-4b5d-8146-28a299c966bb","Arthur Anker, Patrick Norby, Gustav Paulay","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"SAFA-023",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
