"","dwc.informationWithheld","dwc.individualCount","dwc.geodeticDatum","dwc.originalNameUsage","idigbio.associateIdentifier","dwc.eventRemarks","dwc.namePublishedIn","inhs.instars_Female","dwc.identificationReferences","dwc.individualID","dwc.maximumDepthInMeters","fcc.subfamily","dwc.county","dwc.recordNumber","dwc.verbatimSRS","dwc.georeferenceSources","dcterms.accessRights","idigbio.associateCondition","inhs.formI_males","dcterms.language","dwc.vernacularName","idigbio.determinationHistory","dwc.class","dwc.day","dwc.infraspecificEpithet","http...symbiota.org.terms.verbatimScientificName","id","dwc.stateProvince","dwc.verbatimCoordinates","dwc.institutionCode","inhs.relic","dwc.fieldNumber","idigbio.barcodeValue","dwc.sex","row.number","inhs.juv_males","dwc.behavior","inhs.juv_females","dwc.country","dwc.occurrenceStatus","dwc.scientificNameID","dwc.formation","dwc.accessRights","dwc.eventID","dwc.nomenclaturalStatus","dwc.samplingEffort","dwc.eventDate","dcterms.type","dwc.rightsHolder","dwc.associatedTaxa","dwc.associatedReferences","dcterms.source","dwc.taxonRemarks","dwc.bed","dwc.genus","dwc.verbatimCoordinateSystem","dwc.verbatimElevation","dwc.occurrenceID","dwc.month","dwc.georeferenceRemarks","dwc.footprintWKT","dwc.nomenclaturalCode","dwc.verbatimLongitude","dwc.fieldNotes","dwc.lowestBiostratigraphicZone","dwc.earliestEraOrLowestErathem","dwc.disposition","dwc.decimalLatitude","idigbio.recordId","dwc.municipality","dwc.lithostratigraphicTerms","idigbio.hostFamily","dwc.endDayOfYear","inhs.location_RiverMile","dwc.reproductiveCondition","idigbio.etag","dwc.relatedResourceID","dwc.nameAccordingTo","dwc.lifeStage","dwc.dynamicProperties","dwc.preparation","inhs.superfamily","idigbio.associatedRelationship","dwc.VerbatimEventDate","idigbio.version","dwc.eventTime","inhs.formII_females","dwc.earliestAgeOrLowestStage","dwc.member","dwc.verbatimTaxonRank","dwc.collectionCode","idigbio.tribe","dwc.locationID","inhs.location_Basin","dcterms.references","idigbio.associatedFamily","dwc.establishmentMeans","dwc.locationAccordingTo","dwc.associatedSequences","dwc.phylum","dwc.latestEpochOrHighestSeries","dwc.earliestPeriodOrLowestSystem","dwc.countryCode","dwc.otherCatalogNumbers","dwc.identificationRemarks","dwc.georeferenceProtocol","dwc.waterBody","dwc.scientificNameAuthorship","dwc.decimalLongitude","fcc.superfamily","idigbio.associateDeterminedBy","idigbio.preparationCount","idigbio.subfamily","dwc.maximumElevationInMeters","dwc.rights","dwc.taxonRank","dwc.kingdom","dwc.minimumDepthInMeters","inhs.location_Stream","dwc.continent","dwc.verbatimEventDate","dwc.startDayOfYear","dwc.minimumElevationInMeters","idigbio.createdBy","dwc.institutionID","dwc.associatedOccurrences","inhs.formII_males","dwc.islandGroup","dwc.locationRemarks","dcterms.rightsHolder","inhs.total_Males","inhs.locationTrs","dwc.namePublishedInID","fcc.pickedBy","idigbio.dateModified","dwc.collectionID","dwc.verbatimDepth","dwc.higherGeography","dwc.dateIdentified","dwc.higherClassification","dcterms.rights","dwc.georeferencedBy","dwc.dataGeneralizations","dwc.subgenus","dwc.earliestEpochOrLowestSeries","dwc.scientificName","dcterms.reference","inhs.live","dwc.latestAgeOrHighestStage","idigbio.subgenus","dwc.identifiedBy","inhs.vouchered","dwc.verbatimLatitude","idigbio.associateNotes","dwc.preparations","symbiotaverbatimScientificName","dwc.order","idigbio.recordIds","idigbio.uuid","idigbio.associateCommonName","dwc.associatedMedia","inhs.instars_Male","idigbio.endangeredStatus","idigbio.associateAuthor","inhs.juv_undetermined","dwc.samplingProtocol","idigbio.recordID","idigbio.preservative","dwc.georeferencedDate","dwc.occurrenceRemarks","dwc.ownerInstitutionCode","idigbio.substrate","dwc.locality","dwc.habitat","dwc.latestEraOrHighestErathem","dwc.group","dwc.basisOfRecord","dwc.datasetName","dwc.identificationVerificationStatus","dwc.recordedBy","dcterms.bibliographicCitation","inhs.dead","dwc.specificEpithet","symbiota.verbatimScientificName","fcc.datePicked","dwc.coordinateUncertaintyInMeters","idigbio.associateRelationship","dwc.island","dwc.taxonID","dwc.latestPeriodOrHighestSystem","dwc.catalogNumber","dwc.year","dwc.georeferenceVerificationStatus","dwc.coordinatePrecision","dwc.previousIdentifications","inhs.total_females","dwc.datasetID","dwc.identificationID","dwc.identificationQualifier","dcterms.modified","dwc.family","dwc.typeStatus","dwc.verbatimLocality"
"2220",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"Moorea Island","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",8,"",NA,"3fc10de8-454e-4af5-a5d7-fd969dcfb247","Society Islands","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"French Polynesia",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"BA02C2CB-A259-471F-8A46-5D855F8D0A98",12,"",NA,"","",NA,NA,NA,"",-17.59568,NA,NA,NA,NA,NA,NA,NA,"d046df73fee27893e42a093f934fa6c07dc8cb81",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"BIZ-257",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",-149.84564,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T17:31:17.130Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"3fc10de8-454e-4af5-a5d7-fd969dcfb247",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","Sarah McPherson, Gustav Paulay, Chris Meyer",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"9871-Echinodermata",2009,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"2248",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"Hawaii Island","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",1,"",NA,"c75243d6-61d7-4765-a3a2-8f686237feaf","Hawaiian Islands","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"USA",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"2FF93B7A-DA7A-4255-86D8-C84F46239492",9,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"49f21814fd2839cfd81fddf213324de102681ac8",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"ZZZ-086987",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T14:12:24.004Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"c75243d6-61d7-4765-a3a2-8f686237feaf",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","Takaoka, J.",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"990-Echinodermata",1999,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"2283",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",16,"",NA,"0c7d0791-f026-4bbc-8850-63a6f6491567","","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"Taiwan",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"B7A0C5CD-B079-4CD7-A200-9DFC942A6002",5,"",NA,"","",NA,NA,NA,"",25.1133,NA,NA,NA,NA,NA,NA,NA,"b5799471b23c576aeed5d6827f95dfba20d58644",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"KNRL-034",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",121.9206,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T10:33:52.747Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"0c7d0791-f026-4bbc-8850-63a6f6491567",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","Netchy, K. & Lasley, R.",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"4093-Echinodermata",2005,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"2512",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",2,"",NA,"89fc01a5-a3eb-4e44-aec8-a4d0f6bec751","","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"Taiwan",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"9EDE08A1-4393-459B-848C-F6BCBDD76AAD",7,"",NA,"","",NA,NA,NA,"",25.142,NA,NA,NA,NA,NA,NA,NA,"33250cf3125a0855e971e33fddecb96cc2901487",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"AMB-St004",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",121.803,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T09:45:29.795Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"89fc01a5-a3eb-4e44-aec8-a4d0f6bec751",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","Mandy Bemis, Machel Malay, Jimmy Huang",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"11125-Echinodermata",2011,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"2525",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",2,"",NA,"7cfe70eb-204e-4875-bb2d-e62249900f50","","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"Taiwan",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"499C0CC4-6780-4F50-81F7-C9EA9583B30C",7,"",NA,"","",NA,NA,NA,"",25.142,NA,NA,NA,NA,NA,NA,NA,"699b27ef34b1da58dda7a397ae860d532946bfeb",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"AMB-St004",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",121.803,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T10:55:45.027Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"7cfe70eb-204e-4875-bb2d-e62249900f50",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","Mandy Bemis, Machel Malay, Jimmy Huang",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"11123-Echinodermata",2011,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"2544",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",2,"",NA,"7eea59aa-b590-4a9c-a589-57c623e5f332","","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"Taiwan",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"DCF31251-61C9-4ABB-B677-8BCEDE9D44AF",7,"",NA,"","",NA,NA,NA,"",25.142,NA,NA,NA,NA,NA,NA,NA,"2b2de84cf3cbb0f6a86c402c2078cb7fd408e46b",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"AMB-St004",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",121.803,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T13:31:30.036Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"7eea59aa-b590-4a9c-a589-57c623e5f332",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","Mandy Bemis, Machel Malay, Jimmy Huang",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"11118-Echinodermata",2011,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"2559",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"Ua Huka","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",30,"",NA,"c1b4f77f-df0f-4ee9-b0ae-afa9f06f461a","Marquesas Islands","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"French Polynesia",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"A1E1745C-F719-42C6-B454-07075E795855",11,"",NA,"","",NA,NA,NA,"",-8.93695,NA,NA,NA,NA,NA,NA,NA,"cf11bd4db1e9d29745499f4e2d3fbfe0f481604f",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"MQ020",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",-139.5556,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T15:38:57.820Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"c1b4f77f-df0f-4ee9-b0ae-afa9f06f461a",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","Nathaniel Evans, Serge Andrefouet, Francesca Benzoni, Jean-Louis Menou, Marco Olivirio, Claude Payri",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"11236-Echinodermata",2011,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"2574",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",NA,"",NA,"b247bc60-64a8-42d0-b94a-33f91f2910e4","Western Australia","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"AC08FD06-9325-40D9-A78C-F396574217FA",5,"",NA,"","",NA,NA,NA,"",-22.67235,NA,NA,NA,NA,NA,NA,NA,"5e5524edcf1c100d129412be0cbee251d7a25ebb",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"NIN09-St-23",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",113.6395,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T15:51:43.420Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"b247bc60-64a8-42d0-b94a-33f91f2910e4",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","Robert Lasley",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"9489-Echinodermata",2009,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"2616",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"Moorea Island","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",8,"",NA,"d245cfb1-b7e3-44d6-a2bd-a93c68600599","Society Islands","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"French Polynesia",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"3FA7DA24-2660-4C10-A875-C2DF37FCC504",12,"",NA,"","",NA,NA,NA,"",-17.59568,NA,NA,NA,NA,NA,NA,NA,"51c19e2d0d665dae281a824c186178beeb480445",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"BIZ-257",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",-149.84564,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T17:28:51.568Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"d245cfb1-b7e3-44d6-a2bd-a93c68600599",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","Sarah McPherson, Gustav Paulay, Chris Meyer",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"9872-Echinodermata",2009,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"2633",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",21,"",NA,"d53fcdad-950b-46de-9b3a-e31a42e74851","","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"Mauritius",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"5BF327C6-7C2D-4308-973A-1B38F14F1242",11,"",NA,"","",NA,NA,NA,"",-20.4833333333333,NA,NA,NA,NA,NA,NA,NA,"a57aa379bd3dffba80e8d8756f41fb655f522843",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"0CDN-Mauritiu23",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",57.3533333333333,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T17:53:19.332Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"d53fcdad-950b-46de-9b3a-e31a42e74851",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"7864-Echinodermata",1999,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
