"","inhs.total_Males","dwc.minimumElevationInMeters","idigbio.dateModified","idigbio.version","dwc.lifeStage","dwc.maximumElevationInMeters","dwc.higherGeography","dwc.georeferenceProtocol","idigbio.associateRelationship","dwc.geodeticDatum","dwc.fieldNotes","dwc.dynamicProperties","dwc.verbatimLocality","dwc.reproductiveCondition","dwc.associatedTaxa","inhs.formI_males","dwc.rights","symbiotaverbatimScientificName","dwc.dateIdentified","dwc.dataGeneralizations","dwc.associatedOccurrences","dwc.vernacularName","dwc.lithostratigraphicTerms","dwc.preparation","idigbio.associateIdentifier","dwc.locality","dwc.family","inhs.live","inhs.superfamily","dwc.group","dwc.rightsHolder","dwc.catalogNumber","dwc.latestEpochOrHighestSeries","dwc.verbatimSRS","dwc.fieldNumber","dwc.datasetID","idigbio.substrate","dwc.latestPeriodOrHighestSystem","inhs.location_Basin","dwc.higherClassification","dcterms.accessRights","dcterms.language","dwc.samplingEffort","dcterms.rights","dwc.individualID","dwc.verbatimEventDate","inhs.dead","dwc.locationAccordingTo","id","dwc.originalNameUsage","dwc.georeferenceSources","dcterms.reference","dwc.eventID","dwc.latestAgeOrHighestStage","dcterms.bibliographicCitation","dwc.earliestAgeOrLowestStage","dwc.eventTime","inhs.vouchered","dwc.endDayOfYear","dwc.namePublishedInID","dwc.verbatimTaxonRank","dwc.month","idigbio.etag","dwc.specificEpithet","dcterms.rightsHolder","dwc.basisOfRecord","dwc.relatedResourceID","dwc.occurrenceID","dwc.decimalLatitude","dwc.infraspecificEpithet","dwc.genus","inhs.juv_females","dwc.taxonRank","inhs.instars_Female","fcc.subfamily","dwc.earliestPeriodOrLowestSystem","inhs.formII_females","dwc.disposition","dwc.identificationVerificationStatus","inhs.formII_males","dwc.informationWithheld","dwc.verbatimLongitude","dwc.island","dwc.earliestEraOrLowestErathem","inhs.locationTrs","idigbio.preparationCount","inhs.instars_Male","idigbio.recordId","dwc.georeferencedDate","dwc.country","dwc.stateProvince","dwc.eventRemarks","idigbio.recordIds","dwc.verbatimLatitude","dwc.sex","fcc.superfamily","dwc.verbatimCoordinates","dwc.minimumDepthInMeters","idigbio.associateNotes","dwc.nameAccordingTo","idigbio.uuid","dwc.eventDate","dwc.identificationReferences","idigbio.recordID","fcc.pickedBy","dwc.taxonRemarks","dwc.namePublishedIn","dwc.member","fcc.datePicked","dwc.associatedMedia","idigbio.associateDeterminedBy","dwc.verbatimDepth","dwc.locationRemarks","dwc.identifiedBy","dwc.bed","dwc.kingdom","dwc.identificationID","dwc.georeferenceRemarks","dwc.subgenus","http...symbiota.org.terms.verbatimScientificName","dwc.startDayOfYear","dwc.behavior","idigbio.associateCondition","inhs.total_females","dwc.verbatimCoordinateSystem","dwc.nomenclaturalCode","idigbio.barcodeValue","dwc.county","dwc.locationID","dwc.scientificNameAuthorship","inhs.juv_males","dwc.occurrenceStatus","idigbio.subfamily","dwc.recordNumber","dwc.previousIdentifications","dwc.VerbatimEventDate","dcterms.type","dwc.class","dwc.habitat","dwc.otherCatalogNumbers","dwc.ownerInstitutionCode","dwc.scientificName","dwc.samplingProtocol","dwc.datasetName","dwc.waterBody","dwc.coordinateUncertaintyInMeters","dwc.identificationQualifier","dwc.occurrenceRemarks","dwc.recordedBy","inhs.relic","dwc.continent","idigbio.tribe","dwc.municipality","dcterms.source","dwc.collectionID","dcterms.modified","dwc.day","dwc.associatedReferences","dcterms.references","idigbio.associatedFamily","dwc.collectionCode","dwc.order","dwc.taxonID","idigbio.hostFamily","dwc.associatedSequences","idigbio.subgenus","dwc.coordinatePrecision","idigbio.preservative","dwc.earliestEpochOrLowestSeries","idigbio.determinationHistory","dwc.georeferenceVerificationStatus","dwc.preparations","inhs.location_RiverMile","dwc.countryCode","dwc.formation","dwc.decimalLongitude","idigbio.associatedRelationship","row.number","idigbio.endangeredStatus","dwc.nomenclaturalStatus","inhs.location_Stream","dwc.maximumDepthInMeters","idigbio.createdBy","dwc.institutionID","dwc.verbatimElevation","symbiota.verbatimScientificName","dwc.footprintWKT","idigbio.associateCommonName","dwc.lowestBiostratigraphicZone","dwc.establishmentMeans","dwc.accessRights","dwc.islandGroup","dwc.latestEraOrHighestErathem","dwc.institutionCode","dwc.typeStatus","inhs.juv_undetermined","dwc.georeferencedBy","dwc.scientificNameID","dwc.identificationRemarks","dwc.year","dwc.individualCount","dwc.phylum","idigbio.associateAuthor"
"1894",NA,NA,"2014-09-12T12:45:47.028Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"14558-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"e96c3ff4-34ab-48a8-b27d-19be86d6adc0",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"2215659ed9b10186daacbecf51f1547d67979381","lineata","","PreservedSpecimen",NA,"E8E06FF5-5B64-4E33-B4BC-5C779D8430C8",-5.078866,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","Madang Province","",NA,"","",NA,"",NA,NA,NA,"e96c3ff4-34ab-48a8-b27d-19be86d6adc0","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","PB15","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Baptiste Faure, Richard Ibik, Rachel James",NA,"",NA,NA,NA,NA,"09/08/2014",13,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,145.814407,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2012,NA,"",NA
"1915",NA,NA,"2014-09-12T09:39:45.722Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"9799-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"c1644f1e-913e-45d4-b18e-a2a42f76f72b",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"b95448564cbeab1d789e68a4a79f1d3a32d27074","lineata","","PreservedSpecimen",NA,"F3BFDC7A-37FA-4993-8E24-3C42375ADA8C",-17.495201,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"French Polynesia","Society Islands","",NA,"","",NA,"",NA,NA,NA,"c1644f1e-913e-45d4-b18e-a2a42f76f72b","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Moorea Island","BIZ-048","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Steve Haddock, Seabird McKeon, Stephanie Bush, Allen Collins, Chris Meyer",NA,"",NA,NA,NA,NA,"09/08/2014",26,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-149.86238,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2009,NA,"",NA
"1945",NA,NA,"2014-09-12T10:31:56.451Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"6241-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"f4f12522-e9f2-4e5d-8059-e65743344583",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"85d37c46dd17cd4dcb69826dda5b806d5e022ebc","lineata","","PreservedSpecimen",NA,"7F588D0B-C014-43F9-B465-6EE7AA7CD81C",23.7212,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"USA","Hawaiian Islands","",NA,"","",NA,"",NA,NA,NA,"f4f12522-e9f2-4e5d-8059-e65743344583","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"French Frigate Shoals","FFS-0175","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Gustav Paulay, Sea McKeon, John Starmer, Amy Hall, Elizabeth Keenan & Scott Godwin",NA,"",NA,NA,NA,NA,"09/08/2014",24,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-166.1328,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2006,NA,"",NA
"1949",NA,NA,"2014-09-12T10:42:28.486Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"8566-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"db6a7d4b-ef0a-476f-b594-ff0fc735b91d",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"682a2c94613810fb2f643b98709ce5b30516e58f","lineata","","PreservedSpecimen",NA,"1CA12C80-D7DD-4D32-A89B-B55B2D58A00C",-24.92075,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Australia","Queensland","",NA,"","",NA,"",NA,NA,NA,"db6a7d4b-ef0a-476f-b594-ff0fc735b91d","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","AUST-ST-105","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Amanda Bemis, Robert Lasley",NA,"",NA,NA,NA,NA,"09/08/2014",14,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,152.491666666667,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2009,NA,"",NA
"1956",NA,NA,"2014-09-12T13:11:17.189Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"5627-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"9f1283b9-929f-4734-8019-40dafc1ccb7e",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"4676c6d981698a3c3a3c95c0eb89f8dd9471d1ab","lineata","","PreservedSpecimen",NA,"3EA497C0-0E4C-4BDA-A33F-AAB97D5D812C",NA,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Philippines","Bohol","",NA,"","",NA,"",NA,NA,NA,"9f1283b9-929f-4734-8019-40dafc1ccb7e","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","SEMP-30","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Kris Netchy & Alex Kerr",NA,"",NA,NA,NA,NA,"09/08/2014",11,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2006,NA,"",NA
"1958",NA,NA,"2014-09-12T13:03:15.396Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"9516-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"58636675-a26b-43fe-b897-5bf1353373a9",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"c4945ae37d3b2df00a1616ac20d79016624e80dc","lineata","","PreservedSpecimen",NA,"C4F8995B-BE9B-4A02-9754-064B34A744F9",-22.67533,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Australia","Western Australia","",NA,"","",NA,"",NA,NA,NA,"58636675-a26b-43fe-b897-5bf1353373a9","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","NIN09-St-38","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Robert Lasley",NA,"",NA,NA,NA,NA,"09/08/2014",NA,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,113.6843,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2009,NA,"",NA
"1992",NA,NA,"2014-09-12T13:09:42.202Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"3617-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"7ea29b04-b2f5-464d-847a-0e0b4a3681a3",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ae7120b840e2449834f461355cf0bc4d9e64ef59","lineata","","PreservedSpecimen",NA,"1E05DDF3-66CD-419F-B0A0-0DAF0BF12266",-20.2743333333333,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Mauritius","Mascarene Islands","",NA,"","",NA,"",NA,NA,NA,"7ea29b04-b2f5-464d-847a-0e0b4a3681a3","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Mauritius Island","JAS-MAU-002","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"John Starmer",NA,"",NA,NA,NA,NA,"09/08/2014",NA,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,57.3686666666667,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",1999,NA,"",NA
"1996",NA,NA,"2014-09-12T13:20:00.524Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"9644-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"b82c7220-9fe0-4bed-aedc-7312b1db00ed",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"9403c89eac45600316657e0d691da68f94c88101","lineata","","PreservedSpecimen",NA,"9C9C869E-26E4-4AFC-B492-88F5C54EFD90",NA,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Ecuador","Galapagos Islands","",NA,"","",NA,"",NA,NA,NA,"b82c7220-9fe0-4bed-aedc-7312b1db00ed","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","Hickman-024","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Cleveland P. Hickman, Jr.",NA,"",NA,NA,NA,NA,"09/08/2014",18,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",1995,NA,"",NA
"2023",NA,NA,"2014-09-12T16:43:37.973Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"9873-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"388af22f-ecde-4ea1-8c2f-d3169274796f",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"182215f44248ccc2d3f189f62c351c35da8d9e4d","lineata","","PreservedSpecimen",NA,"B3D39A0B-EB92-4970-9B87-919FCD9E9631",-17.487298,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"French Polynesia","Society Islands","",NA,"","",NA,"",NA,NA,NA,"388af22f-ecde-4ea1-8c2f-d3169274796f","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Moorea Island","BIZ-254","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Arthur Anker",NA,"",NA,NA,NA,NA,"09/08/2014",8,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-149.824919,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2009,NA,"",NA
"2147",NA,NA,"2014-09-12T09:48:33.195Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"1856-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"937c68ce-ca3c-4f16-a601-545976a10750",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"9fb7c343d14ae864cdc65cc1d164290ae782ed44","lineata","","PreservedSpecimen",NA,"31A334D1-92A0-4A60-8734-1B6A9A9F6904",NA,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","Milne Bay Province","",NA,"","",NA,"",NA,NA,NA,"937c68ce-ca3c-4f16-a601-545976a10750","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","GP-Loc-566","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Starmer, J.",NA,"",NA,NA,NA,NA,"09/08/2014",3,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",1998,NA,"",NA
"2230",NA,NA,"2014-09-12T17:51:29.730Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"4116-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"661152ec-d8bd-42bd-a9a0-0a40c728ef45",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"bacc6672f896c3a076ec8516dbf1f09f43a7fa2b","lineata","","PreservedSpecimen",NA,"4FD157F5-E9C0-487A-A1C7-44E0653F293C",9.4158,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Philippines","Negros Province","",NA,"","",NA,"",NA,NA,NA,"661152ec-d8bd-42bd-a9a0-0a40c728ef45","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","KNRL-011","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Netchy, K. & Lasley, R.",NA,"",NA,NA,NA,NA,"09/08/2014",28,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,123.2449,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2005,NA,"",NA
"2262",NA,NA,"2014-09-12T14:25:35.178Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"9417-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"748408f3-854b-43b7-bd11-5c7d90cff7b6",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"2f842e16f506fb3b95712434dc5295d200cf3e43","lineata","","PreservedSpecimen",NA,"B17141DC-E279-4DE8-93D2-E339CD3BF9CB",-22.67552,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Australia","Western Australia","",NA,"","",NA,"",NA,NA,NA,"748408f3-854b-43b7-bd11-5c7d90cff7b6","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","NIN09-St-1","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"François Michonneau",NA,"",NA,NA,NA,NA,"09/08/2014",14,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,113.68403,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2009,NA,"",NA
"2295",NA,NA,"2014-09-12T12:58:57.294Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"9115-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"2bcfdda1-a29f-4f42-9c0c-559e5e2eb9f5",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"0684a0857b88529208cedf9ec376c6cf6e3dbc15","lineata","","PreservedSpecimen",NA,"9E65186C-24A4-4602-A02E-6D5A833B0F4F",NA,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Ecuador","Galapagos Islands","",NA,"","",NA,"",NA,NA,NA,"2bcfdda1-a29f-4f42-9c0c-559e5e2eb9f5","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","Hickman-014","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Cleveland P. Hickman, Jr.",NA,"",NA,NA,NA,NA,"09/08/2014",2,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",1999,NA,"",NA
"2314",NA,NA,"2014-09-12T15:01:29.117Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"14948-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"24873a40-b13e-404e-84b3-4ce7279d7063",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"6a563ef896041a08c7db53f61ffffda49f39bd85","lineata","","PreservedSpecimen",NA,"8FE23D1C-ADAD-4799-B867-A336C4E7B71A",NA,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","Madang Province","",NA,"","",NA,"",NA,NA,NA,"24873a40-b13e-404e-84b3-4ce7279d7063","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","PR114","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Arthur Anker, Zdenek Duris, Jessica Goodheart, Fredrik Leliaert",NA,"",NA,NA,NA,NA,"09/08/2014",27,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2012,NA,"",NA
"2332",NA,NA,"2014-09-12T15:40:37.823Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"944-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"73461d58-30d1-4411-a580-eba5471e6076",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0a00f6a828569e8553cf0d9830dba03e52b4dac3","lineata","","PreservedSpecimen",NA,"59A96ACC-B1EB-43AD-9B33-ABAF8738F4D1",NA,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"USA","Hawaiian Islands","",NA,"","",NA,"",NA,NA,NA,"73461d58-30d1-4411-a580-eba5471e6076","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Hawaii Island","ZZZ-086986","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Pittman, C.",NA,"",NA,NA,NA,NA,"09/08/2014",1,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2000,NA,"",NA
