"","idigbio.subgenus","dwc.nomenclaturalStatus","dwc.datasetID","inhs.relic","dwc.decimalLatitude","idigbio.tribe","dcterms.type","dwc.island","dwc.collectionID","dcterms.language","dwc.verbatimCoordinateSystem","dwc.kingdom","inhs.dead","dwc.endDayOfYear","dwc.fieldNumber","dwc.country","dwc.originalNameUsage","dwc.reproductiveCondition","dwc.verbatimTaxonRank","dwc.recordNumber","dcterms.rights","dwc.identificationReferences","dwc.latestPeriodOrHighestSystem","dwc.occurrenceRemarks","dwc.otherCatalogNumbers","dwc.individualID","inhs.instars_Female","dwc.earliestPeriodOrLowestSystem","dwc.georeferenceVerificationStatus","dwc.behavior","inhs.formII_males","fcc.subfamily","dwc.scientificNameAuthorship","dwc.typeStatus","inhs.total_Males","http...symbiota.org.terms.verbatimScientificName","idigbio.preservative","idigbio.recordIds","dwc.verbatimLongitude","dwc.taxonRank","dwc.namePublishedIn","inhs.location_Stream","dwc.infraspecificEpithet","dwc.geodeticDatum","dwc.georeferenceRemarks","dwc.VerbatimEventDate","idigbio.hostFamily","inhs.juv_males","dwc.month","dwc.continent","dwc.relatedResourceID","dwc.georeferenceSources","dwc.stateProvince","idigbio.determinationHistory","dwc.eventID","inhs.vouchered","dwc.individualCount","dwc.maximumDepthInMeters","dwc.identificationVerificationStatus","dwc.scientificName","dwc.earliestAgeOrLowestStage","dwc.dataGeneralizations","dwc.countryCode","dwc.class","idigbio.preparationCount","dwc.footprintWKT","dwc.occurrenceID","symbiotaverbatimScientificName","dwc.recordedBy","inhs.location_RiverMile","dwc.verbatimDepth","dwc.previousIdentifications","dwc.waterBody","inhs.instars_Male","dwc.order","symbiota.verbatimScientificName","dwc.preparation","dwc.occurrenceStatus","dwc.dynamicProperties","dwc.namePublishedInID","dwc.associatedMedia","dwc.phylum","dwc.subgenus","idigbio.associateAuthor","dwc.habitat","dcterms.references","dwc.vernacularName","dwc.dateIdentified","inhs.juv_undetermined","inhs.locationTrs","dwc.lowestBiostratigraphicZone","dwc.eventDate","dwc.sex","dwc.disposition","inhs.live","idigbio.etag","idigbio.associateCondition","dwc.nomenclaturalCode","fcc.datePicked","dwc.georeferenceProtocol","dwc.nameAccordingTo","dwc.day","idigbio.associatedFamily","dwc.locality","dwc.formation","dcterms.rightsHolder","dwc.informationWithheld","inhs.total_females","dcterms.accessRights","dwc.latestEraOrHighestErathem","dwc.basisOfRecord","dcterms.bibliographicCitation","idigbio.barcodeValue","dwc.associatedSequences","dwc.family","dwc.ownerInstitutionCode","idigbio.recordID","dwc.identificationQualifier","dwc.associatedTaxa","dwc.earliestEraOrLowestErathem","dwc.verbatimLatitude","idigbio.substrate","dwc.scientificNameID","idigbio.associatedRelationship","dwc.minimumElevationInMeters","dwc.identificationID","dwc.verbatimLocality","inhs.juv_females","dwc.identificationRemarks","inhs.formI_males","dwc.identifiedBy","dwc.taxonRemarks","dwc.datasetName","dwc.fieldNotes","inhs.location_Basin","dwc.maximumElevationInMeters","dwc.samplingEffort","dcterms.source","id","dwc.rights","dwc.higherClassification","idigbio.createdBy","dwc.lithostratigraphicTerms","dwc.eventTime","idigbio.associateDeterminedBy","dwc.samplingProtocol","idigbio.associateNotes","idigbio.dateModified","dwc.collectionCode","dwc.institutionID","idigbio.associateCommonName","dwc.startDayOfYear","dwc.decimalLongitude","dwc.islandGroup","dwc.verbatimCoordinates","dwc.coordinatePrecision","dwc.georeferencedBy","dwc.genus","dwc.verbatimElevation","dwc.higherGeography","dwc.locationID","dcterms.reference","fcc.superfamily","dwc.eventRemarks","idigbio.uuid","fcc.pickedBy","dwc.georeferencedDate","dwc.member","dwc.group","dwc.establishmentMeans","inhs.formII_females","dcterms.modified","idigbio.associateRelationship","idigbio.associateIdentifier","dwc.verbatimSRS","dwc.verbatimEventDate","dwc.institutionCode","dwc.locationRemarks","dwc.preparations","dwc.bed","row.number","dwc.latestEpochOrHighestSeries","dwc.accessRights","dwc.rightsHolder","idigbio.recordId","dwc.taxonID","dwc.year","inhs.superfamily","dwc.lifeStage","dwc.specificEpithet","dwc.latestAgeOrHighestStage","idigbio.subfamily","dwc.municipality","dwc.associatedReferences","dwc.minimumDepthInMeters","dwc.locationAccordingTo","dwc.catalogNumber","dwc.associatedOccurrences","dwc.county","dwc.earliestEpochOrLowestSeries","dwc.coordinateUncertaintyInMeters","idigbio.version","idigbio.endangeredStatus"
"1543",NA,NA,NA,NA,-14.9833333333333,NA,"",NA,NA,"","","",NA,NA,"","French Polynesia",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,10,"",NA,"","Tuamotu Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"D650BAD0-34FB-42F9-9CAF-81461BAAF03E",NA,"Paulay, G.",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"2a041dc31b97b76806cbad78fef9bb3adae79f56",NA,"",NA,"",NA,26,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"bbc6e445-aae0-4e93-88c9-5cabda1f132d",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T10:10:53.328Z","Invertebrate Zoology","",NA,NA,-147.616666666667,NA,"",NA,"","Holothuria",NA,"","BRNG-034",NA,NA,"","bbc6e445-aae0-4e93-88c9-5cabda1f132d",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"294-Echinodermata","","Rangiroa Atoll",NA,NA,NA,NA
"1546",NA,NA,NA,NA,7.12419,NA,"",NA,NA,"","","",NA,NA,"","Republic of the Marshall Islands",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,4,"",NA,"","Marshall Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"612B92DF-46C2-4953-B956-414A2F0B7D43",NA,"François Michonneau & Sun Kim",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"2c06878d1e52901bdb243cc973d43176906ea1e2",NA,"",NA,"",NA,7,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"d87a0c32-d40b-4eff-9795-ea8b92079a38",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T10:17:41.853Z","Invertebrate Zoology","",NA,NA,171.35625,NA,"",NA,"","Holothuria",NA,"","FM-St-MAJ08-08",NA,NA,"","d87a0c32-d40b-4eff-9795-ea8b92079a38",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"6766-Echinodermata","","Majuro Atoll",NA,NA,NA,NA
"1549",NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",NA,NA,"","Pitcairn Islands",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,11,"",NA,"","Pitcairn Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"85404E84-151C-468F-B038-5F55DC8F8C4D",NA,"Wragg, G.",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"3e12d1058f274c336dfa0840a02867ffd3429e73",NA,"",NA,"",NA,9,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"688ae270-8784-4683-839c-d53e8d772beb",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T12:02:48.194Z","Invertebrate Zoology","",NA,NA,NA,NA,"",NA,"","Holothuria",NA,"","ZZZ-088955",NA,NA,"","688ae270-8784-4683-839c-d53e8d772beb",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,1997,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"1918-Echinodermata","","Ducie Atoll",NA,NA,NA,NA
"1569",NA,NA,NA,NA,8.6317,NA,"",NA,NA,"","","",NA,NA,"","Panama",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"3B56FDF3-83F3-45B5-B50A-66449B2809C0",NA,"I. C. Enochs",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"1847732bef50eaa75a3e80b989f3a373bfb1b372",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"a0b01721-8337-4662-9d91-dd1eae9c5cee",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T11:14:21.700Z","Invertebrate Zoology","",NA,NA,-79.0299,NA,"",NA,"","Holothuria",NA,"","Enochs-2008",NA,NA,"","a0b01721-8337-4662-9d91-dd1eae9c5cee",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"9037-Echinodermata","","",NA,NA,NA,NA
"1625",NA,NA,NA,NA,13.5,NA,"",NA,NA,"","","",NA,NA,"","USA",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,7,"",NA,"","Mariana Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"19795316-7B72-4AB4-A393-14CC311160E4",NA,"Alex Kerr",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"d33ba43394d986591d1467bfcd4e19bc03d25287",NA,"",NA,"",NA,21,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"723caaa0-c9a4-4200-8dc9-7e4c04d9ad6b",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T16:40:18.777Z","Invertebrate Zoology","",NA,NA,144.8,NA,"",NA,"","Holothuria",NA,"","Kerr-1992-07-21",NA,NA,"","723caaa0-c9a4-4200-8dc9-7e4c04d9ad6b",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"12650-Echinodermata","","Guam Island",NA,NA,NA,NA
"1654",NA,NA,NA,NA,26.406339,NA,"",NA,NA,"","","",NA,NA,"","Japan",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,6,"",NA,"","Okinawa Prefecture",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"F67A19CC-9184-406B-B27E-2425E70462A4",NA,"Nat Evans, Francois Michonneau, Tom Schils, Amanda Devilliers, Daisuke Uyeno",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"df96d16a23af7d153a04a4bf15e2f7aa344da8c7",NA,"",NA,"",NA,29,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"864224af-8925-498a-a35c-471774409091",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T14:39:48.091Z","Invertebrate Zoology","",NA,NA,127.844547,NA,"",NA,"","Holothuria",NA,"","GUOK10-St-051",NA,NA,"","864224af-8925-498a-a35c-471774409091",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"10377-Echinodermata","","Okinawa Island",NA,NA,NA,NA
"1722",NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",NA,NA,"","Ecuador",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,5,"",NA,"","Galapagos Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"E41FDA37-2790-4A31-AD23-44368211E972",NA,"Cleveland P. Hickman, Jr.",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"b4b9002aeca839d759d48d219b3203295519cf3b",NA,"",NA,"",NA,22,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"c506a450-667d-4bcf-8e0b-af3f5367400d",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T16:47:22.492Z","Invertebrate Zoology","",NA,NA,NA,NA,"",NA,"","Holothuria",NA,"","Hickman-017",NA,NA,"","c506a450-667d-4bcf-8e0b-af3f5367400d",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,1995,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"9642-Echinodermata","","",NA,NA,NA,NA
"1751",NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",NA,NA,"","Northern Mariana Islands",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,9,"",NA,"","Mariana Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"EF4C821E-2BE4-4711-80FA-2A8DE5077C4F",NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"30875496ec7518e17b52440e2a12e1625cd71b58",NA,"",NA,"",NA,17,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"7b637a02-7d70-4eee-a7bc-e40c7a6c915f",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T15:53:49.210Z","Invertebrate Zoology","",NA,NA,NA,NA,"",NA,"","Holothuria",NA,"","ZZZ-091406",NA,NA,"","7b637a02-7d70-4eee-a7bc-e40c7a6c915f",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"3618-Echinodermata","","Saipan Island",NA,NA,NA,NA
"1768",NA,NA,NA,NA,-13.44624,NA,"",NA,NA,"","","",NA,NA,"","Madagascar",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,5,"",NA,"","",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"B21FC1AA-895C-45F6-993C-EB77E924D214",NA,"Gustav Paulay",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"c7f854db864cc28b82d687d6fdd77507302695b3",NA,"",NA,"",NA,26,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"836b6651-5449-4005-94da-1c93c50c3015",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T15:15:37.505Z","Invertebrate Zoology","",NA,NA,48.33157,NA,"",NA,"","Holothuria",NA,"","MGNW-51",NA,NA,"","836b6651-5449-4005-94da-1c93c50c3015",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"7233-Echinodermata","","",NA,NA,NA,NA
"1769",NA,NA,NA,NA,9.4158,NA,"",NA,NA,"","","",NA,NA,"","Philippines",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,4,"",NA,"","Negros Province",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"B6C620D3-D68E-4B42-B486-DDC29969D540",NA,"Netchy, K. & Lasley, R.",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"a38c52ff475acca843661cd8c232387060ca5b7b",NA,"",NA,"",NA,28,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"918dee95-730d-45f0-883b-81055f2bdd54",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T18:11:31.714Z","Invertebrate Zoology","",NA,NA,123.2449,NA,"",NA,"","Holothuria",NA,"","KNRL-011",NA,NA,"","918dee95-730d-45f0-883b-81055f2bdd54",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"4085-Echinodermata","","",NA,NA,NA,NA
"1974",NA,NA,NA,NA,13.52459,NA,"",NA,NA,"","","",NA,NA,"","USA",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,6,"",NA,"","Mariana Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"27BEA81E-800F-48EC-9ADB-4BBE830B74BA",NA,"Nat Evans, Francois Michonneau, Gustav Paulay, Arthur Anker",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"44214e5a84d80f9ed9e97e99c0f6d460eeb3fe61",NA,"",NA,"",NA,12,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"81fbd69a-870f-4ac5-8be0-e04376f150ae",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T17:09:34.814Z","Invertebrate Zoology","",NA,NA,144.80318,NA,"",NA,"","Holothuria",NA,"","GUOK10-St-013",NA,NA,"","81fbd69a-870f-4ac5-8be0-e04376f150ae",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"10334-Echinodermata","","Guam Island",NA,NA,NA,NA
"1993",NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",NA,NA,"","USA",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,11,"",NA,"","Hawaiian Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"3B2F89DC-03C0-479B-B84E-B423CE7848EE",NA,"Pittman, C.",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"6eabc1ff77dec467ebff4a3bc7faa788fa425603",NA,"",NA,"",NA,21,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"a7fa723b-595f-471e-af53-17f3178ad9d0",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T13:35:10.545Z","Invertebrate Zoology","",NA,NA,NA,NA,"",NA,"","Holothuria",NA,"","ZZZ-087865",NA,NA,"","a7fa723b-595f-471e-af53-17f3178ad9d0",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"1271-Echinodermata","","Maui Island",NA,NA,NA,NA
"1999",NA,NA,NA,NA,26.406339,NA,"",NA,NA,"","","",NA,NA,"","Japan",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,6,"",NA,"","Okinawa Prefecture",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"FFED7097-5566-48D3-8039-4AE49C7439C1",NA,"Nat Evans, Francois Michonneau, Tom Schils, Amanda Devilliers, Daisuke Uyeno",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"c37db0775b80e965543d260c29786dc49e0d3b3b",NA,"",NA,"",NA,29,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"705d1ee9-2522-469a-a9fc-cb595cf5107a",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T17:48:04.281Z","Invertebrate Zoology","",NA,NA,127.844547,NA,"",NA,"","Holothuria",NA,"","GUOK10-St-051",NA,NA,"","705d1ee9-2522-469a-a9fc-cb595cf5107a",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"10393-Echinodermata","","Okinawa Island",NA,NA,NA,NA
"2122",NA,NA,NA,NA,-5.002631,NA,"",NA,NA,"","","",NA,NA,"","Papua New Guinea",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,11,"",NA,"","Madang Province",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"722FEC64-904A-4496-88BC-5BF7E6104B13",NA,"Yasunori Kano, Pierre Lozouet, Timea Neusser, Thomas Warr, John Slapcinsky, Cyndie Dupoux, Thelma Hungito, Ken Ganzik",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"2c7b6c5c1a3c8dae3a7cb446fc9b93fd21305bf1",NA,"",NA,"",NA,9,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"3fb050dc-b184-42c9-ab95-f35bc2e54368",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T12:11:12.940Z","Invertebrate Zoology","",NA,NA,145.794118,NA,"",NA,"","Holothuria",NA,"","PM12",NA,NA,"","3fb050dc-b184-42c9-ab95-f35bc2e54368",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"15370-Echinodermata","","",NA,NA,NA,NA
