"","dcterms.references","dwc.phylum","dwc.collectionID","dwc.informationWithheld","dcterms.rightsHolder","dwc.maximumDepthInMeters","dwc.higherClassification","dwc.catalogNumber","dwc.latestEraOrHighestErathem","dwc.minimumDepthInMeters","symbiota.verbatimScientificName","dcterms.accessRights","dwc.rightsHolder","idigbio.associatedRelationship","idigbio.substrate","dwc.previousIdentifications","dwc.decimalLatitude","dwc.geodeticDatum","dwc.recordNumber","dwc.taxonRemarks","idigbio.recordID","dwc.associatedReferences","inhs.dead","row.number","idigbio.preparationCount","inhs.instars_Male","idigbio.hostFamily","inhs.location_Basin","dwc.scientificNameID","dwc.preparations","fcc.pickedBy","dwc.otherCatalogNumbers","idigbio.barcodeValue","dwc.day","dwc.eventDate","dcterms.source","inhs.formII_females","idigbio.associateCommonName","dwc.verbatimDepth","fcc.datePicked","dwc.taxonRank","dwc.datasetID","dwc.minimumElevationInMeters","dwc.georeferencedDate","dwc.maximumElevationInMeters","dwc.georeferenceVerificationStatus","dwc.country","dwc.disposition","dwc.individualID","dwc.latestPeriodOrHighestSystem","dwc.originalNameUsage","dwc.earliestEraOrLowestErathem","idigbio.subfamily","dwc.establishmentMeans","http...symbiota.org.terms.verbatimScientificName","idigbio.version","dwc.nameAccordingTo","dwc.fieldNotes","dwc.rights","dwc.infraspecificEpithet","dwc.dataGeneralizations","dwc.collectionCode","dwc.endDayOfYear","dcterms.modified","dwc.order","dwc.county","dcterms.language","dwc.identificationRemarks","dwc.samplingProtocol","dwc.verbatimTaxonRank","inhs.superfamily","dwc.verbatimSRS","dwc.locality","dwc.higherGeography","dwc.verbatimEventDate","dwc.group","dwc.georeferenceRemarks","idigbio.associateAuthor","dwc.institutionID","dwc.kingdom","dwc.accessRights","dwc.eventID","dwc.verbatimCoordinateSystem","dcterms.type","dwc.associatedTaxa","dwc.startDayOfYear","dwc.subgenus","dwc.identificationQualifier","inhs.total_Males","dwc.typeStatus","dwc.coordinatePrecision","dwc.stateProvince","dwc.georeferenceProtocol","idigbio.associateNotes","dwc.earliestPeriodOrLowestSystem","dwc.recordedBy","dwc.occurrenceStatus","dwc.footprintWKT","dwc.dynamicProperties","inhs.total_females","dwc.ownerInstitutionCode","dwc.earliestEpochOrLowestSeries","dwc.verbatimLongitude","dwc.year","dwc.family","dwc.georeferenceSources","dwc.eventTime","dwc.locationID","inhs.relic","dwc.nomenclaturalStatus","idigbio.associatedFamily","dwc.verbatimLocality","dwc.verbatimElevation","dwc.dateIdentified","dwc.samplingEffort","dwc.institutionCode","dwc.nomenclaturalCode","idigbio.determinationHistory","idigbio.tribe","inhs.vouchered","dcterms.rights","dwc.taxonID","symbiotaverbatimScientificName","dwc.decimalLongitude","dwc.locationAccordingTo","dwc.vernacularName","inhs.location_Stream","fcc.subfamily","idigbio.uuid","dwc.specificEpithet","dcterms.reference","inhs.juv_males","idigbio.subgenus","dwc.latestEpochOrHighestSeries","dwc.namePublishedIn","dwc.associatedMedia","idigbio.createdBy","dwc.behavior","dwc.individualCount","dwc.lowestBiostratigraphicZone","dwc.habitat","idigbio.associateDeterminedBy","dwc.namePublishedInID","inhs.locationTrs","dwc.VerbatimEventDate","inhs.location_RiverMile","dwc.verbatimLatitude","dwc.reproductiveCondition","dwc.month","inhs.formI_males","dwc.identificationReferences","id","dwc.occurrenceID","dwc.datasetName","dwc.identificationID","dwc.georeferencedBy","dwc.municipality","idigbio.recordIds","dwc.associatedOccurrences","dwc.formation","dwc.locationRemarks","idigbio.associateCondition","dwc.preparation","dwc.occurrenceRemarks","dwc.verbatimCoordinates","dwc.coordinateUncertaintyInMeters","dwc.bed","dwc.earliestAgeOrLowestStage","dwc.countryCode","dwc.relatedResourceID","dwc.lifeStage","fcc.superfamily","dwc.sex","idigbio.recordId","inhs.formII_males","dwc.associatedSequences","dwc.class","dwc.scientificName","dwc.eventRemarks","dwc.waterBody","dwc.lithostratigraphicTerms","dwc.continent","idigbio.associateIdentifier","dwc.identifiedBy","inhs.juv_undetermined","idigbio.preservative","inhs.juv_females","idigbio.endangeredStatus","dwc.basisOfRecord","dwc.islandGroup","dwc.identificationVerificationStatus","idigbio.dateModified","inhs.live","dwc.member","dwc.scientificNameAuthorship","dwc.island","dwc.fieldNumber","inhs.instars_Female","dcterms.bibliographicCitation","idigbio.etag","dwc.genus","dwc.latestAgeOrHighestStage","idigbio.associateRelationship"
"1456","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1359","Echinodermata",NA,NA,"President and Fellows of Harvard College",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) atra","HOL-1359",NA,NA,NA,NA,NA,NA,NA,NA,-15.010556,"WGS84","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"whole animal (70% ethanol)",NA,"",NA,NA,"1918-10-01",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"IZ",NA,"2014-05-28 10:05:45.0","Aspidochirotida","","en","","",NA,NA,NA,"Mozambique, Lumbo","Indian Ocean, Indian Ocean, Western","October 1, 1918",NA,"",NA,"b4640710-8e03-11d8-b956-b8a03c50a862","Animalia",NA,NA,"decimal degrees","PhysicalObject",NA,0,NA,NA,NA,"",2966,"","GEOLocate",NA,NA,"Arthur Loveridge",NA,NA,"",NA,"Museum of Comparative Zoology, Harvard University",NA,"40.666389d",NA,"Holothuriidae","GEOLocate",NA,"",NA,NA,NA,NA,NA,"",NA,"MCZ","ICZN",NA,NA,NA,NA,NA,NA,40.666389,NA,NA,NA,NA,"ab1048df-4008-45b3-8f84-be5ce7d16aa8","atra",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1359","872733a2-67a3-4c54-aa76-862735a5f334",NA,1,NA,"",NA,NA,NA,NA,NA,"-15.010556d",NA,NA,NA,NA,"ab1048df-4008-45b3-8f84-be5ce7d16aa8","MCZ:IZ:HOL-1359",NA,NA,"Jessica Anne Mullen",NA,NA,"",NA,"",NA,NA,NA,"",2966,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Holothuroidea","Holothuria (Halodeima) atra","","",NA,"Indian Ocean",NA,"[no agent data]",NA,NA,NA,NA,"PreservedSpecimen",NA,"unverified","2014-06-18T05:51:22.651Z",NA,NA,"Jaeger, 1833",NA,"",NA,NA,"526b54321e42681eb0157a4d7212402a0a4dc164","Holothuria",NA,NA
"1484","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-554","Echinodermata",NA,NA,"President and Fellows of Harvard College",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) atra","HOL-554",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"whole animal (70% ethanol)",NA,"",NA,NA,"1877-01-01/1877-12-31",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"IZ",NA,"2012-12-19 13:02:27.0","Aspidochirotida","","en","","",NA,NA,NA,"Ponape, Caroline Islands, Micronesia","Pacific Ocean, Pacific, Western Central","1877",NA,"",NA,"b4640710-8e03-11d8-b956-b8a03c50a862","Animalia",NA,NA,"","PhysicalObject",NA,0,NA,NA,NA,"",NA,"","",NA,NA,"Benjamin G. Snow",NA,NA,"",NA,"Museum of Comparative Zoology, Harvard University",NA,"",NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,"",NA,"MCZ","ICZN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee1e83f0-349d-448e-aea0-cf415e34e058","atra",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-554","872733a2-67a3-4c54-aa76-862735a5f334",NA,1,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"ee1e83f0-349d-448e-aea0-cf415e34e058","MCZ:IZ:HOL-554",NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Holothuroidea","Holothuria (Halodeima) atra","","",NA,"Pacific Ocean",NA,"[no agent data]",NA,NA,NA,NA,"PreservedSpecimen",NA,"","2014-07-13T01:16:04.297Z",NA,NA,"Jaeger, 1833",NA,"",NA,NA,"08f10d3d7a7d3e64a14e815544d4f61aef8777e5","Holothuria",NA,NA
"1488","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1507","Echinodermata",NA,NA,"President and Fellows of Harvard College",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) atra","HOL-1507",NA,NA,NA,NA,NA,NA,NA,NA,-31.516,"WGS84","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"whole animal (70% ethanol)",NA,"",NA,NA,"1932-04-01/1932-04-30",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"IZ",NA,"2014-06-18 09:02:19.0","Aspidochirotida","","en","","",NA,NA,NA,"Australia, off New South Wales, Lord Howe Island; Ned&#39;s Beach","Pacific Ocean, Pacific, Southwest","April 1932",NA,"",NA,"b4640710-8e03-11d8-b956-b8a03c50a862","Animalia",NA,NA,"decimal degrees","PhysicalObject",NA,0,NA,NA,NA,"",1074,"","GEOLocate",NA,NA,"Harvard Australian Expedition 1931-1932",NA,NA,"",NA,"Museum of Comparative Zoology, Harvard University",NA,"159.083d",NA,"Holothuriidae","GEOLocate",NA,"",NA,NA,NA,NA,NA,"",NA,"MCZ","ICZN",NA,NA,NA,NA,NA,NA,159.083,NA,NA,NA,NA,"c580a6fe-3141-405c-8346-9d86150316c2","atra",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1507","872733a2-67a3-4c54-aa76-862735a5f334",NA,1,NA,"",NA,NA,NA,NA,NA,"-31.516d",NA,NA,NA,NA,"c580a6fe-3141-405c-8346-9d86150316c2","MCZ:IZ:HOL-1507",NA,NA,"Penny Benson",NA,NA,"",NA,"",NA,NA,NA,"",1074,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Holothuroidea","Holothuria (Halodeima) atra","","",NA,"Pacific Ocean",NA,"[no agent data]",NA,NA,NA,NA,"PreservedSpecimen",NA,"unverified","2014-07-13T03:39:59.512Z",NA,NA,"Jaeger, 1833",NA,"",NA,NA,"b21df791d703e5a9478e94484a4e79623bda5f3d","Holothuria",NA,NA
"1495","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1014","Echinodermata",NA,NA,"President and Fellows of Harvard College",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) atra","HOL-1014",NA,NA,NA,NA,NA,NA,NA,NA,-9.91518,"WGS84","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"whole animal (70% ethanol)",NA,"",NA,NA,"1913-10-01/1913-10-31",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"IZ",NA,"2014-06-09 14:24:30.0","Aspidochirotida","","en","","",NA,NA,NA,"Australia, Queensland, Torres Strait, Murray Islands (Mer)","Pacific Ocean, Pacific, Western Central","October 1913",NA,"",NA,"b4640710-8e03-11d8-b956-b8a03c50a862","Animalia",NA,NA,"decimal degrees","PhysicalObject",NA,0,NA,NA,NA,"",2768,"","GEOLocate",NA,NA,"Hubert Lyman Clark, Carnegie Expedition to the Torres Strait",NA,NA,"",NA,"Museum of Comparative Zoology, Harvard University",NA,"144.05164d",NA,"Holothuriidae","GEOLocate",NA,"",NA,NA,NA,NA,NA,"",NA,"MCZ","ICZN",NA,NA,NA,NA,NA,NA,144.05164,NA,NA,NA,NA,"547d4055-f9b1-48f6-a6df-546c4cacd7c2","atra",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1014","872733a2-67a3-4c54-aa76-862735a5f334",NA,1,NA,"",NA,NA,NA,NA,NA,"-9.91518d",NA,NA,NA,NA,"547d4055-f9b1-48f6-a6df-546c4cacd7c2","MCZ:IZ:HOL-1014",NA,NA,"Jessica Anne Mullen",NA,NA,"",NA,"",NA,NA,NA,"",2768,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Holothuroidea","Holothuria (Halodeima) atra","","",NA,"Pacific Ocean",NA,"[no agent data]",NA,NA,NA,NA,"PreservedSpecimen",NA,"unverified","2014-07-12T19:15:05.195Z",NA,NA,"Jaeger, 1833",NA,"",NA,NA,"434ab62eecc6ef2b24123359abf83c616a57fe6d","Holothuria",NA,NA
"1772","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-3039","Echinodermata",NA,NA,"President and Fellows of Harvard College",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) atra","HOL-3039",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","613",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"whole animal (70% ethanol)",NA,"collector number=613",NA,NA,"1960-10-21",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"IZ",NA,"2013-01-04 15:23:19.0","Aspidochirotida","","en","Body 4-7 inches long, black","",NA,NA,NA,"off Madagascar: west side of Nossy Fally, near Nossi Be","Indian Ocean, Indian Ocean, Western","October 21, 1960",NA,"",NA,"b4640710-8e03-11d8-b956-b8a03c50a862","Animalia",NA,NA,"","PhysicalObject",NA,0,NA,NA,NA,"",NA,"","",NA,NA,"Arthur G. Humes",NA,NA,"",NA,"Museum of Comparative Zoology, Harvard University",NA,"",NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,"",NA,"MCZ","ICZN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6978dc15-f393-4528-a4dd-4f8828c70582","atra",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-3039","872733a2-67a3-4c54-aa76-862735a5f334",NA,1,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6978dc15-f393-4528-a4dd-4f8828c70582","MCZ:IZ:HOL-3039",NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Holothuroidea","Holothuria (Halodeima) atra","","",NA,"Indian Ocean",NA,"Elisabeth Deichmann, [no agent data]",NA,NA,NA,NA,"PreservedSpecimen",NA,"","2014-01-10T18:51:59.176Z",NA,NA,"Jaeger, 1833",NA,"",NA,NA,"35268111b2584839c47d1118b47387bf9410271e","Holothuria",NA,NA
"1793","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-557","Echinodermata",NA,NA,"President and Fellows of Harvard College",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) atra","HOL-557",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"whole animal (70% ethanol)",NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"IZ",NA,"2012-12-19 13:02:28.0","Aspidochirotida","","en","","",NA,NA,NA,"off French Polynesia, Society Islands","Pacific Ocean, Pacific, Eastern Central","[date unknown]",NA,"",NA,"b4640710-8e03-11d8-b956-b8a03c50a862","Animalia",NA,NA,"","PhysicalObject",NA,0,NA,NA,NA,"",NA,"","",NA,NA,"Andrew Garrett",NA,NA,"",NA,"Museum of Comparative Zoology, Harvard University",NA,"",NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,"",NA,"MCZ","ICZN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"593ab28b-e525-49ca-be9b-0c8c693deae6","atra",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-557","872733a2-67a3-4c54-aa76-862735a5f334",NA,1,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"593ab28b-e525-49ca-be9b-0c8c693deae6","MCZ:IZ:HOL-557",NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Holothuroidea","Holothuria (Halodeima) atra","","",NA,"Pacific Ocean",NA,"[no agent data]",NA,NA,NA,NA,"PreservedSpecimen",NA,"","2014-07-12T22:34:51.044Z",NA,NA,"Jaeger, 1833",NA,"",NA,NA,"d9bce64e24c6f71533c96a21b4cc86e28105905e","Holothuria",NA,NA
"1805","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4051","Echinodermata",NA,NA,"President and Fellows of Harvard College",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) atra","HOL-4051",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"whole animal (70% ethanol)",NA,"",NA,NA,"1952-07-01/1952-07-31",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"IZ",NA,"2013-01-04 15:02:32.0","Aspidochirotida","","en","","",NA,NA,NA,"Cocos Islands","Pacific Ocean, Pacific, Eastern Central","July 1952",NA,"",NA,"b4640710-8e03-11d8-b956-b8a03c50a862","Animalia",NA,NA,"","PhysicalObject",NA,0,NA,NA,NA,"",NA,"","",NA,NA,"Keith Orris Emery",NA,NA,"",NA,"Museum of Comparative Zoology, Harvard University",NA,"",NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,"",NA,"MCZ","ICZN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42b0d49a-e500-4ff6-a0bc-471b90582a1c","atra",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4051","872733a2-67a3-4c54-aa76-862735a5f334",NA,1,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"42b0d49a-e500-4ff6-a0bc-471b90582a1c","MCZ:IZ:HOL-4051",NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Holothuroidea","Holothuria (Halodeima) atra","","",NA,"Pacific Ocean",NA,"[no agent data]",NA,NA,NA,NA,"PreservedSpecimen",NA,"","2014-07-13T04:13:39.483Z",NA,NA,"Jaeger, 1833",NA,"",NA,NA,"7eee0eee81faf42560edfcf12b04ae754b0406ab","Holothuria",NA,NA
"1837","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1259","Echinodermata",NA,NA,"President and Fellows of Harvard College",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) atra","HOL-1259",NA,NA,NA,NA,NA,NA,NA,NA,-18.152256,"WGS84","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"whole animal (70% ethanol)",NA,"",NA,NA,"1917-01-01/1917-12-31",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"IZ",NA,"2014-06-04 11:10:08.0","Aspidochirotida","","en","","",NA,NA,NA,"Republic of Fiji, Suva, Viti Levu","Pacific Ocean, Pacific, Western Central","1917",NA,"",NA,"b4640710-8e03-11d8-b956-b8a03c50a862","Animalia",NA,NA,"decimal degrees","PhysicalObject",NA,0,NA,NA,NA,"",5578,"","GEOLocate",NA,NA,"John W. Mills",NA,NA,"",NA,"Museum of Comparative Zoology, Harvard University",NA,"178.462672d",NA,"Holothuriidae","GEOLocate",NA,"",NA,NA,NA,NA,NA,"",NA,"MCZ","ICZN",NA,NA,NA,NA,NA,NA,178.462672,NA,NA,NA,NA,"d398c9f2-56ab-463b-bce1-fefd1be3e8b8","atra",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1259","872733a2-67a3-4c54-aa76-862735a5f334",NA,1,NA,"",NA,NA,NA,NA,NA,"-18.152256d",NA,NA,NA,NA,"d398c9f2-56ab-463b-bce1-fefd1be3e8b8","MCZ:IZ:HOL-1259",NA,NA,"Jessica Anne Mullen",NA,NA,"",NA,"",NA,NA,NA,"",5578,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Holothuroidea","Holothuria (Halodeima) atra","","",NA,"Pacific Ocean",NA,"[no agent data]",NA,NA,NA,NA,"PreservedSpecimen",NA,"unverified","2014-07-12T20:16:16.173Z",NA,NA,"Jaeger, 1833",NA,"",NA,NA,"047aa71367e38abf33fba5480ae2895c8c41d689","Holothuria",NA,NA
"2044","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-556","Echinodermata",NA,NA,"President and Fellows of Harvard College",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) atra","HOL-556",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"whole animal (70% ethanol)",NA,"",NA,NA,"1897-11-29",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"IZ",NA,"2012-12-19 13:02:27.0","Aspidochirotida","","en","","",NA,NA,NA,"off Fiji Islands, Moala Island","Pacific Ocean, Pacific, Western Central","29/11/1897",NA,"",NA,"b4640710-8e03-11d8-b956-b8a03c50a862","Animalia",NA,NA,"","PhysicalObject",NA,0,NA,NA,NA,"",NA,"","",NA,NA,"Alexander Agassiz",NA,NA,"",NA,"Museum of Comparative Zoology, Harvard University",NA,"",NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,"",NA,"MCZ","ICZN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21d65f5e-3b55-4ae1-8aa0-a79819c569de","atra",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-556","872733a2-67a3-4c54-aa76-862735a5f334",NA,1,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"21d65f5e-3b55-4ae1-8aa0-a79819c569de","MCZ:IZ:HOL-556",NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Holothuroidea","Holothuria (Halodeima) atra","","",NA,"Pacific Ocean",NA,"[no agent data]",NA,NA,NA,NA,"PreservedSpecimen",NA,"","2014-01-11T08:57:34.721Z",NA,NA,"Jaeger, 1833",NA,"",NA,NA,"5b04a472ac1df3ba35ff724e694f117c3db43528","Holothuria",NA,NA
"2056","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-879","Echinodermata",NA,NA,"President and Fellows of Harvard College",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) atra","HOL-879",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"whole animal (70% ethanol)",NA,"",NA,NA,"1861-12-02",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"IZ",NA,"2013-01-02 12:02:27.0","Aspidochirotida","","en","","",NA,NA,NA,"Zanzibar","Indian Ocean, Indian Ocean, Western","Dec 2 1861",NA,"",NA,"b4640710-8e03-11d8-b956-b8a03c50a862","Animalia",NA,NA,"","PhysicalObject",NA,0,NA,NA,NA,"",NA,"","",NA,NA,"Capt J B Ashby",NA,NA,"",NA,"Museum of Comparative Zoology, Harvard University",NA,"",NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,"",NA,"MCZ","ICZN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cb0ea1d2-34f2-4689-a977-f98c69837de1","atra",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-879","872733a2-67a3-4c54-aa76-862735a5f334",NA,1,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"cb0ea1d2-34f2-4689-a977-f98c69837de1","MCZ:IZ:HOL-879",NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Holothuroidea","Holothuria (Halodeima) atra","","",NA,"Indian Ocean",NA,"[no agent data]",NA,NA,NA,NA,"PreservedSpecimen",NA,"","2014-01-11T11:27:15.417Z",NA,NA,"Jaeger, 1833",NA,"",NA,NA,"051bd95b834047abe2fb11bbc3775cdc3d5a1773","Holothuria",NA,NA
"2063","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-545","Echinodermata",NA,NA,"President and Fellows of Harvard College",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) atra","HOL-545",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"whole animal (70% ethanol); whole animal (70% ethanol)",NA,"other number=616, 1047, 1049, 1103",NA,NA,"1859-01-01/1860-12-31",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"IZ",NA,"2014-04-17 11:40:02.0","Aspidochirotida","","en","original labels are in jar 1","",NA,NA,NA,"United States, Hawaiian Islands","Pacific Ocean, Pacific, Eastern Central","1859 or 1860",NA,"",NA,"b4640710-8e03-11d8-b956-b8a03c50a862","Animalia",NA,NA,"","PhysicalObject",NA,0,NA,NA,NA,"",NA,"","",NA,NA,"Andrew Garrett, Flying Fish",NA,NA,"",NA,"Museum of Comparative Zoology, Harvard University",NA,"",NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,"",NA,"MCZ","ICZN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8a4759c0-4a0d-4aef-ab75-32ed771a4e83","atra",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-545","872733a2-67a3-4c54-aa76-862735a5f334",NA,1,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"8a4759c0-4a0d-4aef-ab75-32ed771a4e83","MCZ:IZ:HOL-545",NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Holothuroidea","Holothuria (Halodeima) atra","","",NA,"Pacific Ocean",NA,"[no agent data]",NA,NA,NA,NA,"PreservedSpecimen",NA,"","2014-07-13T01:24:31.616Z",NA,NA,"Jaeger, 1833",NA,"",NA,NA,"21554d44e1e1c57f531837d997b80451fe23012b","Holothuria",NA,NA
