"","idigbio.associatedRelationship","idigbio.determinationHistory","dwc.scientificNameAuthorship","dwc.scientificNameID","dwc.identificationVerificationStatus","dcterms.reference","dwc.typeStatus","inhs.location_Stream","dwc.verbatimLongitude","dcterms.rights","dwc.collectionCode","idigbio.associateAuthor","dwc.verbatimCoordinateSystem","dwc.countryCode","dwc.verbatimLocality","dwc.originalNameUsage","dwc.locationAccordingTo","fcc.superfamily","dwc.collectionID","dwc.associatedSequences","inhs.formII_males","dwc.earliestEraOrLowestErathem","dwc.bed","dwc.country","dwc.institutionID","idigbio.preservative","dcterms.accessRights","dwc.endDayOfYear","dwc.taxonRemarks","idigbio.createdBy","dwc.identificationQualifier","dcterms.modified","dwc.verbatimLatitude","dwc.group","inhs.instars_Male","dwc.georeferenceProtocol","dwc.occurrenceID","dwc.associatedMedia","dwc.continent","inhs.superfamily","dwc.establishmentMeans","idigbio.uuid","idigbio.associateNotes","dwc.rightsHolder","dwc.occurrenceRemarks","dwc.verbatimSRS","dwc.verbatimEventDate","dwc.latestEraOrHighestErathem","dwc.preparation","dwc.ownerInstitutionCode","dwc.lowestBiostratigraphicZone","dwc.class","dwc.occurrenceStatus","dwc.catalogNumber","dwc.informationWithheld","fcc.pickedBy","idigbio.preparationCount","dwc.kingdom","dwc.verbatimDepth","dwc.associatedOccurrences","dwc.taxonID","dcterms.source","idigbio.endangeredStatus","symbiotaverbatimScientificName","idigbio.version","dwc.coordinatePrecision","dwc.day","fcc.subfamily","dwc.municipality","dwc.month","dwc.lifeStage","dwc.county","row.number","dwc.nomenclaturalStatus","dwc.phylum","dwc.specificEpithet","dwc.locality","dwc.islandGroup","dwc.geodeticDatum","dwc.genus","dwc.latestEpochOrHighestSeries","inhs.location_Basin","dwc.family","dwc.island","dwc.nameAccordingTo","dwc.minimumDepthInMeters","dwc.earliestPeriodOrLowestSystem","idigbio.associateCondition","dwc.samplingEffort","dwc.associatedTaxa","dwc.higherGeography","dwc.formation","idigbio.associateCommonName","inhs.live","dcterms.bibliographicCitation","idigbio.subgenus","dwc.dataGeneralizations","dwc.identifiedBy","inhs.locationTrs","dwc.earliestAgeOrLowestStage","dwc.associatedReferences","dwc.eventTime","dwc.georeferenceRemarks","dwc.habitat","idigbio.dateModified","dwc.namePublishedIn","dwc.verbatimCoordinates","dwc.previousIdentifications","dwc.identificationReferences","idigbio.subfamily","idigbio.recordID","inhs.location_RiverMile","dwc.preparations","idigbio.hostFamily","id","dwc.scientificName","inhs.juv_females","dwc.vernacularName","dwc.locationID","inhs.formII_females","dwc.behavior","dwc.latestAgeOrHighestStage","dwc.sex","dwc.relatedResourceID","inhs.relic","dwc.identificationRemarks","dwc.reproductiveCondition","dwc.verbatimElevation","dwc.startDayOfYear","dwc.basisOfRecord","dwc.georeferenceSources","idigbio.associateDeterminedBy","dwc.maximumElevationInMeters","dwc.locationRemarks","idigbio.associateRelationship","inhs.dead","dwc.individualID","dwc.waterBody","dwc.eventRemarks","dwc.decimalLatitude","dwc.fieldNotes","dwc.eventDate","dwc.coordinateUncertaintyInMeters","idigbio.etag","symbiota.verbatimScientificName","dwc.samplingProtocol","inhs.vouchered","dwc.georeferencedDate","inhs.total_Males","dwc.stateProvince","idigbio.substrate","dwc.disposition","idigbio.recordIds","dwc.recordedBy","idigbio.tribe","dwc.latestPeriodOrHighestSystem","dcterms.references","idigbio.associatedFamily","fcc.datePicked","dwc.accessRights","idigbio.recordId","dwc.eventID","dwc.lithostratigraphicTerms","dwc.nomenclaturalCode","dwc.rights","dwc.dynamicProperties","dcterms.rightsHolder","dwc.datasetID","dwc.infraspecificEpithet","dwc.minimumElevationInMeters","dwc.taxonRank","idigbio.associateIdentifier","idigbio.barcodeValue","dwc.member","inhs.instars_Female","dwc.georeferenceVerificationStatus","dwc.namePublishedInID","dwc.fieldNumber","dwc.recordNumber","dwc.higherClassification","dcterms.language","dwc.order","dwc.VerbatimEventDate","dwc.institutionCode","dwc.datasetName","dwc.individualCount","inhs.formI_males","dwc.subgenus","dwc.footprintWKT","dcterms.type","dwc.year","http...symbiota.org.terms.verbatimScientificName","inhs.juv_males","dwc.earliestEpochOrLowestSeries","inhs.total_females","dwc.otherCatalogNumbers","dwc.identificationID","dwc.verbatimTaxonRank","dwc.maximumDepthInMeters","dwc.georeferencedBy","dwc.decimalLongitude","dwc.dateIdentified","inhs.juv_undetermined"
"805",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern Mariana Islands","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","57B71746-909A-4924-A982-691EB35CC690","","",NA,NA,"d1caf768-8ddc-4f6b-82ec-812d47c23c95",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"12617-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,29,NA,NA,5,NA,"Agrihan Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T15:06:00.742Z",NA,"",NA,NA,NA,NA,NA,"",NA,"d1caf768-8ddc-4f6b-82ec-812d47c23c95","Holothuria atra",NA,NA,"AGR-02",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",18.7333333333333,NA,"",NA,"77a055f20879040df539cc137721ac729a2ec3b5",NA,"",NA,NA,NA,"Mariana Islands",NA,"",NA,"John Starmer",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2007,NA,NA,NA,NA,"",NA,NA,NA,"",145.666666666667,"",NA
"817",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","94B7EBA2-900A-4A9D-960E-CD60754681CA","","",NA,NA,"ae741a65-1192-44da-8734-fabae39e979a",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"6510-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,11,NA,NA,8,NA,"Reunion Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T13:41:50.410Z",NA,"",NA,NA,NA,NA,NA,"",NA,"ae741a65-1192-44da-8734-fabae39e979a","Holothuria atra",NA,NA,"SWIO-11",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-21.378889,NA,"",NA,"16e5f8609a3fcb62466545c44d70d0d2345405c3",NA,"",NA,NA,NA,"Mascarene Islands",NA,"",NA,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2007,NA,NA,NA,NA,"",NA,NA,NA,"",55.676944,"",NA
"840",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","698CBC44-0939-48EC-86EC-9AC70E33D828","","",NA,NA,"b4517150-18cf-41f3-9b0c-53c08123b85c",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"15828-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,30,NA,NA,10,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T14:21:47.467Z",NA,"",NA,NA,NA,NA,NA,"",NA,"b4517150-18cf-41f3-9b0c-53c08123b85c","Holothuria atra",NA,NA,"NEST4",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-22.64778,NA,"",NA,"7e492d96521cda5364e93f02366ed4858b0b908e",NA,"",NA,NA,NA,"New Caledonia",NA,"",NA,"Nathaniel Evans",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2013,NA,NA,NA,NA,"",NA,NA,NA,"",167.39611,"",NA
"847",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","77FBD44A-3782-432A-BF4F-34BBE3B5F96F","","",NA,NA,"ac2414a8-f885-41b1-ac0f-11b2accec9b1",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"15860-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,7,NA,NA,11,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T14:43:03.804Z",NA,"",NA,NA,NA,NA,NA,"",NA,"ac2414a8-f885-41b1-ac0f-11b2accec9b1","Holothuria atra",NA,NA,"NEST15",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-18.844935,NA,"",NA,"94b24def9813f84290ac40930fd0868f25087d7c",NA,"",NA,NA,NA,"New Caledonia",NA,"",NA,"Nathaniel Evans",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2013,NA,NA,NA,NA,"",NA,NA,NA,"",163.47628,"",NA
"857",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oman","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","384DAA4A-9C30-4CE2-B873-238CC7B3D995","","",NA,NA,"f9c0ecf8-f7d1-44d8-ab18-d7ed881c6055",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"4177-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,16,NA,NA,1,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T18:12:46.971Z",NA,"",NA,NA,NA,NA,NA,"",NA,"f9c0ecf8-f7d1-44d8-ab18-d7ed881c6055","Holothuria atra",NA,NA,"GP-Loc-800",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",23.68165,NA,"",NA,"00c84e3026f539c1f0a2210e22a9b0283cf81949",NA,"",NA,NA,NA,"",NA,"",NA,"V. Bonito, M. Claereboudt, G. Paulay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2005,NA,NA,NA,NA,"",NA,NA,NA,"",58.49705,"",NA
"976",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republic of the Marshall Islands","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","F5B20777-7606-4762-9ED5-80A27BCBE4EC","","",NA,NA,"83cbfcd4-be00-422e-add1-2733776ba30b",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"6767-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,"Majuro Atoll",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T11:14:45.625Z",NA,"",NA,NA,NA,NA,NA,"",NA,"83cbfcd4-be00-422e-add1-2733776ba30b","Holothuria atra",NA,NA,"FM-St-MAJ08-02",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",7.16517,NA,"",NA,"e3c64b12d3ac780124c40c5aad02b7ba9443cc51",NA,"",NA,NA,NA,"Marshall Islands",NA,"",NA,"François Michonneau & Sun Kim",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2008,NA,NA,NA,NA,"",NA,NA,NA,"",171.03608,"",NA
"987",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palau","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","C80CDE6D-8E92-4D2C-9122-DBD9E633198C","","",NA,NA,"659bda9d-80d6-4b4f-82b1-f9234f931e92",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"4530-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,7,NA,NA,7,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T10:45:19.291Z",NA,"",NA,NA,NA,NA,NA,"",NA,"659bda9d-80d6-4b4f-82b1-f9234f931e92","Holothuria atra",NA,NA,"ZZZ-093166",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",NA,NA,"",NA,"fd371734551f1ecdfecb0c1da4870e98ad55ec25",NA,"",NA,NA,NA,"",NA,"",NA,"Starmer, J.",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2005,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA
"1000",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","D84518D3-ED66-4423-9B07-52F30C3E38D6","","",NA,NA,"aab93281-e262-4d6d-8fbb-8a8c3f37bf9d",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"6565-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,14,NA,NA,8,NA,"Reunion Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T09:09:44.862Z",NA,"",NA,NA,NA,NA,NA,"",NA,"aab93281-e262-4d6d-8fbb-8a8c3f37bf9d","Holothuria atra",NA,NA,"SWIO-18",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-21.090833,NA,"",NA,"2eb8638acb0c87a2bff872d569f86e921f657f16",NA,"",NA,NA,NA,"Mascarene Islands",NA,"",NA,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2007,NA,NA,NA,NA,"",NA,NA,NA,"",55.229444,"",NA
"1007",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Australia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","CC3154B5-D108-45E6-AA59-BAEEACE54272","","",NA,NA,"f9af049c-8ac7-4c5f-87ec-47a23682ad57",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"9607-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T09:27:08.243Z",NA,"",NA,NA,NA,NA,NA,"",NA,"f9af049c-8ac7-4c5f-87ec-47a23682ad57","Holothuria atra",NA,NA,"NIN09-St-17",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-22.76027,NA,"",NA,"78031f9d91c9676590f375c13cf993b5fd985a0b",NA,"",NA,NA,NA,"Western Australia",NA,"",NA,"François Michonneau",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2009,NA,NA,NA,NA,"",NA,NA,NA,"",113.6433,"",NA
"1022",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Niue Island","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","D3130E82-2D5E-462A-BB08-87339A5795EF","","",NA,NA,"be018a65-dea5-4626-a620-4617f0abb496",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"1410-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,30,NA,NA,6,NA,"Niue Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T09:45:05.687Z",NA,"",NA,NA,NA,NA,NA,"",NA,"be018a65-dea5-4626-a620-4617f0abb496","Holothuria atra",NA,NA,"HNIUE-027",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-19.1,NA,"",NA,"111e5cc9c0425e0d5aa12a569103ceb04f26dd95",NA,"",NA,NA,NA,"Niue Island",NA,"",NA,"Paulay, G.",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",1986,NA,NA,NA,NA,"",NA,NA,NA,"",-169.9,"",NA
"1044",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","C5DCEDEF-6ED5-44DB-A91D-722DF61B18EB","","",NA,NA,"fd3e0a80-0b7e-468d-881f-f4f10550fb1b",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"6511-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,11,NA,NA,8,NA,"Reunion Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T15:39:27.017Z",NA,"",NA,NA,NA,NA,NA,"",NA,"fd3e0a80-0b7e-468d-881f-f4f10550fb1b","Holothuria atra",NA,NA,"SWIO-11",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-21.378889,NA,"",NA,"2a7aa34845a337400a8710c991527fd52b658a4e",NA,"",NA,NA,NA,"Mascarene Islands",NA,"",NA,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2007,NA,NA,NA,NA,"",NA,NA,NA,"",55.676944,"",NA
"1051",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taiwan","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","1099F731-0F77-4329-A851-E2ADBE29D607","","",NA,NA,"0a5d8ff1-4b71-456b-9bf2-9915cf666c89",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"4122-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,14,NA,NA,5,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T17:53:07.234Z",NA,"",NA,NA,NA,NA,NA,"",NA,"0a5d8ff1-4b71-456b-9bf2-9915cf666c89","Holothuria atra",NA,NA,"KNRL-030",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",21.9333,NA,"",NA,"4d1d587eb931e7dae6c86a6d1591f9ec952b6792",NA,"",NA,NA,NA,"",NA,"",NA,"Netchy, K. & Lasley, R.",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2005,NA,NA,NA,NA,"",NA,NA,NA,"",120.8167,"",NA
"1068",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","74745984-1D4E-4F00-BF7B-0350CB758768","","",NA,NA,"49479e0b-a56b-4e37-8b93-849eca751bf2",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"6645-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,11,NA,NA,8,NA,"Reunion Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T18:22:23.053Z",NA,"",NA,NA,NA,NA,NA,"",NA,"49479e0b-a56b-4e37-8b93-849eca751bf2","Holothuria atra",NA,NA,"SWIO-11",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-21.378889,NA,"",NA,"1a0198b2adb25bf0d5f690fc36081eee2ec22fc3",NA,"",NA,NA,NA,"Mascarene Islands",NA,"",NA,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2007,NA,NA,NA,NA,"",NA,NA,NA,"",55.676944,"",NA
"1103",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saudi Arabia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","CCCDF9FE-3BCA-49ED-A87D-56700A6DCAC1","","",NA,NA,"2f77a3ef-a009-43ee-8b3d-02563010fcef",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"13957-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T13:36:57.809Z",NA,"",NA,NA,NA,NA,NA,"",NA,"2f77a3ef-a009-43ee-8b3d-02563010fcef","Holothuria atra",NA,NA,"SAFA-005",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",19.00533,NA,"",NA,"4893abae05be79cf771919031e933bfe70a127db",NA,"",NA,NA,NA,"",NA,"",NA,"Arthur Anker, Patrick Norby, Gustav Paulay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2013,NA,NA,NA,NA,"",NA,NA,NA,"",40.14815,"",NA
"1112",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kiribati","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","DB257CED-226D-425B-82BF-F8427A67E367","","",NA,NA,"aded6303-e0e1-43a6-8140-c13be2793c4f",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"5929-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,4,NA,NA,9,NA,"Teraina Atoll",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T15:12:48.831Z",NA,"",NA,NA,NA,NA,NA,"",NA,"aded6303-e0e1-43a6-8140-c13be2793c4f","Holothuria atra",NA,NA,"TIRB2",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",4.6719,NA,"",NA,"39f3b174468641da5440eb692e5a7e4b2242220b",NA,"",NA,NA,NA,"Line Islands",NA,"",NA,"Machel Malay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2005,NA,NA,NA,NA,"",NA,NA,NA,"",-160.3875,"",NA
