"","idigbio.associatedRelationship","idigbio.determinationHistory","dwc.scientificNameAuthorship","dwc.scientificNameID","dwc.identificationVerificationStatus","dcterms.reference","dwc.typeStatus","inhs.location_Stream","dwc.verbatimLongitude","dcterms.rights","dwc.collectionCode","idigbio.associateAuthor","dwc.verbatimCoordinateSystem","dwc.countryCode","dwc.verbatimLocality","dwc.originalNameUsage","dwc.locationAccordingTo","fcc.superfamily","dwc.collectionID","dwc.associatedSequences","inhs.formII_males","dwc.earliestEraOrLowestErathem","dwc.bed","dwc.country","dwc.institutionID","idigbio.preservative","dcterms.accessRights","dwc.endDayOfYear","dwc.taxonRemarks","idigbio.createdBy","dwc.identificationQualifier","dcterms.modified","dwc.verbatimLatitude","dwc.group","inhs.instars_Male","dwc.georeferenceProtocol","dwc.occurrenceID","dwc.associatedMedia","dwc.continent","inhs.superfamily","dwc.establishmentMeans","idigbio.uuid","idigbio.associateNotes","dwc.rightsHolder","dwc.occurrenceRemarks","dwc.verbatimSRS","dwc.verbatimEventDate","dwc.latestEraOrHighestErathem","dwc.preparation","dwc.ownerInstitutionCode","dwc.lowestBiostratigraphicZone","dwc.class","dwc.occurrenceStatus","dwc.catalogNumber","dwc.informationWithheld","fcc.pickedBy","idigbio.preparationCount","dwc.kingdom","dwc.verbatimDepth","dwc.associatedOccurrences","dwc.taxonID","dcterms.source","idigbio.endangeredStatus","symbiotaverbatimScientificName","idigbio.version","dwc.coordinatePrecision","dwc.day","fcc.subfamily","dwc.municipality","dwc.month","dwc.lifeStage","dwc.county","row.number","dwc.nomenclaturalStatus","dwc.phylum","dwc.specificEpithet","dwc.locality","dwc.islandGroup","dwc.geodeticDatum","dwc.genus","dwc.latestEpochOrHighestSeries","inhs.location_Basin","dwc.family","dwc.island","dwc.nameAccordingTo","dwc.minimumDepthInMeters","dwc.earliestPeriodOrLowestSystem","idigbio.associateCondition","dwc.samplingEffort","dwc.associatedTaxa","dwc.higherGeography","dwc.formation","idigbio.associateCommonName","inhs.live","dcterms.bibliographicCitation","idigbio.subgenus","dwc.dataGeneralizations","dwc.identifiedBy","inhs.locationTrs","dwc.earliestAgeOrLowestStage","dwc.associatedReferences","dwc.eventTime","dwc.georeferenceRemarks","dwc.habitat","idigbio.dateModified","dwc.namePublishedIn","dwc.verbatimCoordinates","dwc.previousIdentifications","dwc.identificationReferences","idigbio.subfamily","idigbio.recordID","inhs.location_RiverMile","dwc.preparations","idigbio.hostFamily","id","dwc.scientificName","inhs.juv_females","dwc.vernacularName","dwc.locationID","inhs.formII_females","dwc.behavior","dwc.latestAgeOrHighestStage","dwc.sex","dwc.relatedResourceID","inhs.relic","dwc.identificationRemarks","dwc.reproductiveCondition","dwc.verbatimElevation","dwc.startDayOfYear","dwc.basisOfRecord","dwc.georeferenceSources","idigbio.associateDeterminedBy","dwc.maximumElevationInMeters","dwc.locationRemarks","idigbio.associateRelationship","inhs.dead","dwc.individualID","dwc.waterBody","dwc.eventRemarks","dwc.decimalLatitude","dwc.fieldNotes","dwc.eventDate","dwc.coordinateUncertaintyInMeters","idigbio.etag","symbiota.verbatimScientificName","dwc.samplingProtocol","inhs.vouchered","dwc.georeferencedDate","inhs.total_Males","dwc.stateProvince","idigbio.substrate","dwc.disposition","idigbio.recordIds","dwc.recordedBy","idigbio.tribe","dwc.latestPeriodOrHighestSystem","dcterms.references","idigbio.associatedFamily","fcc.datePicked","dwc.accessRights","idigbio.recordId","dwc.eventID","dwc.lithostratigraphicTerms","dwc.nomenclaturalCode","dwc.rights","dwc.dynamicProperties","dcterms.rightsHolder","dwc.datasetID","dwc.infraspecificEpithet","dwc.minimumElevationInMeters","dwc.taxonRank","idigbio.associateIdentifier","idigbio.barcodeValue","dwc.member","inhs.instars_Female","dwc.georeferenceVerificationStatus","dwc.namePublishedInID","dwc.fieldNumber","dwc.recordNumber","dwc.higherClassification","dcterms.language","dwc.order","dwc.VerbatimEventDate","dwc.institutionCode","dwc.datasetName","dwc.individualCount","inhs.formI_males","dwc.subgenus","dwc.footprintWKT","dcterms.type","dwc.year","http...symbiota.org.terms.verbatimScientificName","inhs.juv_males","dwc.earliestEpochOrLowestSeries","inhs.total_females","dwc.otherCatalogNumbers","dwc.identificationID","dwc.verbatimTaxonRank","dwc.maximumDepthInMeters","dwc.georeferencedBy","dwc.decimalLongitude","dwc.dateIdentified","inhs.juv_undetermined"
"1117",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saudi Arabia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","BABBFEDB-0236-4C54-8E54-6FFD1B203041","","",NA,NA,"a35753d4-91ce-493a-87c5-0887fe606c58",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"12151-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,9,NA,NA,10,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T15:58:16.278Z",NA,"",NA,NA,NA,NA,NA,"",NA,"a35753d4-91ce-493a-87c5-0887fe606c58","Holothuria atra",NA,NA,"DJRS-037",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",22.2242666666667,NA,"",NA,"8c8f9b862073c0aeecd4105ffe2d4573941fa430",NA,"",NA,NA,NA,"",NA,"",NA,"Gustav Paulay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2012,NA,NA,NA,NA,"",NA,NA,NA,"",38.9660666666667,"",NA
"1128",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pitcairn Islands","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","59E3CB31-B3B0-4D0E-853D-96ADA122F9C5","","",NA,NA,"f2ebc863-5f92-488b-bed7-ab80f099843c",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"3452-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T18:40:46.343Z",NA,"",NA,NA,NA,NA,NA,"",NA,"f2ebc863-5f92-488b-bed7-ab80f099843c","Holothuria atra",NA,NA,"JAS-HEN-Beach",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",NA,NA,"",NA,"4039cedfeb26dac81dca8e2738e806f84a50768c",NA,"",NA,NA,NA,"Henderson Island",NA,"",NA,"Starmer, J.",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA
"1132",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French Polynesia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","7424BC0D-A477-409F-96A0-CFF17647E1DF","","",NA,NA,"9bd901a1-7e91-40ac-8a57-c060aee3db3f",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"14025-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T16:00:34.083Z",NA,"",NA,NA,NA,NA,NA,"",NA,"9bd901a1-7e91-40ac-8a57-c060aee3db3f","Holothuria atra",NA,NA,"MQ-01",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-8.93692,NA,"",NA,"285b4746d25f1d6b694c0664ee3296b0fad0041d",NA,"",NA,NA,NA,"Marquesas Islands",NA,"",NA,"Laurent Albegna",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2012,NA,NA,NA,NA,"",NA,NA,NA,"",-140.09083,"",NA
"1136",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Niue Island","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","49D547CA-A728-44AB-9803-6CE2C1DF2304","","",NA,NA,"46d06f9b-e8b1-4eab-8c09-328791de7139",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"1907-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,25,NA,NA,8,NA,"Niue Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T16:04:17.852Z",NA,"",NA,NA,NA,NA,NA,"",NA,"46d06f9b-e8b1-4eab-8c09-328791de7139","Holothuria atra",NA,NA,"HNIUE-062G",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-19.1,NA,"",NA,"e00c9baebb7df33be959b237de453a5872c1d795",NA,"",NA,NA,NA,"Niue Island",NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",1986,NA,NA,NA,NA,"",NA,NA,NA,"",-169.9,"",NA
"1163",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philippines","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","636C2114-9606-4604-9D41-31B864828B1F","","",NA,NA,"4c19b207-3208-4819-87c6-391262e0d5d6",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"5691-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,31,NA,NA,5,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T14:27:09.592Z",NA,"",NA,NA,NA,NA,NA,"",NA,"4c19b207-3208-4819-87c6-391262e0d5d6","Holothuria atra",NA,NA,"SEMP-14",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",10.00052,NA,"",NA,"48db8b2dfb844d6abe1fb2e6fcf2fc8ffeec26ac",NA,"",NA,NA,NA,"Cebu",NA,"",NA,"Kris Netchy & Alex Kerr",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2006,NA,NA,NA,NA,"",NA,NA,NA,"",123.37837,"",NA
"1168",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanzania","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","C9F511C4-5AC0-4D74-B527-E28A3CEE7451","","",NA,NA,"d150a09a-2cff-4e02-9eb7-3ca44a01e9b5",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"8947-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,16,NA,NA,8,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T14:37:14.527Z",NA,"",NA,NA,NA,NA,NA,"",NA,"d150a09a-2cff-4e02-9eb7-3ca44a01e9b5","Holothuria atra",NA,NA,"Werner-Zanzibar-3",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-6.38733,NA,"",NA,"d2600abd4861d07ee902e62ab9d432b0bc91781b",NA,"",NA,NA,NA,"",NA,"",NA,"Tim Werner",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2009,NA,NA,NA,NA,"",NA,NA,NA,"",39.28727,"",NA
"1170",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern Mariana Islands","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","FDBA5A2E-E86F-40D2-B04D-44E6A02D5091","","",NA,NA,"022bb39b-8cd4-4e2e-95e1-b524cddfb2c4",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"2770-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,19,NA,NA,9,NA,"Rota Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T14:46:14.057Z",NA,"",NA,NA,NA,NA,NA,"",NA,"022bb39b-8cd4-4e2e-95e1-b524cddfb2c4","Holothuria atra",NA,NA,"ROT-03",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",14.1141333333333,NA,"",NA,"3813ba44962a6264e11cfe4b1902a00b23bc8dd4",NA,"",NA,NA,NA,"",NA,"",NA,"Malay, M.",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2003,NA,NA,NA,NA,"",NA,NA,NA,"",145.167216666667,"",NA
"1253",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maldives","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","037415B1-A1BB-4E28-81D5-A18A45B04D9F","","",NA,NA,"cfca227c-dd2b-4456-8d2e-22c01c82668c",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"16102-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,16,NA,NA,5,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T13:35:29.185Z",NA,"",NA,NA,NA,NA,NA,"",NA,"cfca227c-dd2b-4456-8d2e-22c01c82668c","Holothuria atra",NA,NA,"MG-31",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",3.078913,NA,"",NA,"fb664ed8c763715d9dfe00f6607093f251ad28e2",NA,"",NA,NA,NA,"",NA,"",NA,"Jenna Moore",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2014,NA,NA,NA,NA,"",NA,NA,NA,"",72.962112,"",NA
"1301",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","BB2F45D0-AA6D-4A66-AA5F-FD40B8438A8A","","",NA,NA,"36ef2f98-a865-4e74-93a7-894fdb0eabb7",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"5937-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,27,NA,NA,8,NA,"Kingman Reef",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T17:06:34.148Z",NA,"",NA,NA,NA,NA,NA,"",NA,"36ef2f98-a865-4e74-93a7-894fdb0eabb7","Holothuria atra",NA,NA,"KINB5",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",6.4453,NA,"",NA,"afd8ef9c4db0dda8f228bc647ae0dbf1435cf971",NA,"",NA,NA,NA,"Line Islands",NA,"",NA,"Machel Malay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2005,NA,NA,NA,NA,"",NA,NA,NA,"",-162.3976,"",NA
"1326",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Australia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","7382ADC6-1649-4570-854D-74ED7004932C","","",NA,NA,"84396858-164c-4db9-90ce-06fb95440e05",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"8099-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,7,NA,NA,2,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T09:34:33.212Z",NA,"",NA,NA,NA,NA,NA,"",NA,"84396858-164c-4db9-90ce-06fb95440e05","Holothuria atra",NA,NA,"AUST-ST-002",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-14.6811,NA,"",NA,"449da000591a4d2e716cc93ff647b1e306ce240f",NA,"",NA,NA,NA,"Queensland",NA,"",NA,"Robert Lasley, Arthur Anker",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2009,NA,NA,NA,NA,"",NA,NA,NA,"",145.4725,"",NA
"1327",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","FB411F0A-E31F-4074-A42E-91303F18E177","","",NA,NA,"683d38e9-ea57-444a-b2ec-f2452d9752d4",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"6121-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,13,NA,NA,10,NA,"French Frigate Shoals",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T09:35:46.320Z",NA,"",NA,NA,NA,NA,NA,"",NA,"683d38e9-ea57-444a-b2ec-f2452d9752d4","Holothuria atra",NA,NA,"FFS-0033",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",23.6662,NA,"",NA,"1f093fb5d50d5a77a262457984194a19328ce3da",NA,"",NA,NA,NA,"Hawaiian Islands",NA,"",NA,"Rusty Brainard, Brian Zgliczynski, Gustav Paulay, Sea McKeon, Emmanuel Soto, Jim Maragos, Scott Godwin & John Starmer",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2006,NA,NA,NA,NA,"",NA,NA,NA,"",-166.079,"",NA
"1344",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","002B37D6-3B4C-470F-BD52-5E2EFFFEB87B","","",NA,NA,"85d39039-9fd9-4179-b74e-3e76f3a9535f",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"6123-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,13,NA,NA,10,NA,"French Frigate Shoals",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T10:18:04.223Z",NA,"",NA,NA,NA,NA,NA,"",NA,"85d39039-9fd9-4179-b74e-3e76f3a9535f","Holothuria atra",NA,NA,"FFS-0033",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",23.6662,NA,"",NA,"4a67e77dff98f6060ef718b7598af939a19e6585",NA,"",NA,NA,NA,"Hawaiian Islands",NA,"",NA,"Rusty Brainard, Brian Zgliczynski, Gustav Paulay, Sea McKeon, Emmanuel Soto, Jim Maragos, Scott Godwin & John Starmer",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2006,NA,NA,NA,NA,"",NA,NA,NA,"",-166.079,"",NA
"1347",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","667664C9-93DE-4C29-BA10-48E8E2FBA8E0","","",NA,NA,"448f0308-5ab9-468e-901f-9c2d56273cd4",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"5928-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,27,NA,NA,8,NA,"Kingman Reef",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T10:23:57.453Z",NA,"",NA,NA,NA,NA,NA,"",NA,"448f0308-5ab9-468e-901f-9c2d56273cd4","Holothuria atra",NA,NA,"KINB5",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",6.4453,NA,"",NA,"badef892867ddf88152270a7a05393756aac317a",NA,"",NA,NA,NA,"Line Islands",NA,"",NA,"Machel Malay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2005,NA,NA,NA,NA,"",NA,NA,NA,"",-162.3976,"",NA
"1364",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","16197669-DCDC-47E2-89AF-E6627FC80A5A","","",NA,NA,"7a2278ed-4358-411b-a2eb-47181362e7bc",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"4675-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,"Guam Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T12:37:47.658Z",NA,"",NA,NA,NA,NA,NA,"",NA,"7a2278ed-4358-411b-a2eb-47181362e7bc","Holothuria atra",NA,NA,"ZZZ-093415",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",13.5,NA,"",NA,"d1fdbacd487b444003581144327aef79a87a56bf",NA,"",NA,NA,NA,"Mariana Islands",NA,"",NA,"Paulay, G., Malay, M., Bonito, V.",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2003,NA,NA,NA,NA,"",NA,NA,NA,"",144.8,"",NA
"1368",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","D7AA1700-3C45-4922-83A5-2FC01A9633BD","","",NA,NA,"00896cfa-26c8-4e72-9762-173b8fe2071a",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"15816-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,28,NA,NA,10,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T11:25:00.938Z",NA,"",NA,NA,NA,NA,NA,"",NA,"00896cfa-26c8-4e72-9762-173b8fe2071a","Holothuria atra",NA,NA,"NEST1",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-22.66813,NA,"",NA,"5d1949095adef9ba02d42dc025c80aab8ceaafcf",NA,"",NA,NA,NA,"New Caledonia",NA,"",NA,"Nathaniel Evans",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2013,NA,NA,NA,NA,"",NA,NA,NA,"",167.42478,"",NA
