"","dwc.accessRights","dcterms.rights","dwc.recordedBy","dwc.latestPeriodOrHighestSystem","dwc.scientificNameAuthorship","dwc.ownerInstitutionCode","dwc.basisOfRecord","idigbio.createdBy","idigbio.associateAuthor","dwc.individualID","dwc.day","dwc.verbatimCoordinateSystem","idigbio.hostFamily","dwc.stateProvince","dwc.associatedReferences","dwc.subgenus","dwc.latestEpochOrHighestSeries","dwc.taxonID","dwc.identificationReferences","dwc.lifeStage","dwc.continent","dwc.municipality","id","idigbio.tribe","dwc.footprintWKT","symbiotaverbatimScientificName","dwc.verbatimTaxonRank","dwc.country","dwc.rights","dwc.eventDate","dwc.countryCode","dcterms.reference","inhs.formI_males","dwc.higherClassification","dwc.minimumElevationInMeters","dwc.phylum","dwc.relatedResourceID","dwc.occurrenceRemarks","dwc.otherCatalogNumbers","dwc.institutionCode","dwc.group","inhs.instars_Female","dwc.maximumElevationInMeters","idigbio.subgenus","dwc.originalNameUsage","dwc.month","inhs.location_RiverMile","dwc.collectionID","dwc.associatedTaxa","idigbio.substrate","dwc.occurrenceStatus","inhs.formII_females","dcterms.references","dwc.occurrenceID","fcc.subfamily","idigbio.subfamily","dwc.locality","dwc.coordinateUncertaintyInMeters","dwc.scientificName","inhs.relic","dwc.associatedMedia","dwc.previousIdentifications","dwc.samplingProtocol","dwc.decimalLongitude","dwc.georeferencedDate","dwc.verbatimElevation","inhs.live","inhs.location_Basin","dwc.establishmentMeans","inhs.location_Stream","idigbio.endangeredStatus","dwc.geodeticDatum","dwc.earliestAgeOrLowestStage","idigbio.associateRelationship","dwc.verbatimEventDate","dwc.year","dwc.habitat","idigbio.recordID","idigbio.uuid","idigbio.etag","dwc.verbatimLongitude","dwc.earliestPeriodOrLowestSystem","dcterms.modified","dwc.vernacularName","dcterms.source","dwc.samplingEffort","idigbio.associatedRelationship","dwc.namePublishedIn","dwc.nomenclaturalCode","dwc.georeferenceRemarks","dwc.latestEraOrHighestErathem","symbiota.verbatimScientificName","dwc.startDayOfYear","dwc.sex","idigbio.associateDeterminedBy","dwc.reproductiveCondition","dwc.minimumDepthInMeters","dwc.typeStatus","idigbio.associateCondition","dwc.family","dwc.infraspecificEpithet","dcterms.type","dwc.kingdom","dwc.associatedSequences","inhs.total_Males","dwc.fieldNumber","dwc.taxonRank","dwc.taxonRemarks","dcterms.bibliographicCitation","fcc.datePicked","dwc.order","idigbio.determinationHistory","dwc.eventTime","dwc.scientificNameID","dcterms.accessRights","dwc.identificationQualifier","dwc.associatedOccurrences","inhs.juv_undetermined","dwc.preparations","inhs.juv_males","dwc.lowestBiostratigraphicZone","dwc.island","dwc.identifiedBy","dwc.waterBody","dwc.institutionID","dwc.nameAccordingTo","dwc.bed","idigbio.preservative","dwc.specificEpithet","dwc.VerbatimEventDate","dwc.nomenclaturalStatus","dwc.formation","inhs.locationTrs","dwc.recordNumber","dwc.verbatimDepth","dwc.datasetID","fcc.superfamily","dwc.latestAgeOrHighestStage","dwc.class","dwc.verbatimLatitude","inhs.superfamily","dwc.earliestEraOrLowestErathem","dwc.disposition","dwc.namePublishedInID","dwc.member","idigbio.associatedFamily","http...symbiota.org.terms.verbatimScientificName","dwc.dateIdentified","dwc.locationAccordingTo","dwc.georeferenceSources","idigbio.associateIdentifier","idigbio.preparationCount","dwc.preparation","inhs.juv_females","idigbio.recordIds","dwc.coordinatePrecision","row.number","inhs.instars_Male","idigbio.associateNotes","dwc.georeferenceProtocol","dwc.datasetName","dcterms.rightsHolder","dwc.dataGeneralizations","dwc.endDayOfYear","dwc.higherGeography","idigbio.associateCommonName","dwc.county","dwc.verbatimSRS","dwc.collectionCode","dwc.georeferencedBy","dwc.dynamicProperties","idigbio.version","dcterms.language","dwc.decimalLatitude","dwc.locationID","dwc.catalogNumber","dwc.individualCount","dwc.eventID","dwc.locationRemarks","dwc.identificationRemarks","idigbio.dateModified","dwc.georeferenceVerificationStatus","dwc.verbatimLocality","dwc.verbatimCoordinates","dwc.identificationVerificationStatus","dwc.islandGroup","dwc.earliestEpochOrLowestSeries","dwc.informationWithheld","dwc.identificationID","dwc.lithostratigraphicTerms","inhs.dead","inhs.formII_males","inhs.total_females","idigbio.recordId","idigbio.barcodeValue","fcc.pickedBy","dwc.behavior","dwc.maximumDepthInMeters","dwc.genus","dwc.eventRemarks","dwc.rightsHolder","inhs.vouchered","dwc.fieldNotes"
"2517",NA,NA,"Nathaniel Evans",NA,"Bell","","PreservedSpecimen","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,13,"",NA,"New Caledonia","",NA,NA,NA,NA,NA,"",NA,"87fd5632-c900-40ea-bda3-9bf62059de1b",NA,NA,NA,NA,"France",NA,"",NA,NA,NA,"",NA,"",NA,NA,"","FLMNH",NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,"","45939E57-B1D8-4913-84CD-CAC845755D33",NA,NA,"",NA,"Holothuria whitmaei",NA,"",NA,"",162.89752,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",2013,"",NA,"87fd5632-c900-40ea-bda3-9bf62059de1b","fbad174a6fe5c8bffa5b6fa9454f6a8f40781002","",NA,"09/08/2014",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,"",NA,"Holothuriidae","","","",NA,NA,"",NA,NA,NA,NA,"Aspidochirotida",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"","","",NA,NA,NA,"whitmaei",NA,NA,NA,NA,"","",NA,NA,NA,"Holothuroidea","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,"",NA,"Invertebrate Zoology","","",NA,"",-17.88725,"LOF43","15744-Echinodermata",NA,NA,"","","2014-09-12T09:57:26.074Z",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria","",NA,NA,NA
"2550",NA,NA,"Nathaniel Evans",NA,"Bell","","PreservedSpecimen","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,31,"",NA,"New Caledonia","",NA,NA,NA,NA,NA,"",NA,"2fb2d08d-660a-46db-b173-a6f916f4d935",NA,NA,NA,NA,"France",NA,"",NA,NA,NA,"",NA,"",NA,NA,"","FLMNH",NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,"","8801A056-77F6-4824-9862-F7FD24F6D450",NA,NA,"",NA,"Holothuria whitmaei",NA,"",NA,"",167.1961,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",2013,"",NA,"2fb2d08d-660a-46db-b173-a6f916f4d935","f5b81054546c523ab6d455afef31a77e094c1c15","",NA,"09/08/2014",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,"",NA,"Holothuriidae","","","",NA,NA,"",NA,NA,NA,NA,"Aspidochirotida",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"","","",NA,NA,NA,"whitmaei",NA,NA,NA,NA,"","",NA,NA,NA,"Holothuroidea","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,"",NA,"Invertebrate Zoology","","",NA,"",-22.5694,"LOF10","15780-Echinodermata",NA,NA,"","","2014-09-12T12:57:25.175Z",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria","",NA,NA,NA
"2602",NA,NA,"John Starmer",NA,"Bell","","PreservedSpecimen","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,"d9eefa3d-790e-4eef-a707-dcb70e2a7844",NA,NA,NA,NA,"Northern Mariana Islands",NA,"",NA,NA,NA,"",NA,"",NA,NA,"","FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4D857121-3A82-46EE-99DB-9ABE3A74DCC5",NA,NA,"",NA,"Holothuria whitmaei",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"d9eefa3d-790e-4eef-a707-dcb70e2a7844","b406fb4a3f295ead94fb76079d17453a99e51017","",NA,"09/08/2014",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,"",NA,"Holothuriidae","","","",NA,NA,"",NA,NA,NA,NA,"Aspidochirotida",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"","","",NA,NA,NA,"whitmaei",NA,NA,NA,NA,"","",NA,NA,NA,"Holothuroidea","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,"",NA,"Invertebrate Zoology","","",NA,"",NA,"Starmer-CNMI","12529-Echinodermata",NA,NA,"","","2014-09-12T15:03:37.165Z",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria","",NA,NA,NA
"2611",NA,NA,"Nathaniel Evans",NA,"Bell","","PreservedSpecimen","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,7,"",NA,"New Caledonia","",NA,NA,NA,NA,NA,"",NA,"cc9d0221-02a9-4853-8359-5912305a5fb4",NA,NA,NA,NA,"France",NA,"",NA,NA,NA,"",NA,"",NA,NA,"","FLMNH",NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,"","96829F07-BA2F-49B8-88B7-FCD80906C651",NA,NA,"",NA,"Holothuria whitmaei",NA,"",NA,"",163.47628,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",2013,"",NA,"cc9d0221-02a9-4853-8359-5912305a5fb4","1b8c9023b3442d2ed0bef56ec0f596933004c847","",NA,"09/08/2014",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,"",NA,"Holothuriidae","","","",NA,NA,"",NA,NA,NA,NA,"Aspidochirotida",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"","","",NA,NA,NA,"whitmaei",NA,NA,NA,NA,"","",NA,NA,NA,"Holothuroidea","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,"",NA,"Invertebrate Zoology","","",NA,"",-18.844935,"NEST15","15747-Echinodermata",NA,NA,"","","2014-09-12T18:45:59.027Z",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria","",NA,NA,NA
"2740",NA,NA,"Starmer, J.",NA,"Bell","","PreservedSpecimen","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"Henderson Island","",NA,NA,NA,NA,NA,"",NA,"db60cfef-b823-434e-8011-b2ebba9e9782",NA,NA,NA,NA,"Pitcairn Islands",NA,"",NA,NA,NA,"",NA,"",NA,NA,"","FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","8091E67E-6038-40DE-A517-09CB00B633A0",NA,NA,"",NA,"Holothuria whitmaei",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"db60cfef-b823-434e-8011-b2ebba9e9782","851a0cb10c9e6ef1c00fe0b9124aa384d6cf25fd","",NA,"09/08/2014",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,"",NA,"Holothuriidae","","","",NA,NA,"",NA,NA,NA,NA,"Aspidochirotida",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"","","",NA,NA,NA,"whitmaei",NA,NA,NA,NA,"","",NA,NA,NA,"Holothuroidea","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,"",NA,"Invertebrate Zoology","","",NA,"",NA,"JAS-HEN-Beach","3459-Echinodermata",NA,NA,"","","2014-09-12T13:34:19.965Z",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria","",NA,NA,NA
"2749",NA,NA,"David Lane et al.",NA,"Bell","","PreservedSpecimen","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,11,"",NA,"Sanma Province","",NA,NA,NA,NA,NA,"",NA,"1a8682cf-f8b2-4d29-8189-b79ab1585fe4",NA,NA,NA,NA,"Vanuatu",NA,"",NA,NA,NA,"",NA,"",NA,NA,"","FLMNH",NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,"","C50A353F-81D6-4C0E-A022-C755A8EA4E6C",NA,NA,"",NA,"Holothuria whitmaei",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",2006,"",NA,"1a8682cf-f8b2-4d29-8189-b79ab1585fe4","5e978eed74d74524d234f8deee67154faa740341","",NA,"09/08/2014",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,"",NA,"Holothuriidae","","","",NA,NA,"",NA,NA,NA,NA,"Aspidochirotida",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"","","",NA,NA,NA,"whitmaei",NA,NA,NA,NA,"","",NA,NA,NA,"Holothuroidea","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,"",NA,"Invertebrate Zoology","","",NA,"",NA,"Vanuatu-001","5567-Echinodermata",NA,NA,"","","2014-09-12T13:50:12.510Z",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria","",NA,NA,NA
"2828",NA,NA,"",NA,"Bell","","PreservedSpecimen","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,20,"",NA,"Mariana Islands","",NA,NA,NA,NA,NA,"",NA,"2524f681-5382-422f-a077-a747b47fc478",NA,NA,NA,NA,"USA",NA,"",NA,NA,NA,"",NA,"",NA,NA,"","FLMNH",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"","A3A26157-972E-4618-BB9F-9AEF9D958C78",NA,NA,"",NA,"Holothuria whitmaei",NA,"",NA,"",144.8,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",1967,"",NA,"2524f681-5382-422f-a077-a747b47fc478","024c9a325e5966707aae96aa86310b7010a29e98","",NA,"09/08/2014",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,"",NA,"Holothuriidae","","","",NA,NA,"",NA,NA,NA,NA,"Aspidochirotida",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"","","",NA,NA,NA,"whitmaei",NA,NA,NA,NA,"","",NA,NA,NA,"Holothuroidea","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,"Guam Island",NA,"Invertebrate Zoology","","",NA,"",13.5,"UGI-Station-172","12276-Echinodermata",NA,NA,"","","2014-09-12T11:05:28.987Z",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria","",NA,NA,NA
"2837",NA,NA,"Baptiste Faure, Richard Ibik, Rachel James, Selma Pomalak",NA,"Bell","","PreservedSpecimen","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,14,"",NA,"Madang Province","",NA,NA,NA,NA,NA,"",NA,"8608530f-7760-4447-9e8c-cb9a235f960a",NA,NA,NA,NA,"Papua New Guinea",NA,"",NA,NA,NA,"",NA,"",NA,NA,"","FLMNH",NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,"","42517226-9303-403C-B0F6-5A37BECCED09",NA,NA,"",NA,"Holothuria whitmaei",NA,"",NA,"",145.822479,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",2012,"",NA,"8608530f-7760-4447-9e8c-cb9a235f960a","67d9ac6b7abf1c78948b55a84e716915873259ac","",NA,"09/08/2014",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,"",NA,"Holothuriidae","","","",NA,NA,"",NA,NA,NA,NA,"Aspidochirotida",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"","","",NA,NA,NA,"whitmaei",NA,NA,NA,NA,"","",NA,NA,NA,"Holothuroidea","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,"",NA,"Invertebrate Zoology","","",NA,"",-5.082334,"PB17","14706-Echinodermata",NA,NA,"","","2014-09-12T11:21:39.918Z",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria","",NA,NA,NA
"2855",NA,NA,"J. Earle, J. Hoover, G. Paulay",NA,"Bell","","PreservedSpecimen","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,24,"",NA,"Hawaiian Islands","",NA,NA,NA,NA,NA,"",NA,"decd54d6-2e1e-495c-b9a6-283fd46b34b8",NA,NA,NA,NA,"USA",NA,"",NA,NA,NA,"",NA,"",NA,NA,"","FLMNH",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"","4A4CDC3F-847C-4A5C-B9A4-6E10CD57E021",NA,NA,"",NA,"Holothuria whitmaei",NA,"",NA,"",-155.24556,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",2006,"",NA,"decd54d6-2e1e-495c-b9a6-283fd46b34b8","4dae04a62473f7788b899302bd58dc5061b740f8","",NA,"09/08/2014",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,"",NA,"Holothuriidae","","","",NA,NA,"",NA,NA,NA,NA,"Aspidochirotida",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"","","",NA,NA,NA,"whitmaei",NA,NA,NA,NA,"","",NA,NA,NA,"Holothuroidea","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,"Oahu Island",NA,"Invertebrate Zoology","","",NA,"",19.99667,"GP-Loc-852","4836-Echinodermata",NA,NA,"","","2014-09-12T10:43:26.155Z",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria","",NA,NA,NA
"2856",NA,NA,"Paulay, G.",NA,"Bell","","PreservedSpecimen","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,27,"",NA,"Niue Island","",NA,NA,NA,NA,NA,"",NA,"97b46952-1d13-40a4-b358-855a8185d90e",NA,NA,NA,NA,"Niue Island",NA,"",NA,NA,NA,"",NA,"",NA,NA,"","FLMNH",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"","4B6A067A-F34A-4A84-9959-1E02B932BCC7",NA,NA,"",NA,"Holothuria whitmaei",NA,"",NA,"",-169.9,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",1986,"",NA,"97b46952-1d13-40a4-b358-855a8185d90e","0c71a9656ab6a357e41b55851d16e64450030bb0","",NA,"09/08/2014",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,"",NA,"Holothuriidae","","","",NA,NA,"",NA,NA,NA,NA,"Aspidochirotida",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"","","",NA,NA,NA,"whitmaei",NA,NA,NA,NA,"","",NA,NA,NA,"Holothuroidea","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,"Niue Island",NA,"Invertebrate Zoology","","",NA,"",-19.1,"HNIUE-016","1336-Echinodermata",NA,NA,"","","2014-09-12T10:44:10.210Z",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria","",NA,NA,NA
"2857",NA,NA,"Starmer, J.",NA,"Bell","","PreservedSpecimen","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"Henderson Island","",NA,NA,NA,NA,NA,"",NA,"c335bb49-033c-48eb-84c3-28a8d7aa292a",NA,NA,NA,NA,"Pitcairn Islands",NA,"",NA,NA,NA,"",NA,"",NA,NA,"","FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","F823A76F-AB8D-4C23-A2B9-E5B9D352027C",NA,NA,"",NA,"Holothuria whitmaei",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"c335bb49-033c-48eb-84c3-28a8d7aa292a","4475f5ee2b51c5458e3bdbdfe341994a425b8987","",NA,"09/08/2014",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,"",NA,"Holothuriidae","","","",NA,NA,"",NA,NA,NA,NA,"Aspidochirotida",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"","","",NA,NA,NA,"whitmaei",NA,NA,NA,NA,"","",NA,NA,NA,"Holothuroidea","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,"",NA,"Invertebrate Zoology","","",NA,"",NA,"JAS-HEN-Beach","3449-Echinodermata",NA,NA,"","","2014-09-12T10:45:11.347Z",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria","",NA,NA,NA
"2950",NA,NA,"Nathaniel Evans",NA,"Bell","","PreservedSpecimen","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,21,"",NA,"New Caledonia","",NA,NA,NA,NA,NA,"",NA,"7b88b3ca-97f5-402e-9233-88d1aa0ba13b",NA,NA,NA,NA,"France",NA,"",NA,NA,NA,"",NA,"",NA,NA,"","FLMNH",NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,"","00667246-7F9D-4892-913E-7C613F880149",NA,NA,"",NA,"Holothuria whitmaei",NA,"",NA,"",163.09553,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",2013,"",NA,"7b88b3ca-97f5-402e-9233-88d1aa0ba13b","18dd6651a44ccca7196f09ba6b1f53b77274f64f","",NA,"09/08/2014",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,"",NA,"Holothuriidae","","","",NA,NA,"",NA,NA,NA,NA,"Aspidochirotida",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"","","",NA,NA,NA,"whitmaei",NA,NA,NA,NA,"","",NA,NA,NA,"Holothuroidea","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,"",NA,"Invertebrate Zoology","","",NA,"",-18.48788,"NEST32","15743-Echinodermata",NA,NA,"","","2014-09-12T15:31:41.270Z",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria","",NA,NA,NA
