"","idigbio.determinationHistory","dwc.taxonID","inhs.total_Males","dwc.georeferenceVerificationStatus","dwc.phylum","idigbio.substrate","dwc.family","dwc.preparations","dwc.associatedTaxa","dwc.class","dwc.earliestAgeOrLowestStage","dcterms.bibliographicCitation","dwc.taxonRank","idigbio.associateAuthor","idigbio.associatedFamily","dwc.islandGroup","inhs.locationTrs","symbiotaverbatimScientificName","dwc.datasetName","inhs.superfamily","dwc.coordinatePrecision","idigbio.subgenus","id","dwc.formation","idigbio.associateIdentifier","dwc.typeStatus","dwc.member","dwc.earliestEpochOrLowestSeries","dwc.continent","dwc.minimumElevationInMeters","dwc.habitat","dwc.locationRemarks","idigbio.endangeredStatus","dwc.collectionCode","dwc.order","idigbio.subfamily","dcterms.references","dwc.day","inhs.instars_Male","dwc.earliestPeriodOrLowestSystem","dwc.subgenus","dwc.lowestBiostratigraphicZone","dwc.georeferenceSources","dwc.occurrenceRemarks","dwc.institutionCode","dwc.kingdom","inhs.juv_females","dwc.georeferenceRemarks","fcc.superfamily","dwc.eventDate","dwc.latestEpochOrHighestSeries","idigbio.recordIds","dwc.scientificName","dwc.scientificNameAuthorship","dwc.preparation","dwc.stateProvince","dwc.associatedSequences","dwc.identificationQualifier","dwc.countryCode","inhs.formII_males","fcc.subfamily","dwc.eventTime","inhs.instars_Female","dcterms.rights","dwc.nomenclaturalCode","dwc.group","idigbio.associateNotes","dwc.higherGeography","dwc.latestEraOrHighestErathem","dwc.fieldNumber","dwc.locationID","dwc.latestPeriodOrHighestSystem","idigbio.dateModified","dwc.scientificNameID","dwc.verbatimDepth","idigbio.tribe","dwc.datasetID","dwc.vernacularName","idigbio.version","dwc.geodeticDatum","dwc.informationWithheld","http...symbiota.org.terms.verbatimScientificName","dwc.verbatimLocality","inhs.location_RiverMile","dwc.namePublishedIn","dwc.verbatimTaxonRank","row.number","dcterms.rightsHolder","dwc.locality","dwc.endDayOfYear","dwc.relatedResourceID","dwc.associatedMedia","dwc.individualID","inhs.formII_females","dwc.locationAccordingTo","dwc.individualCount","dwc.VerbatimEventDate","dcterms.source","symbiota.verbatimScientificName","dwc.startDayOfYear","fcc.datePicked","dwc.institutionID","inhs.location_Stream","dwc.georeferencedDate","dwc.waterBody","dwc.dataGeneralizations","inhs.juv_males","dwc.latestAgeOrHighestStage","dwc.dateIdentified","dwc.samplingProtocol","inhs.live","dwc.verbatimEventDate","dwc.decimalLatitude","idigbio.hostFamily","dwc.infraspecificEpithet","dwc.georeferencedBy","dcterms.language","dwc.namePublishedInID","dwc.basisOfRecord","dwc.island","dwc.originalNameUsage","idigbio.recordId","dwc.samplingEffort","dwc.establishmentMeans","inhs.relic","dwc.bed","dwc.footprintWKT","dwc.municipality","dwc.county","idigbio.associateCondition","dwc.verbatimSRS","dwc.verbatimCoordinateSystem","idigbio.etag","dwc.lifeStage","dwc.identificationID","dwc.recordNumber","dwc.ownerInstitutionCode","idigbio.preparationCount","dwc.genus","idigbio.associateRelationship","dwc.behavior","idigbio.uuid","dcterms.modified","dwc.identificationRemarks","dwc.catalogNumber","dwc.georeferenceProtocol","dwc.occurrenceStatus","dwc.eventRemarks","idigbio.recordID","dcterms.accessRights","dwc.recordedBy","dwc.taxonRemarks","dwc.associatedOccurrences","dwc.nomenclaturalStatus","dwc.associatedReferences","idigbio.associateDeterminedBy","dwc.sex","inhs.juv_undetermined","dwc.previousIdentifications","dwc.disposition","idigbio.associatedRelationship","dwc.verbatimLongitude","dwc.maximumDepthInMeters","fcc.pickedBy","dcterms.type","dwc.lithostratigraphicTerms","idigbio.barcodeValue","dwc.earliestEraOrLowestErathem","dwc.dynamicProperties","dwc.eventID","dwc.identificationVerificationStatus","dwc.rights","dwc.maximumElevationInMeters","dwc.identifiedBy","dwc.fieldNotes","inhs.total_females","dwc.occurrenceID","dwc.accessRights","dwc.decimalLongitude","dwc.higherClassification","inhs.formI_males","inhs.vouchered","dwc.verbatimLatitude","dwc.otherCatalogNumbers","dwc.minimumDepthInMeters","dwc.rightsHolder","idigbio.associateCommonName","dwc.verbatimCoordinates","inhs.dead","idigbio.preservative","dwc.identificationReferences","dwc.reproductiveCondition","dwc.coordinateUncertaintyInMeters","dwc.year","dcterms.reference","dwc.verbatimElevation","dwc.country","inhs.location_Basin","dwc.specificEpithet","dwc.month","dwc.nameAccordingTo","idigbio.createdBy","dwc.collectionID"
"586",NA,NA,NA,NA,"Echinodermata",NA,"Holothuriidae","whole animal (70% ethanol)",NA,"Holothuroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8fb5480a-7c60-47d3-bcce-755a24fa8695",NA,NA,"",NA,NA,"Pacific Ocean",NA,"","",NA,"IZ","Aspidochirotida",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4065",NA,NA,NA,NA,NA,"",NA,"MCZ","Animalia",NA,"",NA,"1962-07-28",NA,NA,"Holothuria (Thymiosycia) arenicola","Semper, 1868",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"ICZN",NA,NA,"Pacific Ocean, Pacific, Eastern Central",NA,"","",NA,"2014-01-12T03:43:39.727Z",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"President and Fellows of Harvard College","Mexico: Sonora, Norse Beach",NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4065",NA,NA,NA,1,NA,NA,NA,0,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"",NA,NA,NA,"","",NA,"July 28, 1962",NA,NA,"","","en",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","c1eb9127ebfad27f2bf578243c98851ba7599715",NA,NA,"","Museum of Comparative Zoology, Harvard University",NA,"Holothuria",NA,NA,"8fb5480a-7c60-47d3-bcce-755a24fa8695","2012-11-16 12:10:33.0","","HOL-4065","",NA,"",NA,NA,"Peter E. Pickens",NA,"",NA,"",NA,"",NA,NA,"not applicable",NA,"",NA,NA,"PhysicalObject",NA,NA,NA,"",NA,"",NA,NA,"[no agent data], [no agent data]",NA,NA,"MCZ:IZ:HOL-4065",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) arenicola",NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"arenicola",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA
"590",NA,NA,NA,NA,"Echinodermata",NA,"Holothuriidae","whole animal (70% ethanol)",NA,"Holothuroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8a83a7e1-e51e-4c1e-b3e0-5d2be8f7ea46",NA,NA,"",NA,NA,"Atlantic Ocean",NA,"","",NA,"IZ","Aspidochirotida",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1376",NA,NA,NA,NA,NA,"",NA,"MCZ","Animalia",NA,"",NA,"1923-07-08",NA,NA,"Holothuria (Thymiosycia) arenicola","Semper, 1868",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"ICZN",NA,NA,"Atlantic Ocean, Atlantic, Western Central",NA,"","",NA,"2014-01-11T20:58:00.233Z",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"President and Fellows of Harvard College","off Bermuda, Hungry Bay",NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1376",NA,NA,NA,1,NA,NA,NA,0,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"",NA,NA,NA,"","",NA,"1923-07-08",NA,NA,"","","en",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","a60c2198267efba82cb97f567fd95f8a6b964371",NA,NA,"","Museum of Comparative Zoology, Harvard University",NA,"Holothuria",NA,NA,"8a83a7e1-e51e-4c1e-b3e0-5d2be8f7ea46","2012-12-19 13:02:27.0","","HOL-1376","",NA,"",NA,NA,"Raoul Michel May",NA,"",NA,"",NA,"",NA,NA,"not applicable",NA,"",NA,NA,"PhysicalObject",NA,NA,NA,"",NA,"",NA,NA,"[no agent data]",NA,NA,"MCZ:IZ:HOL-1376",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) arenicola",NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"arenicola",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA
"617",NA,NA,NA,NA,"Echinodermata",NA,"Holothuriidae","whole animal (70% ethanol)",NA,"Holothuroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e10a9860-730c-47fc-82e2-973c8b27c21e",NA,NA,"",NA,NA,"Pacific Ocean",NA,"","",NA,"IZ","Aspidochirotida",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:127878",NA,NA,NA,NA,NA,"",NA,"MCZ","Animalia",NA,"",NA,"1935-01-20",NA,NA,"Holothuria (Thymiosycia) arenicola","Semper, 1868",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"ICZN",NA,NA,"Pacific Ocean, Pacific, Eastern Central",NA,"","",NA,"2014-07-12T18:06:33.214Z",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"President and Fellows of Harvard College","Ecuador, one mile south of Manta",NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:127878",NA,NA,NA,1,NA,NA,NA,0,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"",NA,NA,NA,"","",NA,"January 20, 1935",NA,NA,"","","en",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","eadbcd600bf843b3f50f0778b9aab0b34f02ab27",NA,NA,"397-35","Museum of Comparative Zoology, Harvard University",NA,"Holothuria",NA,NA,"e10a9860-730c-47fc-82e2-973c8b27c21e","2014-07-02 13:06:12.0","","127878","",NA,"",NA,NA,"RV Velero III, Hancock Pacific Expeditions",NA,"",NA,"",NA,"",NA,NA,"not applicable",NA,"",NA,NA,"PhysicalObject",NA,NA,NA,"",NA,"",NA,NA,"[no agent data], Elisabeth Deichmann",NA,NA,"MCZ:IZ:127878",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) arenicola",NA,NA,"","collector number=397-35; original ledger number=3000F; station number=403-35",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"arenicola",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA
"634",NA,NA,NA,NA,"Echinodermata",NA,"Holothuriidae","whole animal (70% ethanol)",NA,"Holothuroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b4a5e889-54e1-45e9-bba0-68e77084e8c4",NA,NA,"",NA,NA,"Atlantic Ocean",NA,"","",NA,"IZ","Aspidochirotida",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1179",NA,NA,NA,NA,NA,"",NA,"MCZ","Animalia",NA,"",NA,"1916-01-01/1916-12-31",NA,NA,"Holothuria (Thymiosycia) arenicola","Semper, 1868",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"ICZN",NA,NA,"Atlantic Ocean, Atlantic, Western Central",NA,"","",NA,"2014-07-12T18:36:32.143Z",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"President and Fellows of Harvard College","Trinidad and Tobago: Tobago, Bucco Reef",NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1179",NA,NA,NA,1,NA,NA,NA,0,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"",NA,NA,NA,"","",NA,"1916",NA,NA,"","","en",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","376db07008396b64aa48320aebf4a118e3bc778a",NA,NA,"","Museum of Comparative Zoology, Harvard University",NA,"Holothuria",NA,NA,"b4a5e889-54e1-45e9-bba0-68e77084e8c4","2012-11-16 12:02:34.0","","HOL-1179","",NA,"",NA,NA,"Elisabeth Deichmann",NA,"",NA,"",NA,"",NA,NA,"not applicable",NA,"",NA,NA,"PhysicalObject",NA,NA,NA,"",NA,"",NA,NA,"Elisabeth Deichmann",NA,NA,"MCZ:IZ:HOL-1179",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) arenicola",NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"arenicola",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA
"638",NA,NA,NA,NA,"Echinodermata",NA,"Holothuriidae","whole animal (70% ethanol)",NA,"Holothuroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4276e11c-b6a9-4ede-90f6-399a7974d43f",NA,NA,"",NA,NA,"Atlantic Ocean",NA,"","",NA,"IZ","Aspidochirotida",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-884",NA,NA,NA,NA,NA,"",NA,"MCZ","Animalia",NA,"",NA,"1854-01-01/1858-12-31",NA,NA,"Holothuria (Thymiosycia) arenicola","Semper, 1868",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"ICZN",NA,NA,"Atlantic Ocean, Atlantic, Western Central",NA,"","",NA,"2014-07-12T17:16:08.286Z",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"President and Fellows of Harvard College","United States, off Florida: Cape Florida",NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-884",NA,NA,NA,1,NA,NA,NA,0,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"",NA,NA,NA,"","",NA,"1854-1858",NA,NA,"","","en",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","ff3de305b350b0a14693fee8ae47d27bc8f972fd",NA,NA,"","Museum of Comparative Zoology, Harvard University",NA,"Holothuria",NA,NA,"4276e11c-b6a9-4ede-90f6-399a7974d43f","2012-11-01 13:02:27.0","","HOL-884","",NA,"",NA,NA,"G. W. Wurdemann",NA,"",NA,"",NA,"",NA,NA,"not applicable",NA,"",NA,NA,"PhysicalObject",NA,NA,NA,"",NA,"",NA,NA,"Elisabeth Deichmann",NA,NA,"MCZ:IZ:HOL-884",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) arenicola",NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"arenicola",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA
"640",NA,NA,NA,NA,"Echinodermata",NA,"Holothuriidae","whole animal (dry)",NA,"Holothuroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fe34c62e-609a-44b0-afff-dfe3f4902330",NA,NA,"",NA,NA,"Atlantic Ocean",NA,"","",NA,"IZ","Aspidochirotida",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4293",NA,NA,NA,NA,NA,"",NA,"MCZ","Animalia",NA,"",NA,"1959-07-06",NA,NA,"Holothuria (Thymiosycia) arenicola","Semper, 1868",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"ICZN",NA,NA,"Atlantic Ocean, Atlantic, Western Central",NA,"","",NA,"2014-07-26T00:41:55.037Z",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"President and Fellows of Harvard College","Barbados, Carlisle Bay",NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4293",NA,NA,NA,1,NA,NA,NA,0,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"",NA,NA,NA,"","",NA,"1959-07-06",NA,NA,"","","en",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","30497d91169968e9f37b47a5d9010fd03e0702fa",NA,NA,"","Museum of Comparative Zoology, Harvard University",NA,"Holothuria",NA,NA,"fe34c62e-609a-44b0-afff-dfe3f4902330","2012-06-25 11:12:26.0","Found dry in March 2007 in GCB. Host of: 323HG.","HOL-4293","",NA,"",NA,NA,"Richard U. Gooding, Arthur G. Humes",NA,"",NA,"",NA,"",NA,NA,"not applicable",NA,"",NA,NA,"PhysicalObject",NA,NA,NA,"",NA,"",NA,NA,"[no agent data]",NA,NA,"MCZ:IZ:HOL-4293",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) arenicola",NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"arenicola",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA
"653",NA,NA,NA,NA,"Echinodermata",NA,"Holothuriidae","whole animal (70% ethanol)",NA,"Holothuroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2c4b4903-d02d-4a95-8bf2-7cdad88c9250",NA,NA,"",NA,NA,"Pacific Ocean",NA,"","",NA,"IZ","Aspidochirotida",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:127879",NA,NA,NA,NA,NA,"",NA,"MCZ","Animalia",NA,"",NA,"1935-01-12",NA,NA,"Holothuria (Thymiosycia) arenicola","Semper, 1868",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"ICZN",NA,NA,"Pacific Ocean, Pacific, Eastern Central",NA,"","",NA,"2014-07-13T02:17:52.011Z",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"President and Fellows of Harvard College","Ecuador, Galapagos Islands, Albemarle Island",NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:127879",NA,NA,NA,1,NA,NA,NA,0,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"",NA,NA,NA,"","",NA,"January 12, 1935",NA,NA,"","","en",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","7fac53841a08c3cb5ebffc41b652c72a3f0d4848",NA,NA,"397-13","Museum of Comparative Zoology, Harvard University",NA,"Holothuria",NA,NA,"2c4b4903-d02d-4a95-8bf2-7cdad88c9250","2014-07-02 13:06:13.0","","127879","",NA,"",NA,NA,"RV Velero III, Hancock Pacific Expeditions",NA,"",NA,"",NA,"",NA,NA,"not applicable",NA,"",NA,NA,"PhysicalObject",NA,NA,NA,"",NA,"",NA,NA,"[no agent data], Elisabeth Deichmann",NA,NA,"MCZ:IZ:127879",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) arenicola",NA,NA,"","collector number=397-13; original ledger number=3000G; station number=146-34",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"arenicola",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA
"882",NA,NA,NA,NA,"Echinodermata",NA,"Holothuriidae","whole animal (dry)",NA,"Holothuroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8ff0121f-9d99-4baa-991a-edb8bb550358",NA,NA,"",NA,NA,"Pacific Ocean",NA,"","",NA,"IZ","Aspidochirotida",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4068",NA,NA,NA,NA,NA,"",NA,"MCZ","Animalia",NA,"",NA,"1962-03-17",NA,NA,"Holothuria (Thymiosycia) arenicola","Semper, 1868",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"ICZN",NA,NA,"Pacific Ocean, Pacific, Eastern Central",NA,"","",NA,"2014-01-11T09:21:09.567Z",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"President and Fellows of Harvard College","Off Sonora; Sonora, Norse Beach [Mexico]",NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4068",NA,NA,NA,1,NA,NA,NA,0,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"",NA,NA,NA,"","",NA,"1962-03-17",NA,NA,"","","en",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","f70a15cf8eb06af9f476fb942bc8e5d6fe32718e",NA,NA,"5","Museum of Comparative Zoology, Harvard University",NA,"Holothuria",NA,NA,"8ff0121f-9d99-4baa-991a-edb8bb550358","2012-12-17 10:16:49.0","""CAW written on label'  Found dry on March 16, 2007 by JW.","HOL-4068","",NA,"",NA,NA,"CAW Jr",NA,"",NA,"",NA,"",NA,NA,"not applicable",NA,"",NA,NA,"PhysicalObject",NA,NA,NA,"",NA,"",NA,NA,"[no agent data], [no agent data]",NA,NA,"MCZ:IZ:HOL-4068",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) arenicola",NA,NA,"","collector number=5; station number=trawl 3",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"arenicola",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA
"884",NA,NA,NA,NA,"Echinodermata",NA,"Holothuriidae","whole animal (70% ethanol)",NA,"Holothuroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"edf32ebe-3ee5-489c-b20d-ca9e533a32e2",NA,NA,"",NA,NA,"Pacific Ocean",NA,"","",NA,"IZ","Aspidochirotida",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:127894",NA,NA,NA,NA,NA,"",NA,"MCZ","Animalia",NA,"",NA,"1940-04-02",NA,NA,"Holothuria (Thymiosycia) arenicola","Semper, 1868",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"ICZN",NA,NA,"Pacific Ocean, Pacific, Eastern Central",NA,"","",NA,"2014-01-11T17:33:12.786Z",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"President and Fellows of Harvard College","Mexico, Lower California, Puerto Refugio, angel de la guardia",NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:127894",NA,NA,NA,1,NA,NA,NA,0,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"",NA,NA,NA,"","",NA,"April 2, 1940",NA,NA,"","","en",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","b55d6a50c2f61dddb0e971250015523d3a31d14c",NA,NA,"","Museum of Comparative Zoology, Harvard University",NA,"Holothuria",NA,NA,"edf32ebe-3ee5-489c-b20d-ca9e533a32e2","2012-12-13 13:21:09.0","","127894","",NA,"",NA,NA,"Edward Flanders Ricketts, John Steinbeck",NA,"",NA,"",NA,"",NA,NA,"not applicable",NA,"",NA,NA,"PhysicalObject",NA,NA,NA,"",NA,"",NA,NA,"[no agent data]",NA,NA,"MCZ:IZ:127894",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) arenicola",NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"arenicola",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA
"899",NA,NA,NA,NA,"Echinodermata",NA,"Holothuriidae","partial animal (70% ethanol)",NA,"Holothuroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7da204b6-569e-42f6-adf7-5fe286ea1d28",NA,NA,"",NA,NA,"[no higher geography data]",NA,"","",NA,"IZ","Aspidochirotida",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4082",NA,NA,NA,NA,NA,"",NA,"MCZ","Animalia",NA,"",NA,"1962-09-01/1962-09-30",NA,NA,"Holothuria (Thymiosycia) arenicola","Semper, 1868",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"ICZN",NA,NA,"[no higher geography data], null",NA,"","",NA,"2014-07-12T23:16:07.296Z",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"President and Fellows of Harvard College","[no specific locality]",NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4082",NA,NA,NA,1,NA,NA,NA,0,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"",NA,NA,NA,"","",NA,"September 1962",NA,NA,"","","en",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","7107173309c5177f412a1ddf0847068ff1e1e614",NA,NA,"","Museum of Comparative Zoology, Harvard University",NA,"Holothuria",NA,NA,"7da204b6-569e-42f6-adf7-5fe286ea1d28","2014-06-10 16:59:13.0","on original label 'from large holothurian (16 cm contracted) 250 cm living","HOL-4082","",NA,"",NA,NA,"[no agent data]",NA,"",NA,"",NA,"",NA,NA,"not applicable",NA,"",NA,NA,"PhysicalObject",NA,NA,NA,"",NA,"",NA,NA,"L. Thomas",NA,NA,"MCZ:IZ:HOL-4082",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) arenicola",NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"arenicola",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA
"902",NA,NA,NA,NA,"Echinodermata",NA,"Holothuriidae","whole animal (70% ethanol)",NA,"Holothuroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0e76290b-d084-4a82-82c6-d0f79a5608ef",NA,NA,"Syntype",NA,NA,"Pacific Ocean",NA,"","",NA,"IZ","Aspidochirotida",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-632",NA,NA,NA,NA,NA,"",NA,"MCZ","Animalia",NA,"",NA,"1800-01-01/1867-12-31",NA,NA,"Holothuria (Thymiosycia) arenicola","Semper, 1868",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"ICZN",NA,NA,"Pacific Ocean, Pacific, Eastern Central",NA,"","",NA,"2014-07-12T21:20:41.358Z",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"President and Fellows of Harvard College","Hawaiian Islands (United States)",NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-632",NA,NA,NA,1,NA,NA,NA,0,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"",NA,NA,NA,"","",NA,"unknown",NA,NA,"","","en",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","9fd6738a4f3b3bcf6c48e6b30393ec4d91fbc8ce",NA,NA,"","Museum of Comparative Zoology, Harvard University",NA,"Holothuria",NA,NA,"0e76290b-d084-4a82-82c6-d0f79a5608ef","2013-06-18 15:17:42.0","","HOL-632","",NA,"",NA,NA,"[no agent data]",NA,"",NA,"",NA,"",NA,NA,"not applicable",NA,"",NA,NA,"PhysicalObject",NA,NA,NA,"",NA,"",NA,NA,"World Register of Marine Species, E. Selenka",NA,NA,"MCZ:IZ:HOL-632",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) arenicola",NA,NA,"","other number=176",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"arenicola",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA
