"","dwc.collectionID","inhs.formII_females","dwc.higherClassification","idigbio.associateIdentifier","inhs.vouchered","dwc.earliestEraOrLowestErathem","dwc.institutionCode","fcc.datePicked","dwc.collectionCode","dwc.rightsHolder","idigbio.dateModified","fcc.subfamily","inhs.formII_males","dwc.typeStatus","dwc.namePublishedIn","dwc.verbatimCoordinateSystem","dwc.scientificName","inhs.instars_Female","dcterms.rights","inhs.location_Stream","dwc.relatedResourceID","dwc.member","dwc.identificationRemarks","dwc.lowestBiostratigraphicZone","dwc.coordinatePrecision","dwc.georeferenceRemarks","idigbio.hostFamily","inhs.juv_undetermined","dcterms.accessRights","dwc.georeferenceVerificationStatus","dwc.latestEpochOrHighestSeries","dcterms.source","dwc.taxonID","fcc.pickedBy","idigbio.barcodeValue","inhs.relic","inhs.live","dwc.verbatimLocality","inhs.dead","dwc.startDayOfYear","idigbio.tribe","dwc.basisOfRecord","dwc.dataGeneralizations","dwc.institutionID","dwc.informationWithheld","dwc.disposition","idigbio.preservative","dwc.associatedOccurrences","idigbio.recordIds","dwc.vernacularName","dwc.nameAccordingTo","dwc.family","dwc.identifiedBy","dwc.georeferencedDate","dwc.waterBody","inhs.location_Basin","dwc.minimumDepthInMeters","dwc.reproductiveCondition","inhs.formI_males","dwc.lithostratigraphicTerms","dwc.samplingEffort","dwc.verbatimElevation","dwc.specificEpithet","idigbio.recordId","dwc.locationAccordingTo","dwc.locationRemarks","inhs.juv_females","dwc.earliestEpochOrLowestSeries","dwc.associatedMedia","id","idigbio.associateAuthor","idigbio.subfamily","dcterms.rightsHolder","dwc.fieldNotes","dwc.latestAgeOrHighestStage","dwc.phylum","dwc.taxonRank","idigbio.associateRelationship","inhs.total_females","dwc.kingdom","dwc.municipality","dwc.minimumElevationInMeters","dwc.behavior","dwc.endDayOfYear","dwc.verbatimDepth","dwc.class","dwc.associatedTaxa","dwc.associatedReferences","dwc.previousIdentifications","dwc.identificationReferences","dwc.scientificNameID","symbiota.verbatimScientificName","dwc.eventID","dwc.verbatimLongitude","idigbio.associateCondition","dwc.day","dwc.taxonRemarks","dwc.VerbatimEventDate","dwc.infraspecificEpithet","idigbio.associateDeterminedBy","idigbio.associateNotes","idigbio.etag","dwc.preparation","dwc.verbatimLatitude","fcc.superfamily","dwc.bed","dwc.georeferenceSources","dwc.earliestAgeOrLowestStage","dwc.island","dwc.identificationID","dwc.higherGeography","dcterms.modified","dwc.month","dwc.scientificNameAuthorship","dwc.originalNameUsage","idigbio.determinationHistory","dwc.decimalLongitude","dwc.order","dwc.identificationVerificationStatus","dwc.earliestPeriodOrLowestSystem","dwc.locality","dwc.occurrenceRemarks","dwc.datasetName","dwc.accessRights","dwc.year","inhs.juv_males","dwc.georeferencedBy","dwc.samplingProtocol","idigbio.uuid","http...symbiota.org.terms.verbatimScientificName","dcterms.reference","inhs.total_Males","dwc.latestEraOrHighestErathem","dwc.ownerInstitutionCode","dwc.establishmentMeans","dcterms.type","dcterms.bibliographicCitation","dwc.subgenus","dwc.decimalLatitude","dwc.dateIdentified","idigbio.subgenus","dwc.geodeticDatum","dwc.stateProvince","row.number","idigbio.version","dwc.occurrenceStatus","dwc.datasetID","dwc.eventDate","idigbio.recordID","idigbio.endangeredStatus","dwc.maximumDepthInMeters","inhs.location_RiverMile","dwc.coordinateUncertaintyInMeters","dwc.identificationQualifier","dwc.namePublishedInID","dwc.associatedSequences","dwc.rights","inhs.superfamily","dwc.recordedBy","dwc.nomenclaturalStatus","idigbio.substrate","symbiotaverbatimScientificName","inhs.instars_Male","dwc.locationID","dwc.nomenclaturalCode","dwc.group","dwc.individualCount","dcterms.references","idigbio.createdBy","inhs.locationTrs","dwc.sex","dwc.verbatimCoordinates","dwc.otherCatalogNumbers","dwc.county","dwc.continent","idigbio.associateCommonName","dwc.eventTime","dwc.maximumElevationInMeters","dcterms.language","dwc.habitat","idigbio.associatedRelationship","dwc.georeferenceProtocol","dwc.lifeStage","dwc.catalogNumber","dwc.occurrenceID","dwc.eventRemarks","dwc.latestPeriodOrHighestSystem","dwc.countryCode","dwc.individualID","idigbio.associatedFamily","dwc.recordNumber","dwc.verbatimEventDate","dwc.formation","dwc.islandGroup","dwc.genus","dwc.dynamicProperties","dwc.preparations","dwc.country","dwc.verbatimTaxonRank","dwc.fieldNumber","idigbio.preparationCount","dwc.footprintWKT","dwc.verbatimSRS"
"2572",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T17:25:50.580Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","dec6e175-969f-49cc-8245-6b84a272bd9e",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,14,NA,NA,"",NA,NA,"ad6026351fd3f034150f55a6831d8d4cc8bdf061",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",8,"Selenka",NA,NA,55.229444,"Aspidochirotida","",NA,"",NA,NA,NA,2007,NA,"","","dec6e175-969f-49cc-8245-6b84a272bd9e",NA,NA,NA,NA,"",NA,"",NA,NA,-21.090833,"",NA,"","Mascarene Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",NA,NA,NA,NA,"SWIO-18","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Reunion Island","",NA,NA,NA,"","",NA,"",NA,"7413-Echinodermata","5CE25FCD-F765-4AC6-A33C-040CE8BBD500","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","France",NA,"",NA,NA,NA
"2573",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T16:14:59.307Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","46f8ff51-f070-4fb1-89e6-e663d8119120",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,30,NA,NA,"",NA,NA,"976bad5ea7ab467c970fc96493631b2ea4d675ca",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",5,"Selenka",NA,NA,123.36399,"Aspidochirotida","",NA,"",NA,NA,NA,2006,NA,"","","46f8ff51-f070-4fb1-89e6-e663d8119120",NA,NA,NA,NA,"",NA,"",NA,NA,9.95152,"",NA,"","Cebu",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kris Netchy & Alex Kerr",NA,NA,NA,NA,"SEMP-13","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"5576-Echinodermata","AD3E9D98-14D5-4A23-ABAB-4CD11E38E294","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Philippines",NA,"",NA,NA,NA
"2629",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T15:37:08.282Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","a301f339-b33e-455e-ba2b-c7609fa8f45b",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,1,NA,NA,"",NA,NA,"37fe581985b4260a8528d7fa8d2654ed6528adc8",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",5,"Selenka",NA,NA,123.7711,"Aspidochirotida","",NA,"",NA,NA,NA,2005,NA,"","","a301f339-b33e-455e-ba2b-c7609fa8f45b",NA,NA,NA,NA,"",NA,"",NA,NA,9.5486,"",NA,"","Bohol Province",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Netchy, K. & Lasley, R.",NA,NA,NA,NA,"KNRL-015","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"4100-Echinodermata","8D92AFEE-ED13-4181-AAEC-0228598CDB69","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Philippines",NA,"",NA,NA,NA
"2752",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T17:19:11.601Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","8dda3209-96f8-4993-8681-4d704aab4cc2",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,5,NA,NA,"",NA,NA,"6214ed0a4cecda4b343f795e64f0507f116a4acc",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",11,"Selenka",NA,NA,NA,"Aspidochirotida","",NA,"",NA,NA,NA,1998,NA,"","","8dda3209-96f8-4993-8681-4d704aab4cc2",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","Hawaiian Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pittman, C.",NA,NA,NA,NA,"ZZZ-088989","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Maui Island","",NA,NA,NA,"","",NA,"",NA,"1848-Echinodermata","3462C886-82F8-4892-8703-200A8D6CA079","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
"2784",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T10:11:19.525Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","9da87805-435e-45b8-97e7-608e5b208759",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,16,NA,NA,"",NA,NA,"e61594cd22eb2d87200b6c267935a50fbaba9144",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",5,"Selenka",NA,NA,48.3056,"Aspidochirotida","",NA,"",NA,NA,NA,2008,NA,"","","9da87805-435e-45b8-97e7-608e5b208759",NA,NA,NA,NA,"",NA,"",NA,NA,-13.4139,"",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Bakary, H. Bruggemann, F. Michonneau, G. Paulay, T. Werner",NA,NA,NA,NA,"MGNW-23","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"7528-Echinodermata","86D94591-C428-4C82-896B-1A8A6F979F4F","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Madagascar",NA,"",NA,NA,NA
"2792",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T09:27:49.188Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","60f91360-29c2-4998-90ea-f2c174bf4c25",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"47abe19c9918be3f25da967084d15bcb67f375f7",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",1,"Selenka",NA,NA,-138.66617,"Aspidochirotida","",NA,"",NA,NA,NA,2012,NA,"","","60f91360-29c2-4998-90ea-f2c174bf4c25",NA,NA,NA,NA,"",NA,"",NA,NA,-10.46403,"",NA,"","Marquesas Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Starmer",NA,NA,NA,NA,"MQ-16","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"14054-Echinodermata","2096DAD7-151A-4827-B3BD-3982063338AF","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","French Polynesia",NA,"",NA,NA,NA
"2809",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T11:54:12.758Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","8a2517e8-341e-4d24-8a32-e137abd96f67",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,23,NA,NA,"",NA,NA,"3b67d4cf497d3a6652afbde05b2340121439d586",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",4,"Selenka",NA,NA,144.8,"Aspidochirotida","",NA,"",NA,NA,NA,1963,NA,"","","8a2517e8-341e-4d24-8a32-e137abd96f67",NA,NA,NA,NA,"",NA,"",NA,NA,13.5,"",NA,"","Mariana Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trott, Bronson",NA,NA,NA,NA,"UGI-Station-439","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Guam Island","",NA,NA,NA,"","",NA,"",NA,"12614-Echinodermata","4B092822-8A4C-4E3F-AEAE-0489DC4C24A5","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
"2853",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T10:35:52.465Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","93fd9ba0-6fac-4f5d-94c6-caef543838f0",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"95e51ff5bfc5f1a69c356c4fe84ac20cd212bfbf",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",NA,"Selenka",NA,NA,144.8,"Aspidochirotida","",NA,"",NA,NA,NA,NA,NA,"","","93fd9ba0-6fac-4f5d-94c6-caef543838f0",NA,NA,NA,NA,"",NA,"",NA,NA,13.5,"",NA,"","Mariana Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"ZZZ-086936","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Guam Island","",NA,NA,NA,"","",NA,"",NA,"947-Echinodermata","855F48E1-442E-4A2C-BA4A-EDE2865E0E20","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
"2862",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T11:50:06.464Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","91fbec69-f00c-4ae6-8d1c-7b2ee2af0d89",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,16,NA,NA,"",NA,NA,"4d0db44994c3f1c743a5486de982f6300128df55",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",10,"Selenka",NA,NA,-166.2348,"Aspidochirotida","",NA,"",NA,NA,NA,2006,NA,"","","91fbec69-f00c-4ae6-8d1c-7b2ee2af0d89",NA,NA,NA,NA,"",NA,"",NA,NA,23.8732,"",NA,"","Hawaiian Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gustav Paulay, Sea McKeon, John Starmer, Tito Lotufo, Scott Godwin, Jody Martin & Jim Maragos",NA,NA,NA,NA,"FFS-0087","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","French Frigate Shoals","",NA,NA,NA,"","",NA,"",NA,"6150-Echinodermata","C65A16BB-E3B3-4113-BA29-9ECC22DD3D65","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
"2864",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T16:19:19.763Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","4aa63cdf-e604-4567-a75a-da4bddca0ee1",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,30,NA,NA,"",NA,NA,"27fae74f43ad3d290ee8e82a03db33517d117dc4",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",11,"Selenka",NA,NA,-139.5549,"Aspidochirotida","",NA,"",NA,NA,NA,2011,NA,"","","4aa63cdf-e604-4567-a75a-da4bddca0ee1",NA,NA,NA,NA,"",NA,"",NA,NA,-8.9398,"",NA,"","Marquesas Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nathaniel Evans, Serge Andrefouet, Francesca Benzoni, Jean-Louis Menou, Marco Olivirio, Claude Payri",NA,NA,NA,NA,"MQ021","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Ua Huka","",NA,NA,NA,"","",NA,"",NA,"11234-Echinodermata","F956B39F-B787-4CB3-B601-AD1ED59D82DE","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","French Polynesia",NA,"",NA,NA,NA
"2920",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T14:12:16.946Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","180ceb1b-560d-40bf-8176-1f9984bced9b",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,22,NA,NA,"",NA,NA,"59deee268166588f34a95e021ef20af536a543df",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",8,"Selenka",NA,NA,-149.4,"Aspidochirotida","",NA,"",NA,NA,NA,1984,NA,"","","180ceb1b-560d-40bf-8176-1f9984bced9b",NA,NA,NA,NA,"",NA,"",NA,NA,-17.6,"",NA,"","Society Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paulay, G.",NA,NA,NA,NA,"HTAH-001B","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Tahiti Island","",NA,NA,NA,"","",NA,"",NA,"1360-Echinodermata","9F433DEF-5F03-447A-8DE7-126516D0A625","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","French Polynesia",NA,"",NA,NA,NA
"2922",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T14:18:09.444Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","91457168-52da-4ab1-abd4-0449973076c9",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,25,NA,NA,"",NA,NA,"9303e40f915b13427c2f078449b80da93c21273b",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",4,"Selenka",NA,NA,123.3909,"Aspidochirotida","",NA,"",NA,NA,NA,2005,NA,"","","91457168-52da-4ab1-abd4-0449973076c9",NA,NA,NA,NA,"",NA,"",NA,NA,9.8686,"",NA,"","Cebu Province",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Netchy, K. & Belleza, D.",NA,NA,NA,NA,"KNRL-037","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"4119-Echinodermata","C3BC52D9-CBC7-492E-83EB-07393CD7D68E","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Philippines",NA,"",NA,NA,NA
"2952",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T18:42:02.935Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","4efd0848-a019-4666-bf11-49ca95e94c41",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,9,NA,NA,"",NA,NA,"40a525635e1dfdec900c09624238b5f067be748d",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",2,"Selenka",NA,NA,144.726632,"Aspidochirotida","",NA,"",NA,NA,NA,2008,NA,"","","4efd0848-a019-4666-bf11-49ca95e94c41",NA,NA,NA,NA,"",NA,"",NA,NA,13.479906,"",NA,"","Mariana Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"François Michonneau",NA,NA,NA,NA,"FM-St-GU08-02","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Guam Island","",NA,NA,NA,"","",NA,"",NA,"6728-Echinodermata","2763F65B-2705-4442-B347-3B2E825AA518","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
