"","dwc.collectionID","inhs.formII_females","dwc.higherClassification","idigbio.associateIdentifier","inhs.vouchered","dwc.earliestEraOrLowestErathem","dwc.institutionCode","fcc.datePicked","dwc.collectionCode","dwc.rightsHolder","idigbio.dateModified","fcc.subfamily","inhs.formII_males","dwc.typeStatus","dwc.namePublishedIn","dwc.verbatimCoordinateSystem","dwc.scientificName","inhs.instars_Female","dcterms.rights","inhs.location_Stream","dwc.relatedResourceID","dwc.member","dwc.identificationRemarks","dwc.lowestBiostratigraphicZone","dwc.coordinatePrecision","dwc.georeferenceRemarks","idigbio.hostFamily","inhs.juv_undetermined","dcterms.accessRights","dwc.georeferenceVerificationStatus","dwc.latestEpochOrHighestSeries","dcterms.source","dwc.taxonID","fcc.pickedBy","idigbio.barcodeValue","inhs.relic","inhs.live","dwc.verbatimLocality","inhs.dead","dwc.startDayOfYear","idigbio.tribe","dwc.basisOfRecord","dwc.dataGeneralizations","dwc.institutionID","dwc.informationWithheld","dwc.disposition","idigbio.preservative","dwc.associatedOccurrences","idigbio.recordIds","dwc.vernacularName","dwc.nameAccordingTo","dwc.family","dwc.identifiedBy","dwc.georeferencedDate","dwc.waterBody","inhs.location_Basin","dwc.minimumDepthInMeters","dwc.reproductiveCondition","inhs.formI_males","dwc.lithostratigraphicTerms","dwc.samplingEffort","dwc.verbatimElevation","dwc.specificEpithet","idigbio.recordId","dwc.locationAccordingTo","dwc.locationRemarks","inhs.juv_females","dwc.earliestEpochOrLowestSeries","dwc.associatedMedia","id","idigbio.associateAuthor","idigbio.subfamily","dcterms.rightsHolder","dwc.fieldNotes","dwc.latestAgeOrHighestStage","dwc.phylum","dwc.taxonRank","idigbio.associateRelationship","inhs.total_females","dwc.kingdom","dwc.municipality","dwc.minimumElevationInMeters","dwc.behavior","dwc.endDayOfYear","dwc.verbatimDepth","dwc.class","dwc.associatedTaxa","dwc.associatedReferences","dwc.previousIdentifications","dwc.identificationReferences","dwc.scientificNameID","symbiota.verbatimScientificName","dwc.eventID","dwc.verbatimLongitude","idigbio.associateCondition","dwc.day","dwc.taxonRemarks","dwc.VerbatimEventDate","dwc.infraspecificEpithet","idigbio.associateDeterminedBy","idigbio.associateNotes","idigbio.etag","dwc.preparation","dwc.verbatimLatitude","fcc.superfamily","dwc.bed","dwc.georeferenceSources","dwc.earliestAgeOrLowestStage","dwc.island","dwc.identificationID","dwc.higherGeography","dcterms.modified","dwc.month","dwc.scientificNameAuthorship","dwc.originalNameUsage","idigbio.determinationHistory","dwc.decimalLongitude","dwc.order","dwc.identificationVerificationStatus","dwc.earliestPeriodOrLowestSystem","dwc.locality","dwc.occurrenceRemarks","dwc.datasetName","dwc.accessRights","dwc.year","inhs.juv_males","dwc.georeferencedBy","dwc.samplingProtocol","idigbio.uuid","http...symbiota.org.terms.verbatimScientificName","dcterms.reference","inhs.total_Males","dwc.latestEraOrHighestErathem","dwc.ownerInstitutionCode","dwc.establishmentMeans","dcterms.type","dcterms.bibliographicCitation","dwc.subgenus","dwc.decimalLatitude","dwc.dateIdentified","idigbio.subgenus","dwc.geodeticDatum","dwc.stateProvince","row.number","idigbio.version","dwc.occurrenceStatus","dwc.datasetID","dwc.eventDate","idigbio.recordID","idigbio.endangeredStatus","dwc.maximumDepthInMeters","inhs.location_RiverMile","dwc.coordinateUncertaintyInMeters","dwc.identificationQualifier","dwc.namePublishedInID","dwc.associatedSequences","dwc.rights","inhs.superfamily","dwc.recordedBy","dwc.nomenclaturalStatus","idigbio.substrate","symbiotaverbatimScientificName","inhs.instars_Male","dwc.locationID","dwc.nomenclaturalCode","dwc.group","dwc.individualCount","dcterms.references","idigbio.createdBy","inhs.locationTrs","dwc.sex","dwc.verbatimCoordinates","dwc.otherCatalogNumbers","dwc.county","dwc.continent","idigbio.associateCommonName","dwc.eventTime","dwc.maximumElevationInMeters","dcterms.language","dwc.habitat","idigbio.associatedRelationship","dwc.georeferenceProtocol","dwc.lifeStage","dwc.catalogNumber","dwc.occurrenceID","dwc.eventRemarks","dwc.latestPeriodOrHighestSystem","dwc.countryCode","dwc.individualID","idigbio.associatedFamily","dwc.recordNumber","dwc.verbatimEventDate","dwc.formation","dwc.islandGroup","dwc.genus","dwc.dynamicProperties","dwc.preparations","dwc.country","dwc.verbatimTaxonRank","dwc.fieldNumber","idigbio.preparationCount","dwc.footprintWKT","dwc.verbatimSRS"
"1158",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T14:13:33.808Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","ff3c2b39-e32a-493c-8767-e5851ecb02df",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,15,NA,NA,"",NA,NA,"e54d71f38552207e02531eda05ffe755c5637b76",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",5,"Selenka",NA,NA,127.672239,"Aspidochirotida","",NA,"",NA,NA,NA,2011,NA,"","","ff3c2b39-e32a-493c-8767-e5851ecb02df",NA,NA,NA,NA,"",NA,"",NA,NA,26.251732,"",NA,"","Ryukyus",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"François Michonneau, Yoshida Ryuta",NA,NA,NA,NA,"FMOK11-St-22","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Okinawa","",NA,NA,NA,"","",NA,"",NA,"10963-Echinodermata","AD39DD1F-F342-4D95-A39C-846104236421","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Japan",NA,"",NA,NA,NA
"1312",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T09:06:40.162Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","608745a7-098f-4c14-b449-0a07e082f9b5",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,13,NA,NA,"",NA,NA,"eb57baea206f2ad46889e497b540a949205c58bf",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",8,"Selenka",NA,NA,39.13786,"Aspidochirotida","",NA,"",NA,NA,NA,2009,NA,"","","608745a7-098f-4c14-b449-0a07e082f9b5",NA,NA,NA,NA,"",NA,"",NA,NA,-6.14623,"",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tim Werner",NA,NA,NA,NA,"Werner-Zanzibar-2","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"8930-Echinodermata","F3DBB4EC-C70D-494B-93BF-0A4B1486ED88","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Tanzania",NA,"",NA,NA,NA
"1322",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T09:26:54.733Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","4a12548e-93f7-4d0f-834c-3ab69b544459",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,14,NA,NA,"",NA,NA,"df2678857c7cf6b1ed84ee8ad4fbc80e74f1e494",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",10,"Selenka",NA,NA,-166.1857,"Aspidochirotida","",NA,"",NA,NA,NA,2006,NA,"","","4a12548e-93f7-4d0f-834c-3ab69b544459",NA,NA,NA,NA,"",NA,"",NA,NA,23.6347,"",NA,"","Hawaiian Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rusty Brainard & Brian Zgliczynski",NA,NA,NA,NA,"FFS-0055","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","French Frigate Shoals","",NA,NA,NA,"","",NA,"",NA,"6119-Echinodermata","ABA49F2C-41B5-4540-8A20-42FE3E869CA8","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
"1361",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T12:31:51.229Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","5316da89-bd99-4c4b-8765-f7df6fdeedcc",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,14,NA,NA,"",NA,NA,"93059bd3f27542f7d8cfbcfdefe988fc0c091669",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",10,"Selenka",NA,NA,-166.1872,"Aspidochirotida","",NA,"",NA,NA,NA,2006,NA,"","","5316da89-bd99-4c4b-8765-f7df6fdeedcc",NA,NA,NA,NA,"",NA,"",NA,NA,23.6373,"",NA,"","Hawaiian Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rusty Brainard, Gustav Paulay, Sea McKeon, Brian Zgliczynski, Tito Lotufo, Jim Maragos, Scott Godwin & John Starmer",NA,NA,NA,NA,"FFS-0051","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","French Frigate Shoals","",NA,NA,NA,"","",NA,"",NA,"6117-Echinodermata","847BC15F-8F9F-4DC9-8825-DB88B2E3521D","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
"1380",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T10:55:13.614Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","d0f8b61f-fe69-4dea-b3ba-f80c619d939b",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,7,NA,NA,"",NA,NA,"07fe90d346cb0c95ab3c3e44ea19e9adaf0067a7",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",5,"Selenka",NA,NA,47.37331667,"Aspidochirotida","",NA,"",NA,NA,NA,2009,NA,"","","d0f8b61f-fe69-4dea-b3ba-f80c619d939b",NA,NA,NA,NA,"",NA,"",NA,NA,-11.51576667,"",NA,"","Scattered Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Guillaume, H. Bruggemann, M. Malay, V. Denis, A. Chauvin, D. Ringler, K. Coustaut",NA,NA,NA,NA,"GLOR-12","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Ile du Lys","",NA,NA,NA,"","",NA,"",NA,"9342-Echinodermata","11B07878-4FED-4640-8E19-7BFB88468C02","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","France",NA,"",NA,NA,NA
"1387",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T11:15:21.701Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","e97ecd1c-195f-4389-9ab7-a1c7c13468be",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,9,NA,NA,"",NA,NA,"1c7784feda7e0da39f46fa03b665762bdf73f873",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",11,"Selenka",NA,NA,145.813217,"Aspidochirotida","",NA,"",NA,NA,NA,2012,NA,"","","e97ecd1c-195f-4389-9ab7-a1c7c13468be",NA,NA,NA,NA,"",NA,"",NA,NA,-5.205584,"",NA,"","Madang Province",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marco Oliverio, Vanessa Knutson, Zdenek Duris, Rachel James",NA,NA,NA,NA,"PR13","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"14486-Echinodermata","7B228407-701F-4C03-9A26-959CCC629DCB","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Papua New Guinea",NA,"",NA,NA,NA
"1409",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T13:59:13.403Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","788787a7-d3bb-4a9b-89c6-9b47d6c81aa7",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,20,NA,NA,"",NA,NA,"964f41f9e24ca4c5b93d3c1cf0c47d1789e5a8ef",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",11,"Selenka",NA,NA,163.09553,"Aspidochirotida","",NA,"",NA,NA,NA,2013,NA,"","","788787a7-d3bb-4a9b-89c6-9b47d6c81aa7",NA,NA,NA,NA,"",NA,"",NA,NA,-18.48788,"",NA,"","New Caledonia",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nathaniel Evans",NA,NA,NA,NA,"NEST30","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"15848-Echinodermata","25904C95-BF18-4DC2-AF1A-44A5C62E2105","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","France",NA,"",NA,NA,NA
"1428",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T17:43:02.343Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","bdd8e07f-7e82-49ec-941c-3f91ab163843",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,15,NA,NA,"",NA,NA,"5af409d72256e5cc3eba84cfbf8c75a572fcb448",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",10,"Selenka",NA,NA,-149.8,"Aspidochirotida","",NA,"",NA,NA,NA,2001,NA,"","","bdd8e07f-7e82-49ec-941c-3f91ab163843",NA,NA,NA,NA,"",NA,"",NA,NA,-17.5,"",NA,"","Society Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paulay, G.",NA,NA,NA,NA,"BMOO-033","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Moorea Island","",NA,NA,NA,"","",NA,"",NA,"600-Echinodermata","486BBF2C-89A9-4AFE-9FE2-F1F1CA93BE72","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","French Polynesia",NA,"",NA,NA,NA
"1434",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T16:07:11.327Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","c11ee52a-8c06-4323-8d5c-83e490313f89",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"cedf064f12832636d7f4a329ba92161331d8fcba",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",NA,"Selenka",NA,NA,145.8,"Aspidochirotida","",NA,"",NA,NA,NA,2012,NA,"","","c11ee52a-8c06-4323-8d5c-83e490313f89",NA,NA,NA,NA,"",NA,"",NA,NA,-5.1,"",NA,"","Madang Province",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PCT002","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"15636-Echinodermata","57525E7A-8320-4E28-A449-DD5FA7D444C1","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Papua New Guinea",NA,"",NA,NA,NA
"1532",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T09:31:43.878Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","9d7bb0ae-191e-4fa2-a896-e70f01bd2189",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,22,NA,NA,"",NA,NA,"ecc3dfe10a4037bd8d162edc6da2865a96e925dd",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",11,"Selenka",NA,NA,151.917083333333,"Aspidochirotida","",NA,"",NA,NA,NA,2009,NA,"","","9d7bb0ae-191e-4fa2-a896-e70f01bd2189",NA,NA,NA,NA,"",NA,"",NA,NA,-23.4331666666667,"",NA,"","Queensland",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"HI09-076","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"10105-Echinodermata","2B550744-693F-473E-B836-64A2C6280D69","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Australia",NA,"",NA,NA,NA
"1553",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T12:15:13.649Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","89a2fd9e-32f9-4917-9e36-b46068c92bbb",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"e6679a15e5996078828269fcd5ff9616cb68e052",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",1,"Selenka",NA,NA,-169.7,"Aspidochirotida","",NA,"",NA,NA,NA,2009,NA,"","","89a2fd9e-32f9-4917-9e36-b46068c92bbb",NA,NA,NA,NA,"",NA,"",NA,NA,-14.2,"",NA,"","Samoa Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sea McKeon",NA,NA,NA,NA,"SMOFU-001","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Ofu Island","",NA,NA,NA,"","",NA,"",NA,"9035-Echinodermata","D431DA92-C24E-40C9-AB88-D639578AF541","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","American Samoa",NA,"",NA,NA,NA
"1571",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T10:33:52.708Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","78bc5be0-0f86-481d-b9c4-55f5a1410043",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,30,NA,NA,"",NA,NA,"e672bda992d23a923298585785543b83758646fd",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",9,"Selenka",NA,NA,-169.9,"Aspidochirotida","",NA,"",NA,NA,NA,1991,NA,"","","78bc5be0-0f86-481d-b9c4-55f5a1410043",NA,NA,NA,NA,"",NA,"",NA,NA,-19.1,"",NA,"","Niue Island",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paulay, G.",NA,NA,NA,NA,"HNIUE-094C","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Niue Island","",NA,NA,NA,"","",NA,"",NA,"1658-Echinodermata","3403A9ED-5609-44D5-9151-CBC75B7392FA","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Niue Island",NA,"",NA,NA,NA
"1611",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T12:54:37.497Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","80782181-4ac0-4014-a61e-23e2a2ee9858",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,13,NA,NA,"",NA,NA,"b7ad81a118f4446e5df34a0406b26a9bd78416fa",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",10,"Selenka",NA,NA,-166.079,"Aspidochirotida","",NA,"",NA,NA,NA,2006,NA,"","","80782181-4ac0-4014-a61e-23e2a2ee9858",NA,NA,NA,NA,"",NA,"",NA,NA,23.6662,"",NA,"","Hawaiian Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rusty Brainard, Brian Zgliczynski, Gustav Paulay, Sea McKeon, Emmanuel Soto, Jim Maragos, Scott Godwin & John Starmer",NA,NA,NA,NA,"FFS-0033","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","French Frigate Shoals","",NA,NA,NA,"","",NA,"",NA,"6093-Echinodermata","EEF27991-1385-4342-A60B-9BBC0409EE72","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
"1614",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T12:55:14.139Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","9cfcd19e-e12c-410c-b90f-271d0464f1fa",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"9416b56daddc28f4d5e5558b2c6165664d42ef79",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",NA,"Selenka",NA,NA,NA,"Aspidochirotida","",NA,"",NA,NA,NA,NA,NA,"","","9cfcd19e-e12c-410c-b90f-271d0464f1fa",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Starmer, J.",NA,NA,NA,NA,"JAS-BEL-555","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"3636-Echinodermata","BB2071B0-8A18-4922-98E3-2A5085EAAD7D","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Palau",NA,"",NA,NA,NA
