"","dwc.locationRemarks","idigbio.etag","inhs.juv_females","dwc.verbatimSRS","dwc.catalogNumber","dwc.latestPeriodOrHighestSystem","dwc.stateProvince","dwc.identificationVerificationStatus","dwc.verbatimLocality","dwc.preparation","dwc.occurrenceStatus","inhs.instars_Female","dwc.minimumElevationInMeters","dwc.verbatimElevation","dwc.locality","dwc.otherCatalogNumbers","dwc.georeferencedBy","dwc.scientificName","inhs.formII_males","fcc.subfamily","idigbio.associateCondition","idigbio.barcodeValue","dwc.family","dwc.dataGeneralizations","dwc.verbatimDepth","dwc.associatedMedia","dwc.originalNameUsage","dwc.endDayOfYear","idigbio.determinationHistory","dwc.day","dwc.order","symbiotaverbatimScientificName","dcterms.rightsHolder","dwc.informationWithheld","dcterms.rights","idigbio.preservative","dcterms.modified","inhs.location_Stream","dwc.associatedTaxa","dwc.bed","dwc.latestAgeOrHighestStage","inhs.live","dwc.institutionCode","dwc.dateIdentified","dwc.geodeticDatum","dwc.continent","dwc.waterBody","dwc.earliestAgeOrLowestStage","dwc.occurrenceID","dwc.class","dwc.lithostratigraphicTerms","dwc.phylum","inhs.formII_females","dwc.verbatimTaxonRank","dwc.behavior","dwc.sex","idigbio.recordIds","dwc.identifiedBy","dwc.year","idigbio.uuid","dwc.recordedBy","dwc.subgenus","dwc.earliestEraOrLowestErathem","dwc.associatedReferences","dwc.group","dwc.nomenclaturalStatus","dwc.rights","dwc.higherGeography","dwc.nomenclaturalCode","dwc.coordinatePrecision","dcterms.source","dwc.formation","dwc.accessRights","dwc.scientificNameID","dwc.preparations","dwc.islandGroup","dwc.individualID","dwc.collectionID","dwc.startDayOfYear","dwc.countryCode","dwc.genus","idigbio.associateIdentifier","dwc.georeferenceRemarks","dwc.kingdom","dwc.decimalLatitude","dwc.latestEraOrHighestErathem","inhs.formI_males","symbiota.verbatimScientificName","dwc.minimumDepthInMeters","dwc.previousIdentifications","dcterms.language","dwc.lifeStage","inhs.juv_males","dcterms.type","dwc.taxonRemarks","inhs.location_Basin","dwc.samplingProtocol","dwc.georeferenceSources","dwc.identificationRemarks","idigbio.subfamily","dwc.fieldNumber","dwc.maximumElevationInMeters","inhs.superfamily","dwc.scientificNameAuthorship","dwc.fieldNotes","dwc.identificationReferences","dwc.dynamicProperties","dwc.decimalLongitude","dwc.eventID","dwc.collectionCode","dwc.county","inhs.instars_Male","dwc.taxonRank","dwc.taxonID","idigbio.substrate","dwc.occurrenceRemarks","dwc.associatedOccurrences","dwc.establishmentMeans","dwc.samplingEffort","dwc.locationID","dwc.identificationQualifier","idigbio.associatedFamily","idigbio.recordID","idigbio.endangeredStatus","dwc.maximumDepthInMeters","dwc.island","dwc.nameAccordingTo","dwc.eventTime","idigbio.preparationCount","inhs.relic","idigbio.associateCommonName","idigbio.associateAuthor","inhs.total_Males","fcc.datePicked","dwc.datasetID","dwc.coordinateUncertaintyInMeters","dwc.disposition","dwc.infraspecificEpithet","dwc.georeferenceVerificationStatus","idigbio.associateRelationship","fcc.superfamily","dwc.verbatimCoordinates","dwc.verbatimLongitude","dwc.eventRemarks","dwc.earliestEpochOrLowestSeries","dwc.higherClassification","dwc.identificationID","dwc.basisOfRecord","inhs.total_females","idigbio.subgenus","idigbio.associateDeterminedBy","idigbio.createdBy","dwc.member","inhs.locationTrs","dwc.relatedResourceID","dwc.lowestBiostratigraphicZone","dwc.georeferencedDate","dwc.verbatimCoordinateSystem","dwc.month","dwc.verbatimLatitude","dwc.typeStatus","dwc.individualCount","dcterms.bibliographicCitation","idigbio.recordId","dwc.recordNumber","id","http...symbiota.org.terms.verbatimScientificName","dwc.associatedSequences","dwc.latestEpochOrHighestSeries","dwc.eventDate","dwc.vernacularName","inhs.juv_undetermined","dwc.namePublishedIn","fcc.pickedBy","dwc.ownerInstitutionCode","inhs.vouchered","dcterms.reference","dwc.institutionID","idigbio.tribe","dcterms.references","dwc.country","dwc.datasetName","idigbio.version","dwc.municipality","idigbio.associatedRelationship","dwc.namePublishedInID","dwc.VerbatimEventDate","dwc.earliestPeriodOrLowestSystem","idigbio.associateNotes","dwc.reproductiveCondition","dwc.verbatimEventDate","dcterms.accessRights","dwc.rightsHolder","dwc.habitat","dwc.georeferenceProtocol","inhs.dead","inhs.location_RiverMile","dwc.locationAccordingTo","idigbio.dateModified","row.number","dwc.specificEpithet","dwc.footprintWKT","idigbio.hostFamily"
"2035","","6ea6ee55b2a99d83da26101168da14611b7aa426",NA,NA,"5679-Echinodermata",NA,"","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,23,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"105CF16C-F784-4352-A8EC-F5859CB3B975","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2006,"a1bc2416-f66a-41fa-bec4-777409a0d9c7","Kris Netchy & Alex Kerr",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",9.43301,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",123.38418,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"SEMP-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",5,"","",NA,NA,NA,"","a1bc2416-f66a-41fa-bec4-777409a0d9c7",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Philippines",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T18:23:33.711Z",NA,"impatiens",NA,NA
"2121","","79f7fd5c3ef270ced9fe169960409ee62bbf32b0",NA,NA,"10959-Echinodermata",NA,"Ryukyus","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,15,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"98EAE49B-0649-4D5D-8AC9-114ADA65B54E","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2011,"2cb4929e-2337-4f76-b4ff-0eef08881033","François Michonneau, Yoshida Ryuta",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",26.251732,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",127.672239,NA,"Invertebrate Zoology","Okinawa",NA,NA,NA,NA,NA,"",NA,NA,"FMOK11-St-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",5,"","",NA,NA,NA,"","2cb4929e-2337-4f76-b4ff-0eef08881033",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T12:11:21.758Z",NA,"impatiens",NA,NA
"2131","","0cef3160e719eea4ddf2f657c7684ab1d518cf4e",NA,NA,"7076-Echinodermata",NA,"Mariana Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,14,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"8CACBF63-0F2E-4527-98FE-5BB2093E59C8","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2008,"a05c7ca2-1aa9-4ec4-9189-c91d8e17b04d","François Michonneau",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",13.426695,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",144.796052,NA,"Invertebrate Zoology","Guam Island",NA,NA,NA,NA,NA,"",NA,NA,"FM-St-GU08-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",2,"","",NA,NA,NA,"","a05c7ca2-1aa9-4ec4-9189-c91d8e17b04d",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T11:12:08.746Z",NA,"impatiens",NA,NA
"2138","","9701e6832c93dde31099b9edfb8f1f72a2d89565",NA,NA,"3929-Echinodermata",NA,"Okinawa","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,4,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"F78FF05B-F4E8-4B52-9DC8-66B0367AD23D","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2004,"4f01f8c8-10a3-42c8-be35-1b37d051c56e","Paulay, G.; Geller, J.; Malay, M.; Hiratsuka, Y.",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",26.8462,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",128.285816666667,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"GP-Loc-793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",7,"","",NA,NA,NA,"","4f01f8c8-10a3-42c8-be35-1b37d051c56e",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T09:26:08.874Z",NA,"impatiens",NA,NA
"2151","","3b8e5ac0a3638c33d0a1e8fd7922f62ba61b0a75",NA,NA,"7055-Echinodermata",NA,"Comoros Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,29,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"B003A52C-6313-4EC1-B658-B5A79CA04173","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2008,"33d50638-8cb2-4cf1-91f1-5c7426f536ea","Arthur Anker, François Michonneau",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-12.947371,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",45.099797,NA,"Invertebrate Zoology","Mayotte Island",NA,NA,NA,NA,NA,"",NA,NA,"MAY08-St1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",5,"","",NA,NA,NA,"","33d50638-8cb2-4cf1-91f1-5c7426f536ea",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T11:30:23.920Z",NA,"impatiens",NA,NA
"2161","","1fdeb5cc4fe8a288ba3c0db3f7606c217061df9d",NA,NA,"9641-Echinodermata",NA,"Galapagos Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,8,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"F82C31D3-43C1-49AF-AB0E-8C2971442E24","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",1997,"bd9aa304-d710-4c5c-ab83-20dd7cc3369b","Cleveland P. Hickman, Jr.",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",NA,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"Hickman-009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",3,"","",NA,NA,NA,"","bd9aa304-d710-4c5c-ab83-20dd7cc3369b",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T11:50:40.294Z",NA,"impatiens",NA,NA
"2178","","76536eaf83545299f186b96e4d2524d838533e25",NA,NA,"14542-Echinodermata",NA,"Madang Province","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,10,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"BEFD3E21-D847-4E2B-930D-03F144D04B2A","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2012,"cd4b4b2a-1112-431f-9e44-25077d9434de","",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-5.255087,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",145.785052,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"PFM-005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",11,"","",NA,NA,NA,"","cd4b4b2a-1112-431f-9e44-25077d9434de",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Papua New Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T12:52:03.269Z",NA,"impatiens",NA,NA
"2182","","b35b921502b8d1493f0ce495804c9d67e51b5aa5",NA,NA,"14805-Echinodermata",NA,"Madang Province","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,15,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"6EFA4E6E-0EF8-46F0-88FC-4E689FF6C4AF","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2012,"45cea70c-f281-40e8-bd3d-5ebc398f282a","Yasunori Kano, Pierre Lozouet, John Slapcinsky, Timea Neusser, Bastian Brenzinger, Audrey Espalieu, Ken Ganzik, Dave Anan, Graham Kaina, Mande Holford",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-5.019131,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",145.798438,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"PM25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",11,"","",NA,NA,NA,"","45cea70c-f281-40e8-bd3d-5ebc398f282a",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Papua New Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T13:30:57.007Z",NA,"impatiens",NA,NA
"2185","","9a2f1d0fa64d5337de3e1286269a2f3e6b685cd8",NA,NA,"216-Echinodermata",NA,"Mariana Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,22,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"71EA7170-D903-46D9-8484-7037C3B32E6B","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",1984,"ab3298d6-e1ce-4875-8a54-46f7713de13e","Kirkendale, L.",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",13.5,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",144.8,NA,"Invertebrate Zoology","Guam Island",NA,NA,NA,NA,NA,"",NA,NA,"ZZZ-085850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",8,"","",NA,NA,NA,"","ab3298d6-e1ce-4875-8a54-46f7713de13e",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T13:37:03.693Z",NA,"impatiens",NA,NA
"2188","","3ef796c20de73e8b6220cb8edcd0bd91a4289b6f",NA,NA,"6929-Echinodermata",NA,"Caroline Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,27,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"64005966-6BF6-4E40-9AB1-B5A43928694A","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2008,"38babf03-134f-4eff-9616-798605d928c6","Sun Kim, Alex Kerr, François Michonneau",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",5.29649,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",162.8981,NA,"Invertebrate Zoology","Kosrae Island",NA,NA,NA,NA,NA,"",NA,NA,"KOSR-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",2,"","",NA,NA,NA,"","38babf03-134f-4eff-9616-798605d928c6",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Federated States of Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T13:42:43.014Z",NA,"impatiens",NA,NA
"2191","","f5b84cc199ee6c0078b56a70113017d69d665852",NA,NA,"5620-Echinodermata",NA,"Bohol","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,11,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"ACE8423F-88BB-4EA8-B5C6-FDC6C09A10A9","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2006,"f30e34cc-8500-41ad-843f-edd0eda12738","Kris Netchy & Alex Kerr",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",9.55361,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",123.72852,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"SEMP-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",6,"","",NA,NA,NA,"","f30e34cc-8500-41ad-843f-edd0eda12738",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Philippines",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T13:28:15.810Z",NA,"impatiens",NA,NA
"2207","","75f896a40bd22ba59ff2c9dbe03d5f380ec90aa9",NA,NA,"6280-Echinodermata",NA,"Hawaiian Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,8,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"157E7184-6324-428F-AE64-9E89F77691F8","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2007,"4e88a17c-3e15-4d23-ae63-f7660d9822f4","Cory Pittman",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",20.8108,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",-156.6214,NA,"Invertebrate Zoology","Maui Island",NA,NA,NA,NA,NA,"",NA,NA,"Pittman-1071208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",12,"","",NA,NA,NA,"","4e88a17c-3e15-4d23-ae63-f7660d9822f4",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T16:59:51.346Z",NA,"impatiens",NA,NA
"2215","","32710454864b856018420c134c92d4d62f2c8691",NA,NA,"4805-Echinodermata",NA,"Hawaiian Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,24,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"90C7CC1B-D2AD-4D3F-94AD-F7BA15DF8D6B","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2006,"70856996-0d0a-4037-a20f-bea64e608477","J. Earle, J. Hoover, G. Paulay",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",19.99667,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",-155.24556,NA,"Invertebrate Zoology","Oahu Island",NA,NA,NA,NA,NA,"",NA,NA,"GP-Loc-852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",2,"","",NA,NA,NA,"","70856996-0d0a-4037-a20f-bea64e608477",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T17:36:30.295Z",NA,"impatiens",NA,NA
"2235","","4182d9a12cb5de04b6a213cbcab5e5f2f8dc23d8",NA,NA,"4606-Echinodermata",NA,"Hawaiian Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,11,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"8EB7F9FD-8F45-466F-A255-DA87EE2F3CAD","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2002,"4faf390d-40ea-4c35-884b-a4a6867f8cfa","Pittman, C.",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",NA,NA,"Invertebrate Zoology","Maui Island",NA,NA,NA,NA,NA,"",NA,NA,"ZZZ-087869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",12,"","",NA,NA,NA,"","4faf390d-40ea-4c35-884b-a4a6867f8cfa",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T18:19:25.922Z",NA,"impatiens",NA,NA
